,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000063,01,ME,20220701174622,20220701170604,20220701174610,,2
1,ME000172,01,ME,20220701175001,20220701170743,20220701173716,20220701174920,3
2,ME000211,01,ME,20220701174800,20220701164451,20220701171219,20220701174747,3
3,ME000255,01,ME,20220701175002,20220701170921,20220701174958,,2
4,ME000270,01,ME,20220701175007,20220701173112,20220701174957,,2
5,ME000278,01,ME,20220701174907,20220701173002,20220701174853,,2
6,ME000387,01,ME,20220701174704,20220701172021,20220701174653,,2
7,ME000433,01,ME,20220701174720,20220701173107,20220701174705,,2
8,ME174029,01,ME,20220701174850,20220701163428,20220701171748,20220701174849,3
9,ME174037,01,ME,20220701174731,20220701173712,20220701174730,,2
10,ME174050,02,ME,20220701174746,20220701161824,20220701163103,,2
11,ME174051,01,ME,20220701174625,20220701163330,20220701165105,,2
12,ME174066,01,ME,20220701174711,20220701171831,20220701174308,20220701174711,3
13,ME174075,01,ME,20220701174924,20220701161051,20220701165409,20220701174923,3
14,ME174077,01,ME,20220701174830,20220701173754,20220701174829,,2
15,ME174112,01,ME,20220701174911,20220701160616,20220701164058,20220701174910,3
16,ME174113,01,ME,20220701174954,20220701173011,20220701174953,,2
17,ME174121,01,ME,20220701174833,20220701165859,20220701174217,20220701174832,3
18,ME174137,01,ME,20220701174634,20220701171239,20220701174633,,2
19,ME174152,01,ME,20220701174858,20220701171833,20220701174857,,2
20,ME178002,02,ME,20220701174602,20220701164051,20220701165437,20220701174601,3
21,ME178003,02,ME,20220701174804,20220701170457,20220701174519,20220701174804,3
22,ME178019,02,ME,20220701174621,20220701173051,20220701174525,20220701174620,3
23,ME178023,02,ME,20220701174935,20220701142031,20220701173002,,3
24,ME178035,01,ME,20800606031022,20210826144033,20210826152638,,5
25,ME178058,01,ME,20220701174914,20220701173911,20220701174551,20220701174912,3
26,ME178064,01,ME,20220701174645,20220701154723,20220701160105,,2
27,ME178071,01,ME,20220701174943,20220701171912,20220701173622,20220701174942,3
28,ME178073,03,ME,20220701174721,20220701171840,20220701174650,,2
29,ME178092,01,ME,20220701174658,20220701173721,20220701174657,,2
30,ME178092,02,ME,20220701174859,20220701164427,20220701171402,,2
31,ME178106,01,ME,20220701174746,20220701173020,20220701174745,,2
32,ME178108,01,ME,20220701174602,20220701152604,20220701160034,,2
33,ME178122,01,ME,20220701174814,20220701161812,20220701164012,,3
34,ME178124,02,ME,20220701174754,20220701160133,20220701162833,20220701174753,3
35,ME178131,01,ME,20220701174936,20220701125331,20220701133636,20220701174934,3
36,ME178136,01,ME,20220701174850,20220701171607,20220701174819,,2
37,ME178139,01,ME,20220701174729,20220701170348,20220701174429,20220701174728,3
38,ME178140,01,ME,20220701174812,20220701172109,20220701174810,,2
39,ME178142,01,ME,20800925144207,20210805151802,20210805152907,,5
40,ME178144,01,ME,20220701174610,20220701164840,20220701170026,20220701174608,3
41,ME178144,02,ME,20220701174835,20220701161038,20220701162530,20220701174835,3
42,ME178144,03,ME,20220701174923,20220701170252,20220701174317,20220701174922,3
43,ME178147,01,ME,20220701174606,20220701170302,20220701174605,,2
44,ME181205,02,ME,20220701174847,20220630070715,20220630075035,,2
45,ME181419,01,ME,20220701174807,20220630100826,20220630101538,,2
46,ME181528,01,ME,20220701174641,20220701170542,20220701174640,,2
47,ME181532,01,ME,20220701174642,20220630165538,20220630173758,,2
48,ME183006,01,ME,20220701174638,20220701171725,20220701174309,20220701174637,3
49,ME183018,01,ME,20220701174847,20220701102013,20220701103809,,2
50,ME183023,01,ME,20220701174640,20220701171639,20220701174639,,2
51,ME183105,52,ME,20220701174912,20220701160746,20220701165048,,2
52,ME183110,02,ME,20220701174855,20220701071420,20220701073903,,2
53,ME183118,01,ME,20220701174842,20220701163106,20220701170056,20220701174841,3
54,ME183122,02,ME,20220701175004,20220701143939,20220701150201,20220701175003,3
55,ME183125,52,ME,20220701174735,20220701171417,20220701174734,,2
56,ME183135,01,ME,20220701174607,20220701124913,20220701133519,,2
57,ME183142,52,ME,20220701174930,20220701163854,20220701172155,20220701174929,3
58,ME183152,01,ME,20220701174910,20220701160928,20220701162944,,3
59,ME183182,01,ME,20800927030732,20210826130041,20210826134352,,5
60,ME183187,02,ME,20800904145416,20210814161840,20210814164059,,5
61,ME183188,01,ME,20220701174728,20220701171843,20220701174727,,2
62,ME183189,52,ME,20220701174732,20220701082805,20220701085939,20220701174731,3
63,ME183199,01,ME,20220701174623,20220701165107,20220701173410,20220701174622,3
64,ME183208,01,ME,20220701174810,20220701004417,20220701011624,20220701014148,9
65,ME183211,52,ME,20220701174628,20220701170157,20220701174625,,2
66,ME184002,01,ME,20220701174738,20220701171034,20220701174704,,2
67,ME184007,01,ME,20220701174611,20220701164500,20220701172135,20220701174610,3
68,ME184014,01,ME,20220701174609,20220701173135,20220701173701,20220701174609,3
69,ME184025,01,ME,20220701174712,20220701162520,20220701164554,20220701174711,3
70,ME184037,01,ME,20220701174740,20220701103220,20220701111540,,2
71,ME184073,01,ME,20220701174940,20220701171553,20220701174939,,2
72,ME184126,02,ME,20220701174829,20220701150134,20220701154755,20220701174828,3
73,ME184139,01,ME,20220701174629,20220701170743,20220701174649,,2
74,ME184146,01,ME,20220701174713,20220701165946,20220701174212,20220701174711,3
75,ME18A001,02,ME,20220701174629,20220701172934,20220701174628,,2
