,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000198,01,ME,20220701184714,20220701180630,20220701184709,,2
1,ME000207,01,ME,20220701184437,20220701182056,20220701184423,,2
2,ME000214,01,ME,20220701184528,20220701180838,20220701184512,,2
3,ME000223,01,ME,20220701184810,20220701173735,20220701181338,,9
4,ME000225,01,ME,20220701184750,20220701173821,20220701181725,,9
5,ME000226,01,ME,20220701184707,20220701181752,20220701184639,,2
6,ME000251,01,ME,20220701184810,20220630145018,20220630151554,,9
7,ME000284,01,ME,20220701184442,20220701180426,20220701184432,,2
8,ME000360,01,ME,20220701184501,20220701181652,20220701184056,,2
9,ME000376,01,ME,20220701184628,20220701182711,20220701184620,,2
10,ME000433,01,ME,20220701184734,20220701173107,20220701174705,20220701184716,3
11,ME174013,01,ME,20220701184417,20220701152027,20220701160143,20220701184416,3
12,ME174028,03,ME,20220701184519,20220701181321,20220701184518,,2
13,ME174051,01,ME,20220701184749,20220701175830,20220701183302,20220701184748,3
14,ME174072,01,ME,20220701184620,20220701175312,20220701182231,20220701184619,3
15,ME174099,01,ME,20220701184702,20220701182304,20220701184527,20220701184701,3
16,ME174100,01,ME,20220701184731,20220629153239,20220629153504,20220701184730,3
17,ME174110,01,ME,20220701184803,20220701184103,20220701184603,20220701184802,3
18,ME174112,01,ME,20220701184640,20220701181225,20220701184610,,2
19,ME178002,02,ME,20220701184511,20220701174601,20220701182906,20220701184511,3
20,ME178007,02,ME,20220701184520,20220701182519,20220701184520,,2
21,ME178009,01,ME,20220701184739,20220701183424,20220701184738,,2
22,ME178035,01,ME,20800606031022,20210826144033,20210826152638,,5
23,ME178035,02,ME,20220701184649,20220701183618,20220701184649,,2
24,ME178039,02,ME,20220701184745,20220701173602,20220701174517,20220701184744,3
25,ME178046,01,ME,20220701184421,20220701174045,20220701175854,,3
26,ME178049,01,ME,20220701184808,20220701181707,20220701184808,,2
27,ME178055,01,ME,20220701184617,20220701165948,20220701174218,20220701184616,3
28,ME178056,01,ME,20220701184606,20220701173432,20220701182038,,2
29,ME178065,01,ME,20220701184510,20220701173134,20220701175434,20220701184509,3
30,ME178066,01,ME,20220701184542,20220701183529,20220701184541,,2
31,ME178069,01,ME,20220701184546,20220701171709,20220701180011,20220701184545,3
32,ME178071,02,ME,20220701184524,20220701181814,20220701184523,,2
33,ME178089,01,ME,20220701184511,20220701182008,20220701184509,,2
34,ME178112,01,ME,20220701184620,20220701173414,20220701180724,20220701184620,3
35,ME178127,01,ME,20220701184658,20220701181223,20220701184251,20220701184656,3
36,ME178138,01,ME,20220701184409,20220701180358,20220701184408,,2
37,ME178142,01,ME,20800925144207,20210805151802,20210805152907,,5
38,ME178154,02,ME,20220701184705,20220701182553,20220701184703,,2
39,ME178155,01,ME,20220701184536,20220701180417,20220701183641,,3
40,ME181108,01,ME,20220701184529,20220701171302,20220701175501,,2
41,ME181423,01,ME,20220701184524,20220701182112,20220701184523,,2
42,ME181435,01,ME,20220701184411,20220701175020,20220701182544,20220701184411,3
43,ME183002,01,ME,20220701184628,20220701180443,20220701184501,20220701184628,3
44,ME183004,01,ME,20220701184723,20220701180349,20220701184653,,2
45,ME183035,01,ME,20220701184413,20220701164445,20220701172454,20220701184412,3
46,ME183118,02,ME,20220701184448,20220701180344,20220701184447,,2
47,ME183140,01,ME,20220701184750,20220701151934,20220701154310,20220701184749,3
