,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000096,01,ME,20220701183305,20220701181322,20220701183251,,2
1,ME000172,01,ME,20220701183008,20220701174918,20220701175926,,2
2,ME000175,01,ME,20220701183236,20220701174144,20220701181702,20220701183105,3
3,ME000291,01,ME,20220701183304,20220701175726,20220701181000,20220701183131,3
4,ME000361,01,ME,20220701183310,00000000000000,20220701085503,20220701170735,9
5,ME000387,01,ME,20220701183027,20220701172021,20220701174653,20220701182943,3
6,ME174017,01,ME,20220701183333,20220701175014,20220701183332,,2
7,ME174020,01,ME,20220701183354,20220701172055,20220701180118,,2
8,ME174028,01,ME,20220701183351,20220701180705,20220701183351,,2
9,ME174030,01,ME,20220701183335,20220701174550,20220701182909,20220701183335,3
10,ME174041,01,ME,20220701183222,20220701182233,20220701183221,,2
11,ME174041,02,ME,20220701183022,20220701180435,20220701182502,,2
12,ME174050,03,ME,20220701183316,20220701175144,20220701183242,,2
13,ME174051,01,ME,20220701183145,20220701170530,20220701174847,,2
14,ME174057,01,ME,20220701183216,20220701182501,20220701183215,,2
15,ME174073,01,ME,20220701183036,20220701172741,20220701173828,20220701183035,3
16,ME174075,01,ME,20220701183315,20220701174923,20220701183242,,2
17,ME174095,01,ME,20220701183226,20220701175953,20220701183225,,2
18,ME174114,01,ME,20220701183201,20220701181251,20220701183200,,2
19,ME174121,01,ME,20220701183126,20220701165859,20220701174217,,2
20,ME174137,01,ME,20220701183113,20220701171239,20220701174633,20220701183112,3
21,ME174144,01,ME,20220701183102,20220701174148,20220701182318,20220701183101,3
22,ME178009,01,ME,20220701183150,20220701180134,20220701183149,,2
23,ME178012,02,ME,20220701183002,20220701150444,20220701155050,20220701183001,3
24,ME178019,02,ME,20220701183312,20220701174620,20220701180735,20220701183311,3
25,ME178020,01,ME,20220701183255,20220701180944,20220701183238,,2
26,ME178031,02,ME,20220701183334,20220701054135,20220701055726,,2
27,ME178035,01,ME,20800606031022,20210826144033,20210826152638,,5
28,ME178045,02,ME,20220701183133,20220701173236,20220701181843,20220701183132,3
29,ME178054,01,ME,20220701183222,20220701170807,20220701173111,,2
30,ME178057,01,ME,20220701183151,20220701154216,20220701155956,20220701183150,3
31,ME178058,01,ME,20220701183228,20220701174912,20220701183228,,2
32,ME178061,01,ME,20220701183032,20220701175541,20220701181306,20220701183031,3
33,ME178064,01,ME,20220701183254,20220701171302,20220701174728,,2
34,ME178066,01,ME,20220701183300,20220701180029,20220701183259,,2
35,ME178074,01,ME,20220701183155,20220701182401,20220701183154,,2
36,ME178077,01,ME,20220701183316,20220701174105,20220701182112,20220701183315,3
37,ME178080,02,ME,20220701183311,20220701175328,20220701182659,20220701183310,3
38,ME178100,01,ME,20220701183036,20220701162836,20220701165511,,2
39,ME178109,01,ME,20220701183342,20220701164433,20220701171005,,2
40,ME178120,02,ME,20220701183222,20220701181437,20220701183221,,2
41,ME178125,01,ME,20220701183201,20220701175206,20220701183131,,2
42,ME178129,02,ME,20220701183023,20220701104449,20220701104744,20220701183022,3
43,ME178131,01,ME,20220701183037,20220701125331,20220701133636,,2
44,ME178139,01,ME,20220701183325,20220701174728,20220701183033,20220701183324,3
45,ME178142,01,ME,20800925144207,20210805151802,20210805152907,,5
46,ME178144,03,ME,20220701183324,20220701174922,20220701183347,,2
47,ME181305,01,ME,20220701183236,20220701175145,20220701183234,,2
48,ME181402,01,ME,20220701183104,20220701181431,20220701183033,,2
49,ME183024,01,ME,20220701183100,20220701162640,20220701164201,20220701183059,3
50,ME183042,01,ME,20220701183403,20220628142126,20220628150152,20220701183402,3
51,ME183110,02,ME,20220701183407,20220701170749,20220701175053,20220701183407,3
52,ME183126,52,ME,20220701183345,20220701182311,20220701183344,,2
53,ME183130,01,ME,20220701183000,20220701180831,20220701182958,,2
54,ME183150,01,ME,20220701183110,20220701132244,20220701135835,20220701183109,3
55,ME183157,01,ME,20220701183303,20220701151722,20220701153052,20220701183302,3
56,ME183182,01,ME,20800927030732,20210826130041,20210826134352,,5
57,ME183186,52,ME,20220701183122,20220701165119,20220701172225,20220701183121,3
58,ME183187,02,ME,20800904145416,20210814161840,20210814164059,,5
59,ME183189,52,ME,20220701183038,20220701181552,20220701183036,,2
60,ME183190,52,ME,20220701183347,20220701175433,20220701183042,20220701183346,3
61,ME183195,01,ME,20220701183210,20220701172804,20220701173905,20220701183209,3
62,ME183199,01,ME,20220701183133,20220701174622,20220701180317,20220701183132,3
63,ME183209,01,ME,20220701183209,20220701173917,20220701182008,,2
64,ME183210,02,ME,20220701183154,20220701164219,20220701170612,,2
65,ME183211,52,ME,20220701183227,20220701180021,20220701183224,,2
66,ME184025,01,ME,20220701183109,20220701162520,20220701164554,,2
67,ME184027,01,ME,20220701183327,20220701180942,20220701183326,,2
68,ME184041,01,ME,20220701183334,20220630172949,20220630180510,20220701183333,3
69,ME184047,01,ME,20220701183248,20220701180612,20220701183247,,2
70,ME184053,01,ME,20220701183254,20220701144511,20220701151447,,2
71,ME184058,01,ME,20220701183002,20220701180350,20220701182756,20220701183001,3
72,ME184085,01,ME,20220701183227,20220701181751,20220701183226,,2
73,ME184090,01,ME,20220701183027,20220629095329,20220629103815,,2
74,ME184126,02,ME,20220701183129,20220701174828,20220701183147,,2
75,ME187009,01,ME,20220701183037,20220701154304,20220701162119,20220701183036,3
76,ME18A001,05,ME,20220701183057,20220701180644,20220701183053,,2
77,ME18A153,01,ME,20220701183319,20220701153907,20220701160337,20220701183319,3
78,ME18A166,01,ME,20220701183135,20220701145617,20220701153726,,2
79,ME18A168,01,ME,20220701183230,20220701130754,20220701131919,20220701183230,3
80,ME18A186,01,ME,20220701183257,20220701181756,20220701183156,20220701183257,3
81,ME18A189,01,ME,20220701183357,20220630205652,20220630211113,20220701183356,3
82,ME18A192,01,ME,20220701183335,20220701181749,20220701183335,,2
83,ME18A223,12,ME,20220701183142,20220701132817,20220701135824,20220701183141,3
84,ME18A227,12,ME,20220701183143,20220701162856,20220701163800,20220701183143,3
85,ME18A228,11,ME,20220701183234,20220701175737,20220701183233,,2
86,ME18A234,12,ME,20220701183340,20220701131228,20220701132306,20220701183339,3
87,ME18A238,12,ME,20220701183314,20220701172059,20220701180400,,2
88,ME18A253,11,ME,20220701183210,20220701174655,20220701182946,,3
89,ME18A282,11,ME,20220701183041,20220701171711,20220701175127,20220701183041,3
90,ME18A293,11,ME,20220701183230,20220701140723,20220701144941,20220701183229,3
91,ME18A293,12,ME,20220701183023,20220701144412,20220701145716,,2
92,ME18A296,11,ME,20220701183334,20220630222502,20220630225452,20220701183334,3
93,ME18A298,12,ME,20220701183244,20220701181850,20220701183243,,2
94,ME18B126,01,ME,20220701183130,20220701160604,20220701162049,20220701183129,3
95,ME18B148,01,ME,20220701183010,20220701173607,20220701175501,,2
96,ME18B164,01,ME,20220701183056,20220701172645,20220701180411,20220701183055,3
97,ME18B192,01,ME,20220701183107,20220701182547,20220701183106,,2
98,ME18B220,11,ME,20220701183114,20220701154724,20220701162529,20220701183114,3
99,ME18B242,01,ME,20220701183349,20220701183152,20220701183317,20220701183347,3
100,ME18B245,01,ME,20220701183026,20220701175015,20220701183025,,2
101,ME18B287,11,ME,20220701183212,20220701141050,20220701142717,20220701183211,3
102,ME18B299,11,ME,20220701183206,20220701170453,20220701174757,20220701183205,3
103,ME18B602,11,ME,20800930110802,20210826135600,20210826135807,,4
104,ME18B602,12,ME,20800930110803,20210826155948,20210826164121,20210826164344,4
105,ME18C115,01,ME,20220701183322,20220701180131,20220701180827,20220701183322,3
106,ME18C127,01,ME,20220701183048,20220701125337,20220701133426,20220701183046,3
107,ME18C136,01,ME,20220701183156,20220701180006,20220701183155,,2
108,ME18C151,01,ME,20220701183304,20220701174243,20220701182548,20220701183304,3
109,ME18C152,01,ME,20220701183136,20220701181823,20220701183134,,2
110,ME18C158,01,ME,20220701183209,20220701163114,20220701163238,,2
111,ME18C169,01,ME,20220701183317,20220701182730,20220701183050,20220701183316,3
112,ME18C190,01,ME,20220701183341,20220701173609,20220701181110,20220701183340,3
113,ME18C192,01,ME,20220701183213,20220626175514,20220626180308,20220701183212,3
114,ME18C236,12,ME,20220701183217,20220701174439,20220701175723,20220701183216,3
115,ME18C252,12,ME,20220701183049,20220701180210,20220701183023,20220701183048,3
116,ME18C254,12,ME,20220701183024,20220701174733,20220701183022,,2
117,ME18C306,11,ME,20220701183033,20220701165909,20220701173005,20220701183032,3
118,ME18C403,12,ME,20220701183336,20220630201353,20220630203747,20220701183335,3
119,ME18C501,01,ME,20220701183133,20220701180337,20220701182723,20220701183132,3
120,ME18C511,01,ME,20220701183029,20220701181842,20220701183028,,2
121,ME18C516,01,ME,20220701183256,20220701181735,20220701183255,,2
122,ME190405,01,ME,20220701183048,20220701181707,20220701183047,,2
