,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000172,01,,20220701182850,20220701174918,20220701175926,,9
1,ME000211,01,,20220701182827,20220701174747,20220701182813,,2
2,ME000241,01,,20220701182601,20220701175329,20220701182346,20220701182547,3
3,ME000364,01,,20220701182910,20220630082604,20220630085604,20220701114843,3
4,ME000376,01,,20220701182717,20220701174502,20220701182541,20220701182711,3
5,ME000418,01,,20220701182532,20220701181025,20220701182531,,2
6,ME174055,01,,20220701182651,20220701174331,20220701182650,,2
7,ME174057,01,,20220701182501,20220701174108,20220701175706,20220701182501,3
8,ME174063,01,,20220701182620,20220701180455,20220701182620,,2
9,ME174089,01,,20220701182738,20220701154757,20220701161727,,3
10,ME174120,01,,20220701182621,20220701170007,20220701174023,20220701182620,3
11,ME174145,01,,20220701182750,20220701143826,20220701151732,20220701182749,3
12,ME174153,01,,20220701182801,20220701174151,20220701182152,20220701182738,3
13,ME178002,02,,20220701182648,20220701164051,20220701165437,,2
14,ME178007,02,,20220701182520,20220701174121,20220701182157,20220701182519,3
15,ME178011,01,,20220701182835,20220701174035,20220701182339,,3
16,ME178011,03,,20220701182645,20220701173125,20220701181729,,3
17,ME178018,01,,20220701182506,20220701174025,20220701182406,20220701182505,3
18,ME178028,01,,20220701182558,20220701164220,20220701165146,20220701182557,3
19,ME178035,01,,20800606031022,20210826144033,20210826152638,,5
20,ME178038,01,,20220701182558,20220701165844,20220701173642,,2
21,ME178045,01,,20220701182733,20220701175812,20220701182122,,2
22,ME178056,01,,20220701182633,20220701173432,20220701182038,20220701182632,3
23,ME178059,01,,20220701182724,20220701170015,20220701172855,,2
24,ME178080,02,,20220701182659,20220701175328,20220701182659,,2
25,ME178092,02,,20220701182701,20220701171612,20220701175027,20220701182700,3
26,ME178101,02,,20220701182806,20220701173412,20220701182017,20220701182805,3
27,ME178102,01,,20220701182905,20220701155159,20220701163249,20220701182904,3
28,ME178108,01,,20220701182615,20220701175818,20220701180902,,2
29,ME178112,03,,20220701182629,20220701175912,20220701182557,,2
30,ME178120,01,,20220701182607,20220701174141,20220701182258,,3
31,ME178124,02,,20220701182820,20220701174753,20220701182819,,2
32,ME178126,01,,20220701182826,20220701170932,20220701172431,20220701182825,3
33,ME178142,01,,20800925144207,20210805151802,20210805152907,,5
34,ME178144,01,,20220701182619,20220701174608,20220701182618,,2
35,ME178154,02,,20220701182555,20220701181637,20220701182239,20220701182553,3
36,ME181222,01,,20220701182804,20220701171140,20220701175504,20220701182802,3
37,ME181227,02,,20220701182514,20220701174230,20220701182550,,2
38,ME181439,01,,20220701182704,20220701161306,20220701165021,20220701182704,3
39,ME181440,02,,20220701182859,20220701174519,20220701182840,,2
40,ME181534,02,,20220701182836,20220701152648,20220701161309,20220701182835,3
41,ME183048,01,,20220701182824,20220701180937,20220701182823,,2
42,ME183073,01,,20220701182832,20220701180645,20220701182831,,2
43,ME183133,02,,20220701182534,20220701125027,20220701130159,20220701182534,3
44,ME183156,52,,20220701182542,20220701153724,20220701155210,20220701182541,3
45,ME183168,52,,20220701182651,20220701113459,20220701120853,20220701182650,3
46,ME183173,01,,20220701182635,20220701174416,20220701182533,20220701182634,3
47,ME183182,01,,20800927030732,20210826130041,20210826134352,,5
48,ME183183,52,,20220701182508,20220701170248,20220701172822,20220701182507,3
49,ME183187,02,,20800904145416,20210814161840,20210814164059,,5
50,ME183217,01,,20220701182527,20220701171503,20220701172530,,2
51,ME184033,01,,20220701182838,20220701180755,20220701182837,,2
52,ME184058,01,,20220701182736,20220701180350,20220701182756,,2
53,ME184066,01,,20220701182631,20220701155529,20220701163719,20220701182629,3
54,ME184075,01,,20220701182707,20220701161019,20220701164843,,2
55,ME184131,01,,20220701182750,20220701133643,20220701141232,20220701182704,3
56,ME184141,01,,20220701182707,20220701174346,20220701182706,,2
57,ME184142,01,,20220701182733,20220701151827,20220701155722,20220701182733,3
58,ME187003,01,,20220701182744,20220701175404,20220701182413,20220701182743,3
59,ME188011,01,,20220701182837,20220701174456,20220701182836,,2
60,ME18A179,01,,20220701182851,20220701162637,20220701170955,,2
61,ME18A209,11,,20220701182903,20220701182331,20220701182902,,2
62,ME18A217,11,,20220701182529,20220701174238,20220701182543,,2
63,ME18A221,12,,20220701182618,20220701174314,20220701182617,,2
64,ME18A238,12,,20220701182814,20220701172059,20220701180400,,2
65,ME18A296,12,,20220701182624,20220701173928,20220701180745,20220701182621,3
66,ME18A402,11,,20220701182713,20220701162433,20220701163854,20220701182712,3
67,ME18A501,01,,20220701182636,20220701175810,20220701182635,,2
68,ME18A505,01,,20220701182837,20220701175850,20220701182836,,2
69,ME18A508,01,,20220701182819,20220701180724,20220701182818,,2
70,ME18B111,01,,20220701182826,20220701174806,20220701182825,,2
71,ME18B121,01,,20220701182555,20220701175924,20220701182339,20220701182555,3
72,ME18B130,01,,20220701182728,20220701171352,20220701173023,,3
73,ME18B131,01,,20220701182851,20220701174925,20220701181925,20220701182850,3
74,ME18B148,01,,20220701182528,20220701173607,20220701175501,20220701182527,3
75,ME18B153,01,,20220701182514,20220701181828,20220701182514,,2
