,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000117,01,ME,20220701180917,20220701174523,20220701180912,,2
1,ME000180,01,ME,20220701181134,20220701164737,20220701172817,20220701181129,3
2,ME000207,01,ME,20220701181047,00000000000000,20220701180438,20220701180856,3
3,ME000275,01,ME,20220701181310,20220630200951,20220630203125,20220701145133,9
4,ME000276,01,ME,20220701181238,20220701180027,20220701181224,,2
5,ME000291,01,ME,20220701181010,20220701175726,20220701181000,,2
6,ME000360,01,ME,20220701181301,20220701173323,20220701180856,,9
7,ME000418,01,ME,20220701181029,20220701163442,20220701170910,20220701181025,3
8,ME000430,01,ME,20220701181136,20220701173504,20220701181126,,2
9,ME174006,01,ME,20220701181016,20220701070307,20220701074914,,3
10,ME174007,01,ME,20220701181216,20220701172823,20220701181142,,2
11,ME174020,02,ME,20220701181234,20220701172806,20220701180831,20220701181234,3
12,ME174028,02,ME,20220701181109,20220701174253,20220701181036,,2
13,ME174044,01,ME,20220701181154,20220701165024,20220701173101,20220701181153,3
14,ME174049,01,ME,20220701180900,20220701152032,20220701160350,20220701180859,3
15,ME174078,01,ME,20220701180957,20220701172638,20220701180956,,2
16,ME174081,03,ME,20220701181022,20220701103510,20220701111616,20220701181021,3
17,ME174112,01,ME,20220701181226,20220701174910,20220701180952,20220701181225,3
18,ME174113,01,ME,20220701180956,20220701175523,20220701180437,,3
19,ME174114,01,ME,20220701181252,20220701173540,20220701181011,20220701181251,3
20,ME174123,01,ME,20220701180924,20220701172605,20220701180925,,2
21,ME174142,01,ME,20220701181031,20220701153035,20220701154824,20220701181030,3
22,ME178003,02,ME,20220701181148,20220701174804,20220701181147,,2
23,ME178010,02,ME,20220701181222,20220701180010,20220701181221,,2
24,ME178011,03,ME,20220701181142,20220701171752,20220701172744,,2
25,ME178015,01,ME,20220701181309,20220701173240,20220701181308,,2
26,ME178017,02,ME,20220701180910,20220701164423,20220701170407,20220701180910,3
27,ME178020,01,ME,20220701180945,20220701170908,20220701175210,20220701180944,3
28,ME178025,02,ME,20220701181006,20220701172701,20220701181005,,2
29,ME178029,02,ME,20220701181108,20220701172906,20220701181034,,2
30,ME178035,01,ME,20800606031022,20210826144033,20210826152638,,5
31,ME178040,01,ME,20220701181123,20220701174127,20220701175741,20220701181122,3
32,ME178041,01,ME,20220701181238,20220701173507,20220701181237,,2
33,ME178045,02,ME,20220701181250,20220701164621,20220701172724,,2
34,ME178050,02,ME,20220701181034,20220701180233,20220701181033,,2
35,ME178053,01,ME,20220701180936,20220701165653,20220701172702,20220701180936,3
36,ME178061,01,ME,20220701181307,20220701175541,20220701181306,,2
37,ME178071,01,ME,20220701180959,20220701174942,20220701175839,20220701180958,3
38,ME178074,01,ME,20220701181034,20220701162721,20220701165222,,2
39,ME178093,02,ME,20220701180919,20220701162803,20220701171409,,2
40,ME178100,01,ME,20220701181032,20220701162836,20220701165511,,3
41,ME178102,02,ME,20220701181038,20220701161933,20220701164634,,2
42,ME178104,01,ME,20220701181039,20220701173032,20220701181038,,2
43,ME178108,01,ME,20220701181013,20220701175818,20220701180902,,3
44,ME178113,02,ME,20220701181208,20220701175808,20220701181208,,2
45,ME178116,01,ME,20220701181059,20220701165811,20220701174113,20220701181058,3
46,ME178122,01,ME,20220701181111,20220701174813,20220701175941,20220701181110,3
47,ME178127,01,ME,20220701181224,20220701154435,20220701163039,20220701181223,3
48,ME178142,01,ME,20800925144207,20210805151802,20210805152907,,5
49,ME178144,04,ME,20220701181202,20220701173646,20220701181201,,2
50,ME178145,02,ME,20220701181258,20220701173046,20220701174222,20220701181257,3
51,ME178145,04,ME,20220701180926,20220701165022,20220701173028,20220701180926,3
52,ME178158,01,ME,20220701181121,20220701171454,20220701175756,20220701181120,3
53,ME181219,01,ME,20220701181225,20220701162052,20220701164224,20220701181224,3
54,ME181223,01,ME,20220701181256,20220701154709,20220701162418,,3
55,ME181224,01,ME,20220701181053,20220701172703,20220701181023,,2
56,ME181225,01,ME,20220701180922,20220701161355,20220701165715,,2
57,ME181317,01,ME,20220701181025,20220701180653,20220701181024,,2
58,ME181416,02,ME,20220701181221,20220701172452,20220701180810,20220701181220,3
59,ME181440,01,ME,20220701180947,20220701173650,20220701180946,,2
60,ME181536,01,ME,20220701181141,20220701165931,20220701174102,20220701181140,3
61,ME181546,01,ME,20220701181246,20220701093655,20220701094640,20220701181245,3
62,ME183046,01,ME,20220701181118,20220701164533,20220701172458,20220701181116,3
63,ME183048,01,ME,20220701180938,20220701172849,20220701180902,20220701180937,3
64,ME183120,02,ME,20220701181059,20220701173624,20220701181058,,2
65,ME183122,02,ME,20220701181147,20220701175003,20220701181058,20220701181146,3
66,ME183124,01,ME,20220701181249,20220701173242,20220701181247,,2
67,ME183142,52,ME,20220701181132,20220701174929,20220701181131,,2
68,ME183182,01,ME,20800927030732,20210826130041,20210826134352,,5
69,ME183187,02,ME,20800904145416,20210814161840,20210814164059,,5
70,ME183214,52,ME,20220701181234,20220701175243,20220701181018,20220701181233,3
71,ME183216,02,ME,20220701181156,20220701175429,20220701175548,20220701181155,3
72,ME183216,52,ME,20220701181258,20220701175621,20220701180858,20220701181257,3
73,ME184013,01,ME,20220701181020,20220701152929,20220701161550,20220701181019,3
74,ME184027,01,ME,20220701180942,20220701161414,20220701163339,20220701180942,3
75,ME184055,01,ME,20220701181135,20220701164906,20220701172950,,2
76,ME184076,01,ME,20220701181039,20220701165312,20220701173518,,2
77,ME184087,01,ME,20220701180936,20220701143607,20220701150407,,3
78,ME184138,01,ME,20220701181308,20220701173211,20220701181306,,2
79,ME18A114,01,ME,20220701181004,20220701172644,20220701180950,,2
80,ME18A179,01,ME,20220701181008,20220701162637,20220701170955,20220701181007,3
81,ME18A181,01,ME,20220701181104,20220701172808,20220701181103,,2
82,ME18A187,01,ME,20220701180959,20220701171021,20220701175032,20220701180958,3
83,ME18A238,12,ME,20220701181146,20220701172059,20220701180400,20220701181145,3
84,ME18A293,12,ME,20220701181303,20220701144412,20220701145716,20220701181302,3
85,ME18A298,12,ME,20220701180927,20220701164540,20220701172818,,2
86,ME18A309,01,ME,20220701180901,20220701170619,20220701174921,20220701180901,3
87,ME18A309,12,ME,20220701181144,20220701175050,20220701181142,,2
88,ME18A405,01,ME,20220701181111,20220701170943,20220701175552,20220701181110,3
89,ME18A510,01,ME,20220701180922,20220701173454,20220701175956,20220701180921,3
90,ME18B105,01,ME,20220701181133,20220701155647,20220701163302,20220701181132,3
91,ME18B152,01,ME,20220701181238,20220701173142,20220701181201,20220701181236,3
92,ME18B154,01,ME,20220701181304,20220701154153,20220701154809,20220701181303,3
93,ME18B189,01,ME,20220701181022,20220701172031,20220701180041,,3
94,ME18B190,01,ME,20220701181309,20220701173251,20220701180237,,2
95,ME18B191,01,ME,20220701181240,20220701165029,20220701173554,20220701181239,3
96,ME18B199,01,ME,20220701180946,20220701153931,20220701161951,20220701180945,3
97,ME18B246,12,ME,20220701180902,20220701180418,20220701180900,,2
98,ME18B279,12,ME,20220701181236,20220701175809,20220701180840,20220701181235,3
99,ME18B287,12,ME,20220701181039,20220701101716,20220701102525,,2
100,ME18B292,11,ME,20220701181137,20220701164944,20220701172847,20220701181136,3
101,ME18B303,01,ME,20220701180931,20220701172601,20220701174025,20220701180930,3
102,ME18B303,11,ME,20220701181207,20220701180619,20220701181205,,2
103,ME18B409,02,ME,20220701181300,20220701172944,20220701180949,20220701181300,3
104,ME18B602,11,ME,20800930110802,20210826135600,20210826135807,,4
105,ME18B602,12,ME,20800930110803,20210826155948,20210826164121,20210826164344,4
106,ME18C152,01,ME,20220701181257,20220701155219,20220701163551,,2
107,ME18C169,01,ME,20220701180928,20220701130931,20220701132906,,3
108,ME18C173,01,ME,20220701181310,20220701105736,20220701112740,20220701172154,9
109,ME18C183,01,ME,20220701181247,20220701173441,20220701181246,,2
110,ME18C187,01,ME,20220701181025,20220701180604,20220701181025,,2
111,ME18C188,01,ME,20220701181045,20220701155723,20220701163109,20220701181044,3
112,ME18C190,01,ME,20220701181111,20220701173609,20220701181110,,2
113,ME18C217,11,ME,20220701181150,20220701174039,20220701181149,,2
114,ME18C256,11,ME,20220701181042,20220701160621,20220701163130,20220701181041,3
115,ME18C289,11,ME,20220701180945,20220701164255,20220701171213,,2
116,ME18C302,11,ME,20220701181153,20220630172307,20220630174139,20220701181152,3
117,ME18C308,01,ME,20220701181250,20220701164824,20220701171834,20220701181249,3
118,ME18C406,12,ME,20220701181008,20220701172705,20220701181007,,2
119,ME18C506,01,ME,20220701181010,20220701175534,20220701181009,,2
120,ME190414,01,ME,20220701181150,20220701180428,20220701181148,,2
121,ME190416,01,ME,20220701180906,20220701154406,20220701162140,20220701180905,3
122,ME190428,01,ME,20220701180937,20220701174036,20220701174901,20220701180936,3
123,ME195006,01,ME,20220701181214,20220701155746,20220701163821,,2
124,ME195011,06,ME,20220701181148,20220701173137,20220701181147,,2
125,ME19A103,01,ME,20220701181253,20220701060339,20220701062249,20220701181253,3
126,ME19A111,01,ME,20220701181224,20220701170929,20220701174833,20220701181224,3
127,ME19A131,01,ME,20220701181049,20220701180828,20220701180944,20220701181049,3
128,ME19A161,01,ME,20220701181107,20220701170534,20220701174314,,2
129,ME19A208,22,ME,20220701181000,20220701170002,20220701174008,20220701181000,3
130,ME19A214,22,ME,20220701181310,20220701143005,20220701151011,,9
131,ME19A223,21,ME,20220701180932,20220701172912,20220701180932,,2
132,ME19A231,21,ME,20220701181310,20220701154631,20220701161100,,9
133,ME19A232,21,ME,20220701181020,20220701163744,20220701164836,20220701181020,3
134,ME19A232,22,ME,20220701181113,20220701162510,20220701163646,,2
135,ME19A243,22,ME,20220701181106,20220701145945,20220701153145,20220701181106,3
136,ME19A275,21,ME,20220701181109,20220701125404,20220701132236,20220701181109,3
137,ME19A404,24,ME,20220701181310,20220701122802,20220701130808,,9
138,ME19B105,01,ME,20220701181113,20220701174500,20220701181112,,2
139,ME19B136,01,ME,20220701181024,20220701123040,20220701131215,20220701181023,3
140,ME19B146,01,ME,20220701181218,20220629090532,20220629091950,20220701181217,3
141,ME19B149,01,ME,20220701181028,20220630115209,20220630122839,20220701181028,3
142,ME19B152,01,ME,20220701181048,20220701173459,20220701180758,20220701181048,3
143,ME19B162,01,ME,20220701181106,20220630215414,20220630222506,20220701181105,3
144,ME19B205,21,ME,20220701181310,20220701170224,20220701174244,,9
145,ME19B207,21,ME,20220701181310,20220701172500,20220701174219,,9
146,ME19B211,21,ME,20220701181156,20220701171006,20220701175012,20220701181156,3
147,ME19B211,22,ME,20220701181243,20220701173237,20220701181243,,2
148,ME19B247,22,ME,20220701181310,20220701142338,20220701143918,,9
149,ME19B248,21,ME,20220701181310,20220701163144,20220701171233,,9
150,ME19B268,21,ME,20220701180938,20220701172932,20220701180938,,2
151,ME19C145,01,ME,20220701181028,20220701160137,20220701164113,,3
152,ME19C243,22,ME,20220701181210,20220701175759,20220701181210,,2
153,ME19C254,22,ME,20220701180950,20220701172844,20220701175917,20220701180950,3
154,ME19C265,22,ME,20220701181021,20220701173016,20220701181021,,2
155,ME19C281,22,ME,20220701181310,20220701172553,20220701174228,,9
156,ME19C404,22,ME,20220701181205,20220701175929,20220701181205,,2
157,ME19C405,24,ME,20220701180907,20220701131853,20220701135859,20220701180907,3
158,ME19D103,01,ME,20220701181144,20220701154929,20220701162929,20220701181144,3
159,ME19D105,91,ME,20220701180916,20220701133945,20220701141827,,9
160,ME19D106,91,ME,20220701181022,20220701180301,20220701180708,20220701181022,3
161,ME19D402,02,ME,20220701180909,20220701175001,20220701180904,,2
162,ME19D402,91,ME,20220701181116,20220701180013,20220701181116,,2
163,ME19E131,01,ME,20220701181005,20220701161133,20220701163807,20220701181005,3
164,ME19E157,01,ME,20220701181218,20220701164640,20220701172546,20220701181218,3
165,ME19F203,01,ME,20220701181310,20220701170252,20220701174258,,9
166,ME19F207,01,ME,20220701181310,20220701120212,20220701120722,,9
167,ME19F241,01,ME,20220701181042,20220701170826,20220701173042,20220701181042,3
168,ME19F301,01,ME,20220701181235,20220701174919,20220701181235,,2
169,ME19X403,45,ME,20220701181302,20220701181153,20220701181301,,2
170,ME19X410,44,ME,20220701181053,20220701175727,20220701175957,20220701181053,3
171,ME19X417,43,ME,20220701181009,20220701180445,20220701180740,20220701181009,3
172,ME19X420,42,ME,20220701180941,20220701174855,20220701180857,,2
173,ME19X420,43,ME,20220701181139,20220701174535,20220701181136,,2
174,ME19X424,45,ME,20220701181120,20220701173117,20220701181117,,2
175,ME19X430,41,ME,20220701181200,20220630174608,20220630180615,20220701181200,3
176,ME19X447,42,ME,20220701181217,20220701175341,20220701181214,,2
177,ME19X452,42,ME,20220701181303,20220701165459,20220701171946,20220701181303,3
178,ME19X454,41,ME,20220701181039,20220701160915,20220701164437,20220701181039,3
179,ME19X802,81,ME,20220701180909,20220701134819,20220701141628,20220701180909,3
180,ME19Y268,01,ME,20220701181212,20220701163706,20220701165734,20220701181212,3
181,ME20A112,01,ME,20220701181251,20220701163716,20220701171428,20220701181251,3
182,ME20A134,01,ME,20220701181253,20220701180342,20220701181252,,2
183,ME20A161,01,ME,20220701181157,20220630191132,20220630195132,,2
184,ME20A184,01,ME,20220701181102,20220701174522,20220701181051,,2
185,ME20A1a1,01,ME,20220701181033,20220701173017,20220701181017,,2
186,ME20A231,22,ME,20220701181144,20220701174710,20220701181141,,2
187,ME20A247,21,ME,20220701181115,20220701172636,20220701180636,20220701181115,3
188,ME20A277,01,ME,20220701181152,20220701174359,20220701181138,,2
189,ME20B107,01,ME,20220701181156,20220701155331,20220701163331,20220701181156,3
190,ME20B118,91,ME,20220701181249,20220701072905,20220701080905,20220701181249,3
191,ME20B142,01,ME,20220701181144,20220701133424,20220701140550,20220701181144,3
192,ME20B171,01,ME,20220701181133,20220701173116,20220701181116,,2
193,ME20B242,22,ME,20220701181116,20220701170322,20220701174322,20220701181116,3
194,ME20B286,22,ME,20220701181311,20220701093321,20220701094504,20220701181311,3
195,ME20B2a4,22,ME,20220701181053,20220701173048,20220701181048,,2
196,ME20B2a5,21,ME,20220701181125,20220701175556,20220701180838,20220701181125,3
197,ME20B2b1,21,ME,20220701181111,20220701172906,20220701180906,20220701181111,3
198,ME20C115,01,ME,20220701180954,20220701180429,20220701180949,,2
199,ME20C117,01,ME,20220701181232,20220701174649,20220701181224,,2
200,ME20C133,01,ME,20220701180934,20220701172919,20220701180919,,2
201,ME20C150,01,ME,20220701181021,20220701174309,20220701180821,20220701181021,3
202,ME20C175,91,ME,20220701181210,20220701173738,20220701181157,,2
203,ME20C192,01,ME,20220701180956,20220701180205,20220701180947,,2
204,ME20C201,21,ME,20220701181123,20220701180307,20220701181122,,2
205,ME20C231,22,ME,20220701181051,20220701170811,20220701173013,20220701181051,3
206,ME20C241,21,ME,20220701181038,20220701180120,20220701180621,20220701181038,3
207,ME20C286,22,ME,20220701181000,20220701115414,20220701123110,20220701181000,3
208,ME20C2b0,21,ME,20220701180919,20220701164355,20220701171031,20220701180919,3
209,ME20C2b0,22,ME,20220701180949,20220701180747,20220701180947,,2
210,ME20C403,22,ME,20220701181233,20220701112006,20220701120006,20220701181233,3
211,ME20C410,43,ME,20220701181138,20220701174537,20220701181134,,2
212,ME20D115,01,ME,20220701181310,20220701060549,20220701064554,,9
213,ME20D117,01,ME,20220701181301,20220701180237,20220701181301,,2
214,ME20D135,91,ME,20220701181310,20220701125831,20220701133837,,9
215,ME20D140,91,ME,20220701181310,20220701053213,20220701060143,,9
216,ME20D144,01,ME,20220701180955,20220701142143,20220701150148,20220701180955,3
217,ME20D221,02,ME,20220701180933,20220701123206,20220701131212,20220701180933,3
218,ME20D901,82,ME,20220701181155,20220701174332,20220701181155,,2
219,ME21A305,02,ME,20220701181206,20220701154951,20220701161341,,2
220,ME21B1A9,01,ME,20220701181006,20220701173147,20220701181006,,2
221,ME21B1D7,01,ME,20220701181242,20220701163715,20220701171248,20220701181241,3
222,BNIE2901,01,BN,20220701181022,,,,3
223,BT000008,01,BT,20220701181300,20220701163910,20220701181230,20220701163910,2
224,BT000050,02,BT,20220701181200,20220701172709,20220701172944,20220701172709,3
225,BT000065,11,BT,20220701180900,20220701172157,20220701180046,20220701172157,3
226,BT000065,12,BT,20220701181200,20220701164244,20220701173026,20220701181151,3
227,CU330004,01,CU,20220701181228,20220701180316,20220701180516,20220701180316,2
228,CV000007,01,CV,20220701181133,20220610090527,20220610095703,20220610090527,2
229,CV000041,01,CV,20220701181130,20220701155952,20220701164506,20220701180601,3
230,CV000045,01,CV,20220701181130,20220701162002,20220701164524,20220701162002,2
231,CV000050,02,CV,20220701181134,20220701163300,20220701171625,20220701180820,3
232,CV000054,01,CV,20220701181135,20220701173053,20220701180111,20220701180721,3
233,CV000102,01,CV,20220701181133,20220701172835,20220701171248,20220701172835,2
234,CV000114,02,CV,20220701181131,20220701081819,20220701160545,20220701180904,3
235,CV000120,01,CV,20220701181128,20220630180134,20220630211820,20220701180727,3
236,CV000121,01,CV,20220701181131,20220701163021,20220701180722,20220701163021,2
237,CV000147,02,CV,20220701181129,20220701170901,20220701180900,20220701170901,2
238,CV000151,02,CV,20220701181132,20220701170532,20220701180112,20220701170532,2
239,CV000152,01,CV,20220701181128,20220701180330,20220701180951,20220701180330,2
240,CV000182,01,CV,20220701181128,20220701171951,20220701174233,20220701171951,2
241,CV000196,01,CV,20220701181135,20220701171604,20220701181033,20220701171604,2
242,CV000249,01,CV,20220701181132,20201113103131,20201113104655,,2
243,CV000249,03,CV,20220701181132,20220701163121,20220701180122,,2
244,CV000252,01,CV,20220701181128,20220701161147,20220701181033,20220701161147,2
245,CV000279,01,CV,20220701181132,20220701162212,20220701171908,20220701180710,3
246,CV000321,02,CV,20220701181136,20220701140222,20220701150223,20220701140222,1
247,CV000331,02,CV,20220701181130,20220701155159,20220701180653,20220701155159,2
248,CV000430,01,CV,20220701181135,20220701171035,20220701180935,20220701171035,2
249,CV000484,01,CV,20220701181136,20220701172620,20220701180119,20220701172620,2
250,CV000501,01,CV,20220701181128,20220701153859,20220701163900,20220701153859,2
251,CV000509,01,CV,20220701181134,20220701161350,20220701165731,20220701180821,3
252,CV000516,02,CV,20220701181132,20220701171012,20220701180820,20220701171012,2
253,CV000538,01,CV,20220701181130,20220701164234,20220701170856,20220701180936,3
254,CV000559,02,CV,20220701181132,20220630210204,20220701083611,20220701180732,3
255,CV000564,02,CV,20220701181127,20220630180244,20220701082630,20220630180244,2
256,CV000569,04,CV,20220701181135,20220701164702,20220701165750,20220701180922,3
257,CV000651,01,CV,20220701181132,20220630220853,20220701054941,20220701181016,3
258,CV000760,03,CV,20220701181133,20220701175212,20220701181009,20220701175212,2
259,CV000780,01,CV,20220701181127,20220701174715,20220701180921,20220701174715,2
260,CV000817,01,CV,20220701181131,20220701170608,20220701180608,20220701170608,2
261,CV000825,01,CV,20220701181129,20220701155910,20220701164951,20220701181018,3
262,CV000833,01,CV,20220701181134,20220701171424,20220701181041,20220701171424,2
263,CV000842,02,CV,20220701181130,20220701173741,20220701180827,20220701173741,2
264,CV000876,01,CV,20220701181136,20220701173151,20220701180855,20220701173151,2
265,CV000883,05,CV,20220701181135,20220701173746,20220701180932,20220701173746,2
266,CV000899,01,CV,20220701181129,20220701105338,20220701112414,20220701105338,2
267,CV000911,05,CV,20220701181132,20220630005716,20220630093638,20220630005716,1
268,CV000934,03,CV,20220701181128,20220628173912,20220628183913,20220701180827,3
269,CV000934,04,CV,20220701181128,20220629075627,20220629082834,20220629075627,3
270,CV000953,01,CV,20220701181127,20220701163238,20220701180853,20220701163238,2
271,CV001016,01,CV,20220701181133,20220701170740,20220701172242,20220701170740,1
272,CV001052,01,CV,20220701181136,20220701165805,20220701175806,20220701165805,2
273,CV001055,01,CV,20220701181135,20220629200345,20220629204530,20220701181028,3
274,CV001055,02,CV,20220701181135,20220701145717,20220701155717,20220701145717,3
275,CV001067,01,CV,20220701181133,20220701170629,20220701180631,20220701170629,2
276,CV001082,03,CV,20220701181128,20220701153902,20220701172600,20220701153902,1
277,CV001090,02,CV,20220701181134,20220629191213,20220630050158,20220629191213,1
278,CV001148,01,CV,20220701181129,20220701153233,20220701161712,20220701153233,2
279,CV001148,02,CV,20220701181129,20220701172933,20220701175449,20220701092446,2
