,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000172,01,ME,20220701183008,20220701174918,20220701175926,,2
1,ME000211,01,ME,20220701182827,20220701174747,20220701182813,,2
2,ME000241,01,ME,20220701182601,20220701175329,20220701182346,20220701182547,3
3,ME000364,01,ME,20220701182910,20220630082604,20220630085604,20220701114843,3
4,ME000376,01,ME,20220701182717,20220701174502,20220701182541,20220701182711,3
5,ME174030,01,ME,20220701182938,20220701174550,20220701182909,,2
6,ME174055,01,ME,20220701182651,20220701174331,20220701182650,,2
7,ME174063,01,ME,20220701182620,20220701180455,20220701182620,,2
8,ME174089,01,ME,20220701182738,20220701154757,20220701161727,,3
9,ME174120,01,ME,20220701182621,20220701170007,20220701174023,20220701182620,3
10,ME174145,01,ME,20220701182750,20220701143826,20220701151732,20220701182749,3
11,ME174153,01,ME,20220701182801,20220701174151,20220701182152,20220701182738,3
12,ME174158,01,ME,20220701182956,20220701164130,20220701171804,20220701182955,3
13,ME178002,02,ME,20220701182648,20220701164051,20220701165437,,2
14,ME178011,01,ME,20220701182835,20220701174035,20220701182339,,3
15,ME178011,03,ME,20220701182645,20220701173125,20220701181729,,3
16,ME178012,02,ME,20220701183002,20220701150444,20220701155050,20220701183001,3
17,ME178035,01,ME,20800606031022,20210826144033,20210826152638,,5
18,ME178045,01,ME,20220701182733,20220701175812,20220701182122,,2
19,ME178056,01,ME,20220701182633,20220701173432,20220701182038,20220701182632,3
20,ME178059,01,ME,20220701182724,20220701170015,20220701172855,,2
21,ME178080,02,ME,20220701182659,20220701175328,20220701182659,,2
22,ME178092,02,ME,20220701182701,20220701171612,20220701175027,20220701182700,3
23,ME178101,02,ME,20220701182806,20220701173412,20220701182017,20220701182805,3
24,ME178102,01,ME,20220701182905,20220701155159,20220701163249,20220701182904,3
25,ME178108,01,ME,20220701182615,20220701175818,20220701180902,,2
26,ME178112,03,ME,20220701182629,20220701175912,20220701182557,,2
27,ME178120,01,ME,20220701182607,20220701174141,20220701182258,,3
28,ME178124,02,ME,20220701182820,20220701174753,20220701182819,,2
29,ME178126,01,ME,20220701182826,20220701170932,20220701172431,20220701182825,3
30,ME178140,01,ME,20220701182947,20220701175620,20220701182945,,2
31,ME178142,01,ME,20800925144207,20210805151802,20210805152907,,5
32,ME178144,01,ME,20220701182619,20220701174608,20220701182618,,2
33,ME178145,03,ME,20220701182927,20220701181921,20220701182925,,2
34,ME181222,01,ME,20220701182804,20220701171140,20220701175504,20220701182802,3
35,ME181224,01,ME,20220701182931,20220701172703,20220701181023,20220701182930,3
36,ME181439,01,ME,20220701182704,20220701161306,20220701165021,20220701182704,3
37,ME181440,02,ME,20220701182859,20220701174519,20220701182840,,2
38,ME181534,02,ME,20220701182836,20220701152648,20220701161309,20220701182835,3
39,ME183006,01,ME,20220701182929,20220701171725,20220701174309,,2
40,ME183048,01,ME,20220701182824,20220701180937,20220701182823,,2
41,ME183073,01,ME,20220701182832,20220701180645,20220701182831,,2
42,ME183105,02,ME,20220701182917,20220701124900,20220701131409,,2
43,ME183122,02,ME,20220701182931,20220701181146,20220701182930,,2
44,ME183130,01,ME,20220701183000,20220701180831,20220701182958,,2
45,ME183140,52,ME,20220701182925,20220701152121,20220701153031,20220701182924,3
46,ME183168,52,ME,20220701182651,20220701113459,20220701120853,20220701182650,3
47,ME183173,01,ME,20220701182635,20220701174416,20220701182533,20220701182634,3
48,ME183179,52,ME,20220701182916,20220701140648,20220701143104,20220701182916,3
49,ME183182,01,ME,20800927030732,20210826130041,20210826134352,,5
50,ME183187,02,ME,20800904145416,20210814161840,20210814164059,,5
51,ME184014,01,ME,20220701182922,20220701173135,20220701173701,,2
52,ME184033,01,ME,20220701182838,20220701180755,20220701182837,,2
53,ME184058,01,ME,20220701183002,20220701180350,20220701182756,20220701183001,3
54,ME184066,01,ME,20220701182631,20220701155529,20220701163719,20220701182629,3
55,ME184075,01,ME,20220701182707,20220701161019,20220701164843,,2
56,ME184131,01,ME,20220701182750,20220701133643,20220701141232,20220701182704,3
57,ME184141,01,ME,20220701182707,20220701174346,20220701182706,,2
58,ME184142,01,ME,20220701182733,20220701151827,20220701155722,20220701182733,3
59,ME184147,01,ME,20220701182949,20220701180410,20220701182919,,2
60,ME187003,01,ME,20220701182744,20220701175404,20220701182413,20220701182743,3
61,ME188011,01,ME,20220701182837,20220701174456,20220701182836,,2
62,ME188013,01,ME,20220701182946,20220629223217,20220629224147,20220701182945,3
63,ME18A117,01,ME,20220701182935,20220701174934,20220701182934,,2
64,ME18A153,01,ME,20220701183008,20220701153907,20220701160337,20220701183008,3
65,ME18A179,01,ME,20220701182851,20220701162637,20220701170955,,2
66,ME18A209,11,ME,20220701182903,20220701182331,20220701182902,,2
67,ME18A221,12,ME,20220701182618,20220701174314,20220701182617,,2
68,ME18A238,12,ME,20220701182941,20220701172059,20220701180400,,3
69,ME18A253,11,ME,20220701182948,20220701174655,20220701182946,,2
70,ME18A296,12,ME,20220701182624,20220701173928,20220701180745,20220701182621,3
71,ME18A402,11,ME,20220701182713,20220701162433,20220701163854,20220701182712,3
72,ME18A501,01,ME,20220701182636,20220701175810,20220701182635,,2
73,ME18A505,01,ME,20220701182837,20220701175850,20220701182836,,2
74,ME18A508,01,ME,20220701182819,20220701180724,20220701182818,,2
75,ME18B110,01,ME,20220701182919,20220701174858,20220701182919,,2
76,ME18B111,01,ME,20220701182826,20220701174806,20220701182825,,2
77,ME18B114,01,ME,20220701182956,20220701174855,20220701182921,20220701182955,3
78,ME18B130,01,ME,20220701182728,20220701171352,20220701173023,,3
79,ME18B131,01,ME,20220701182851,20220701174925,20220701181925,20220701182850,3
80,ME18B148,01,ME,20220701183010,20220701173607,20220701175501,,2
81,ME18B158,01,ME,20220701182957,20220701160944,20220701162659,20220701182955,3
82,ME18B167,01,ME,20220701182713,20220701182047,20220701182712,,2
83,ME18B173,01,ME,20220701182753,20220701145753,20220701154057,20220701182752,3
84,ME18B183,01,ME,20220701182948,20220701134130,20220701142435,20220701182947,3
85,ME18B213,12,ME,20220701182744,20220701174556,20220701182719,20220701182744,3
