,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000096,01,ME,20220701181334,20220701172727,20220701180806,20220701181322,3
1,ME000158,01,ME,20220701181403,20220701173324,20220701181338,,2
2,ME000180,01,ME,20220701181134,20220701164737,20220701172817,20220701181129,3
3,ME000207,01,ME,20220701181047,00000000000000,20220701180438,20220701180856,3
4,ME000223,01,ME,20220701181353,20220701173735,20220701181338,,2
5,ME000275,01,ME,20220701181310,20220630200951,20220630203125,20220701145133,9
6,ME000276,01,ME,20220701181238,20220701180027,20220701181224,,2
7,ME000291,01,ME,20220701181010,20220701175726,20220701181000,,2
8,ME000360,01,ME,20220701181301,20220701173323,20220701180856,,9
9,ME000418,01,ME,20220701181029,20220701163442,20220701170910,20220701181025,3
10,ME000430,01,ME,20220701181136,20220701173504,20220701181126,,2
11,ME174006,01,ME,20220701181016,20220701070307,20220701074914,,3
12,ME174007,01,ME,20220701181216,20220701172823,20220701181142,,2
13,ME174020,02,ME,20220701181234,20220701172806,20220701180831,20220701181234,3
14,ME174028,02,ME,20220701181109,20220701174253,20220701181036,,2
15,ME174028,03,ME,20220701181322,20220701172919,20220701175659,20220701181321,3
16,ME174043,01,ME,20220701181324,20220701103814,20220701110043,20220701181323,3
17,ME174044,01,ME,20220701181154,20220701165024,20220701173101,20220701181153,3
18,ME174050,04,ME,20220701181331,20220701175211,20220701181302,,2
19,ME174057,02,ME,20220701181317,20220701173540,20220701180305,20220701181316,3
20,ME174081,03,ME,20220701181022,20220701103510,20220701111616,20220701181021,3
21,ME174084,01,ME,20220701181317,20220701173010,20220701181316,,2
22,ME174112,01,ME,20220701181226,20220701174910,20220701180952,20220701181225,3
23,ME174114,01,ME,20220701181252,20220701173540,20220701181011,20220701181251,3
24,ME174142,01,ME,20220701181031,20220701153035,20220701154824,20220701181030,3
25,ME178003,02,ME,20220701181148,20220701174804,20220701181147,,2
26,ME178007,01,ME,20220701181313,20220701172421,20220701180506,20220701181312,3
27,ME178010,02,ME,20220701181222,20220701180010,20220701181221,,2
28,ME178011,03,ME,20220701181142,20220701171752,20220701172744,,2
29,ME178015,01,ME,20220701181309,20220701173240,20220701181308,,2
30,ME178025,02,ME,20220701181006,20220701172701,20220701181005,,2
31,ME178029,02,ME,20220701181108,20220701172906,20220701181034,,2
32,ME178035,01,ME,20800606031022,20210826144033,20210826152638,,5
33,ME178040,01,ME,20220701181123,20220701174127,20220701175741,20220701181122,3
34,ME178041,01,ME,20220701181238,20220701173507,20220701181237,,2
35,ME178045,02,ME,20220701181250,20220701164621,20220701172724,,2
36,ME178049,01,ME,20220701181328,20220701175603,20220701181328,,2
37,ME178050,02,ME,20220701181034,20220701180233,20220701181033,,2
38,ME178061,01,ME,20220701181307,20220701175541,20220701181306,,2
39,ME178074,01,ME,20220701181034,20220701162721,20220701165222,,2
40,ME178100,01,ME,20220701181032,20220701162836,20220701165511,,3
41,ME178102,02,ME,20220701181038,20220701161933,20220701164634,,2
42,ME178104,01,ME,20220701181039,20220701173032,20220701181038,,2
43,ME178108,01,ME,20220701181013,20220701175818,20220701180902,,3
44,ME178113,02,ME,20220701181208,20220701175808,20220701181208,,2
45,ME178116,01,ME,20220701181059,20220701165811,20220701174113,20220701181058,3
46,ME178121,02,ME,20220701181322,20220701172528,20220701180053,20220701181322,3
47,ME178122,01,ME,20220701181111,20220701174813,20220701175941,20220701181110,3
48,ME178127,01,ME,20220701181224,20220701154435,20220701163039,20220701181223,3
49,ME178142,01,ME,20800925144207,20210805151802,20210805152907,,5
50,ME178144,04,ME,20220701181353,20220701173646,20220701181201,20220701181352,3
51,ME178145,02,ME,20220701181258,20220701173046,20220701174222,20220701181257,3
52,ME178158,01,ME,20220701181121,20220701171454,20220701175756,20220701181120,3
53,ME181135,01,ME,20220701181317,20220701173634,20220701181315,,2
54,ME181151,01,ME,20220701181352,20220630191532,20220630195850,20220701181351,3
55,ME181219,01,ME,20220701181225,20220701162052,20220701164224,20220701181224,3
56,ME181223,01,ME,20220701181256,20220701154709,20220701162418,,3
57,ME181224,01,ME,20220701181053,20220701172703,20220701181023,,2
58,ME181317,01,ME,20220701181025,20220701180653,20220701181024,,2
59,ME181416,02,ME,20220701181221,20220701172452,20220701180810,20220701181220,3
60,ME181536,01,ME,20220701181141,20220701165931,20220701174102,20220701181140,3
61,ME181546,01,ME,20220701181246,20220701093655,20220701094640,20220701181245,3
62,ME183046,01,ME,20220701181118,20220701164533,20220701172458,20220701181116,3
63,ME183120,02,ME,20220701181059,20220701173624,20220701181058,,2
64,ME183122,02,ME,20220701181147,20220701175003,20220701181058,20220701181146,3
65,ME183124,01,ME,20220701181249,20220701173242,20220701181247,,2
66,ME183142,52,ME,20220701181132,20220701174929,20220701181131,,2
67,ME183182,01,ME,20800927030732,20210826130041,20210826134352,,5
68,ME183187,02,ME,20800904145416,20210814161840,20210814164059,,5
69,ME183214,52,ME,20220701181234,20220701175243,20220701181018,20220701181233,3
70,ME183216,02,ME,20220701181156,20220701175429,20220701175548,20220701181155,3
71,ME183216,52,ME,20220701181258,20220701175621,20220701180858,20220701181257,3
72,ME184002,01,ME,20220701181354,20220701171034,20220701174704,20220701181353,3
73,ME184013,01,ME,20220701181020,20220701152929,20220701161550,20220701181019,3
74,ME184055,01,ME,20220701181135,20220701164906,20220701172950,,2
75,ME184076,01,ME,20220701181039,20220701165312,20220701173518,,2
76,ME184119,01,ME,20220701181326,20220701171005,20220701171605,,2
77,ME184138,01,ME,20220701181308,20220701173211,20220701181306,,2
78,ME184139,01,ME,20220701181354,20220701170743,20220701174649,20220701181354,3
79,ME18A114,01,ME,20220701181004,20220701172644,20220701180950,,2
80,ME18A154,01,ME,20220701181341,20220701173515,20220701175715,20220701181340,3
81,ME18A170,01,ME,20220701181353,20220701161637,20220701164627,20220701181352,3
82,ME18A179,01,ME,20220701181008,20220701162637,20220701170955,20220701181007,3
83,ME18A181,01,ME,20220701181104,20220701172808,20220701181103,,2
84,ME18A238,12,ME,20220701181310,20220701172059,20220701180400,,2
85,ME18A256,12,ME,20220701181357,20220701175858,20220701181356,,2
86,ME18A293,12,ME,20220701181303,20220701144412,20220701145716,20220701181302,3
87,ME18A309,12,ME,20220701181144,20220701175050,20220701181142,,2
88,ME18A312,01,ME,20220701181406,20220701173214,20220701181405,,2
89,ME18A405,01,ME,20220701181111,20220701170943,20220701175552,20220701181110,3
90,ME18B105,01,ME,20220701181133,20220701155647,20220701163302,20220701181132,3
91,ME18B142,01,ME,20220701181403,20220701173231,20220701181401,,2
92,ME18B152,01,ME,20220701181238,20220701173142,20220701181201,20220701181236,3
93,ME18B154,01,ME,20220701181409,20220701154153,20220701154809,,2
94,ME18B189,01,ME,20220701181022,20220701172031,20220701180041,,3
95,ME18B190,01,ME,20220701181309,20220701173251,20220701180237,,2
96,ME18B191,01,ME,20220701181240,20220701165029,20220701173554,20220701181239,3
97,ME18B279,12,ME,20220701181236,20220701175809,20220701180840,20220701181235,3
98,ME18B287,12,ME,20220701181039,20220701101716,20220701102525,,2
99,ME18B292,11,ME,20220701181137,20220701164944,20220701172847,20220701181136,3
100,ME18B303,11,ME,20220701181207,20220701180619,20220701181205,,2
101,ME18B409,02,ME,20220701181300,20220701172944,20220701180949,20220701181300,3
102,ME18B602,11,ME,20800930110802,20210826135600,20210826135807,,4
103,ME18B602,12,ME,20800930110803,20210826155948,20210826164121,20210826164344,4
104,ME18C125,01,ME,20220701181352,20220701141950,20220701143046,,2
105,ME18C149,01,ME,20220701181401,20220701165436,20220701173136,,2
106,ME18C152,01,ME,20220701181257,20220701155219,20220701163551,,2
107,ME18C173,01,ME,20220701181310,20220701105736,20220701112740,20220701172154,9
108,ME18C183,01,ME,20220701181247,20220701173441,20220701181246,,2
109,ME18C187,01,ME,20220701181025,20220701180604,20220701181025,,2
110,ME18C188,01,ME,20220701181045,20220701155723,20220701163109,20220701181044,3
111,ME18C190,01,ME,20220701181111,20220701173609,20220701181110,,2
112,ME18C215,12,ME,20220701181332,20220701170917,20220701174224,20220701181331,3
113,ME18C217,11,ME,20220701181150,20220701174039,20220701181149,,2
114,ME18C251,11,ME,20220701181319,20220701174058,20220701175405,20220701181319,3
115,ME18C256,11,ME,20220701181042,20220701160621,20220701163130,20220701181041,3
116,ME18C302,11,ME,20220701181153,20220630172307,20220630174139,20220701181152,3
117,ME18C308,01,ME,20220701181250,20220701164824,20220701171834,20220701181249,3
118,ME18C405,14,ME,20220701181316,20220701133605,20220701135705,20220701181315,3
119,ME18C406,12,ME,20220701181008,20220701172705,20220701181007,,2
120,ME18C506,01,ME,20220701181010,20220701175534,20220701181009,,2
121,ME190406,01,ME,20220701181349,20220701111128,20220701115433,20220701181348,3
122,ME190407,01,ME,20220701181333,20220701124359,20220701132705,,3
123,ME190414,01,ME,20220701181150,20220701180428,20220701181148,,2
124,ME195006,01,ME,20220701181214,20220701155746,20220701163821,,2
125,ME195011,06,ME,20220701181148,20220701173137,20220701181147,,2
126,ME19A103,01,ME,20220701181253,20220701060339,20220701062249,20220701181253,3
127,ME19A111,01,ME,20220701181224,20220701170929,20220701174833,20220701181224,3
128,ME19A131,01,ME,20220701181049,20220701180828,20220701180944,20220701181049,3
129,ME19A149,01,ME,20220701181322,20220701174357,20220701181321,,2
130,ME19A152,01,ME,20220701181321,20220701174557,20220701181318,,2
131,ME19A161,01,ME,20220701181107,20220701170534,20220701174314,,2
132,ME19A214,22,ME,20220701181310,20220701143005,20220701151011,,9
133,ME19A222,22,ME,20220701181313,20220701174339,20220701181313,,2
134,ME19A225,21,ME,20220701181313,20220701173308,20220701181313,,2
135,ME19A231,21,ME,20220701181310,20220701154631,20220701161100,,9
136,ME19A232,21,ME,20220701181020,20220701163744,20220701164836,20220701181020,3
137,ME19A232,22,ME,20220701181113,20220701162510,20220701163646,,2
138,ME19A243,22,ME,20220701181106,20220701145945,20220701153145,20220701181106,3
139,ME19A275,21,ME,20220701181109,20220701125404,20220701132236,20220701181109,3
140,ME19A404,24,ME,20220701181310,20220701122802,20220701130808,,9
141,ME19A801,06,ME,20220701181332,20220701084536,20220701092439,20220701181332,3
142,ME19B105,01,ME,20220701181113,20220701174500,20220701181112,,2
143,ME19B136,01,ME,20220701181024,20220701123040,20220701131215,20220701181023,3
144,ME19B146,01,ME,20220701181218,20220629090532,20220629091950,20220701181217,3
145,ME19B149,01,ME,20220701181028,20220630115209,20220630122839,20220701181028,3
146,ME19B152,01,ME,20220701181048,20220701173459,20220701180758,20220701181048,3
147,ME19B162,01,ME,20220701181106,20220630215414,20220630222506,20220701181105,3
148,ME19B205,21,ME,20220701181310,20220701170224,20220701174244,,9
149,ME19B207,21,ME,20220701181310,20220701172500,20220701174219,,9
150,ME19B211,21,ME,20220701181156,20220701171006,20220701175012,20220701181156,3
151,ME19B211,22,ME,20220701181243,20220701173237,20220701181243,,2
152,ME19B246,22,ME,20220701181354,20220701174900,20220701181354,,2
153,ME19B247,22,ME,20220701181310,20220701142338,20220701143918,,9
154,ME19B248,21,ME,20220701181310,20220701163144,20220701171233,,9
155,ME19B259,22,ME,20220701181354,20220701172938,20220701173741,20220701181353,3
156,ME19C131,01,ME,20220701181319,20220701173633,20220701175228,20220701181318,3
157,ME19C145,01,ME,20220701181028,20220701160137,20220701164113,,3
158,ME19C243,22,ME,20220701181210,20220701175759,20220701181210,,2
159,ME19C265,22,ME,20220701181021,20220701173016,20220701181021,,2
160,ME19C281,22,ME,20220701181310,20220701172553,20220701174228,,9
161,ME19C404,22,ME,20220701181205,20220701175929,20220701181205,,2
162,ME19D103,01,ME,20220701181144,20220701154929,20220701162929,20220701181144,3
163,ME19D105,91,ME,20220701181258,20220701133945,20220701141827,,2
164,ME19D106,91,ME,20220701181022,20220701180301,20220701180708,20220701181022,3
165,ME19D402,03,ME,20220701181519,20220701172902,20220701175522,20220701181519,3
166,ME19D402,91,ME,20220701181116,20220701180013,20220701181116,,2
