,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1
0,종묘 공영주차장,03,서울특별시 종로구 종로 157,37.571076,126.99588,50,단독,11,,,Y,9,9
1,세종로 공영주차장,06,서울특별시 종로구 세종대로 189,37.573611,126.976011,50,단독,11,,,Y,9,9
2,그랜드앰배서더 서울,06,서울특별시 중구 동호로 287,37.559352,127.002350,50,단독,11,,,N,9,9
3,한강진역 공영주차장,03,서울특별시 용산구 한남동 산10-84,37.540085,127.002804,50,단독,11,,,Y,9,9
4,마장동사무소 앞(공중전화부스),06,서울특별시 성동구 마장동 808,37.5660935,127.0455256,50,단독,11,,,N,9,9
5,청량리롯데백화점,03,서울특별시 동대문구 왕산로 214,37.580650,127.047938,50,단독,11,,,N,9,9
6,이마트 이문점,03,서울특별시 동대문구 이문로 136,37.598454,127.061848,50,단독,11,,,N,9,9
7,홈플러스 월곡점,03,서울특별시 성북구 화랑로 76,37.60208293,127.04002398,50,단독,11,,,N,9,9
8,성북벤처빌딩 공영주차장,06,서울특별시 성북구 장위2동 65-154,37.60936,127.053263,50,단독,11,,,N,2,2
9,롯데마트 삼양점,03,서울특별시 강북구 삼양로 247,37.625405,127.017897,50,단독,11,,,N,9,9
10,이마트 은평점,03,서울특별시 은평구 은평로 111,37.60047527,126.92047408,50,단독,11,,,N,9,9
11,구파발역 환승주차장,03,서울특별시 은평구 진관동 66-30,37.637910,126.91910,50,단독,11,,,Y,9,9
12,홈플러스 월드컵점,03,서울특별시 마포구 월드컵로 240,37.566685,126.898753,50,단독,11,,,N,9,9
13,시설관리공단 마포유수지주차장,03,서울특별시 마포구 마포대로1길 19,37.539442,126.943054,50,단독,11,,,Y,9,9
14,홈플러스 목동점,03,서울특별시 양천구 목동서로 170,37.52992611,126.87364033,50,단독,11,,,N,9,9
15,해맞이공영주차장,06,서울특별시 양천구 지양로 47,37.520062,126.834854,50,단독,11,,,N,9,9
16,홈플러스 가양점,03,서울특별시 강서구 양천로 431,37.56401856,126.85059572,50,단독,11,,,N,9,9
17,롯데마트 김포공항점,06,서울특별시 강서구 하늘길 77,37.563453,126.803539,50,단독,11,,,Y,9,9
18,메이필드호텔,06,서울특별시 강서구 방화대로 94,37.546851,126.818613,50,단독,11,,,N,9,9
19,천왕역 환승주차장,03,서울특별시 구로구 오류동 174-10,37.487234,126.839153,50,단독,11,,,Y,9,9
20,구로리공원 앞(공중전화부스),06,서울특별시 구로구 구로동 136-14,37.4912466,126.8919514,50,단독,11,,,N,9,9
21,홈플러스 시흥점,03,서울특별시 금천구 시흥대로 201,37.45222814,126.90093936,50,단독,11,,,N,9,9
22,제일모직아울렛 건너편(공중전화부스),06,서울특별시 금천구 가산동 239-27,37.4744454,126.8867302,50,단독,11,,,N,9,9
23,영등포구 대신시장(공중전화부스),06,서울특별시 영등포구 신길1동 116-15,37.5113404,126.9176919,50,단독,11,,,N,2,2
24,동작주차공원 공영주차장,06,서울특별시 동작구 현충로 213,37.503803,126.976775,50,단독,11,,,Y,9,9
25,조원동 제1공영주차장,06,서울특별시 관악구 신림동 571-6,37.481069,126.905703,50,단독,11,,,N,2,2
26,사당역 공영주차장,03,서울특별시 서초구 과천대로 950-18,37.475256,126.982638,50,단독,11,,,Y,9,9
27,이마트 양재점,03,서울특별시 서초구 매헌로 16,37.463293,127.036812,50,단독,11,,,N,9,9
28,수서역 공영주차장,03,서울특별시 강남구 수서동 735,37.487569,127.101016,50,단독,11,,,Y,9,9
29,학여울역 공영주차장,03,서울특별시 강남구 남부순환로 3104,37.496722,127.070444,50,단독,11,,,Y,9,9
30,롯데마트 잠실점,03,서울특별시 송파구 올림픽로 240,37.511818,127.096321,50,단독,11,,,N,9,9
31,이마트 명일점,03,서울특별시 강동구 고덕로 276,37.554606,127.155966,50,단독,11,,,N,9,9
32,노보텔,06,서울특별시 강남구 봉은사로 130,37.5052721,127.0289991,50,단독,11,,,N,2,2
33,암사1동 공영주차장,06,서울특별시 강동구 고덕로28길 36,37.5529087,127.1372547,50,단독,11,,,N,2,2
34,천호유수지 공영주차장,06,서울특별시 강동구 선사로 70,37.5448122,127.1218396,50,단독,11,,,N,2,2
35,천호3동 제1공영주차장,06,서울특별시 강동구 진황도로29길 34,37.5387951,127.1333987,50,단독,11,,,N,2,2
36,가로공원로 지하공영주차장,06,서울특별시 강서구 가로공원로 189,37.5372628,126.8383789,50,단독,11,,,N,3,3
37,곰달래문화복지센터 공영주차장,06,서울특별시 강서구 강서로5길 50,37.5289561,126.8490887,50,단독,11,,,N,3,3
38,볏골공원 지하공영주차장,06,서울특별시 강서구 까치산로4길 22,37.5419747,126.8444499,50,단독,11,,,N,2,2
39,화곡6-1 공영주차장,06,서울특별시 강서구 우장산로 114,37.5530457,126.8488169,50,단독,11,,,N,2,2
40,홈플러스 강서점,06,서울특별시 강서구 화곡로 398,37.5591218,126.8549199,50,단독,11,,,N,9,9
41,신림동 제1공영주차장,06,서울특별시 관악구 관천로 98,37.4874046,126.9235075,50,단독,11,,,N,2,2
42,난곡동 제1공영주차장,06,서울특별시 관악구 난곡로34나길 14,37.4722977,126.9231169,50,단독,11,,,N,2,2
43,낙성대동주민센터,06,서울특별시 관악구 낙성대로4가길 5,37.476296,126.9583876,50,단독,11,,,Y,2,2
44,낙성대동주민센터,06,서울특별시 관악구 낙성대로4가길 5,37.476296,126.9583876,50,단독,11,,,Y,9,9
45,보라매 제1공영주차장,06,서울특별시 관악구 봉천로21길 38,37.488301,126.9346119,50,단독,11,,,N,3,3
46,보라매 제1공영주차장,06," 입구좌측, 지하 각 1기",37.488301,126.9346119,50,단독,11,,,N,9,9
47,원신 공영주차장,06,서울특별시 관악구 양지길 63,37.470038,126.9292421,50,단독,11,,,N,2,2
48,어린이대공원 후문주차장,06,서울특별시 광진구 능동로 216,37.5515067,127.0869275,50,단독,11,,,N,3,3
49,홈플러스 신도림점,06,서울특별시 구로구 경인로 661,37.5099693,126.888413,50,단독,11,,,N,2,2
50,롯데마트 중계점,06,서울특별시 노원구 노원로 330,37.6466673,127.0715514,50,단독,11,,,N,2,2
51,홈플러스 중계점,06,서울특별시 노원구 동일로204가길 12,37.6400856,127.0685413,50,단독,11,,,N,2,2
52,실증용 Mock-up 주택 홍보관,06,서울특별시 노원구 하계동 251-8,37.6381803,127.0737876,50,단독,11,,,N,3,3
53,실증용 Mock-up 주택 홍보관,06,서울특별시 노원구 하계동 251-8,37.6381803,127.0737876,50,단독,11,,,N,3,3
54,동대문구청,06,서울특별시 동대문구 천호대로 145,37.5746807,127.0401814,50,단독,11,,,N,2,2
55,중앙대학교병원 다정관 주차장,06,서울특별시 동작구 흑석로 102,37.5055471,126.9607195,50,단독,11,,,N,2,2
56,양화진공영주차장,06,서울특별시 마포구 토정로 2,37.5457992,126.9117265,50,단독,11,,,N,2,2
57,공덕1-1공영주차장,06, 옥상,37.5471234,126.9612454,50,단독,11,,,N,2,2
58,홍제견인차량보관소 주차장,06,서울특별시 서대문구 홍제내길 227,37.5905929,126.9407564,50,단독,11,,,N,2,2
59,홍제견인차량보관소 주차장,06,서울특별시 서대문구 홍제내길 227,37.5905929,126.9407564,50,단독,11,,,N,3,3
60,서울시인재개발원,06,서울특별시 서초구 남부순환로 340길 58,37.481369,127.0238502,50,단독,11,,,N,2,2
61,서울추모공원,06,서울특별시 서초구 양재대로12길 74,37.4536062,127.0428005,50,단독,11,,,N,2,2
62,아시아공원 공영주차장,06,서울특별시 송파구 잠실동 84,37.5102969,127.0788121,50,단독,11,,,N,2,2
63,아시아공원 공영주차장,06,서울특별시 송파구 잠실동 84,37.5102969,127.0788121,50,단독,11,,,N,2,2
64,아시아공원 공영주차장,06,서울특별시 송파구 잠실동 84,37.5102969,127.0788121,50,단독,11,,,N,2,2
65,롯데마트 송파점,06,서울특별시 송파구 중대로 80,37.4918392,127.1178931,50,단독,11,,,N,2,2
66,홈플러스 영등포점,06,서울특별시 영등포구 당산로 42,37.5190208,126.8957999,50,단독,11,,,N,2,2
67,신길6동 공영노외주차장(구 신길 제5동 주민센터),06,서울특별시 영등포구 신길동 3203,37.502512989,126.9110497,50,단독,11,,,N,3,3
68,신길4동1마을공원 공영주차장,06,서울특별시 영등포구 신길로40길 5,37.507122,126.9116817,50,단독,11,,,N,2,2
69,당산에스에이치빌 아파트 앞,06,서울특별시 영등포구 영신로 183,37.524217,126.9019801,50,단독,11,,,N,3,3
70,영등포 제3공영,06,서울특별시 영등포구 영중로3길 7,37.5180087,126.9030865,50,단독,11,,,N,2,2
71,신창동 공영주차장,06,서울특별시 용산구 원효로35길 53,37.5353568,126.9552587,50,단독,11,,,N,2,2
72,한남동 공영주차장,06,서울특별시 용산구 이태원로 224-19,37.5349284,127.0002489,50,단독,11,,,N,2,2
73,현대자동차 수색대리점,06,서울특별시 은평구 수색로 342-1,37.5867665,126.8880299,50,단독,11,,,N,2,2
74,은평구민체육센터,06,서울특별시 은평구 진관1로 40,37.6310603,126.9246413,50,단독,11,,,N,2,2
75,태화빌딩,06,서울특별시 종로구 인사동5길 29,37.5718148,126.9850443,50,단독,11,,,N,2,2
76,한국예술종합학교(종로),06,서울특별시 종로구 창경궁로 215,37.5824318,126.9974047,50,단독,11,,,N,2,2
77,국립극장,06,서울특별시 중구 장충단로 59,37.5517908,127.0002167,50,단독,11,,,N,2,2
78,국립극장,06,서울특별시 중구 장충단로 59,37.5517908,127.0002167,50,단독,11,,,N,3,3
79,홈플러스 상봉점,06,서울특별시 중랑구 망우로 353,37.5983156,127.0905669,50,단독,11,,,N,2,2
80,홈플러스 신내점,06,서울특별시 중랑구 신내로 201,37.6159847,127.0939656,50,단독,11,,,N,2,2
81,용마폭포공원 공영주차장,06,서울특별시 중랑구 용마산로 250-12,37.5745068,127.089592,50,단독,11,,,N,2,2
82,서울만남휴게소(부산방향),06,서울특별시 서초구 양재대로12길 73-71 (원지동),37.4600218,127.0420378,50,단독,11,,,Y,2,2
83,서울만남휴게소(부산방향),06,서울특별시 서초구 양재대로12길 73-71 (원지동),37.4600218,127.0420378,50,단독,11,,,Y,3,3
84,파크하얏트서울호텔,06,서울특별시 강남구 테헤란로606,37.508834,127.064114,50,단독,11,,,Y,5,5
85,스위스그랜드호텔(구 그랜드힐튼호텔),06,서울특별시 서대문구 연희로 353,37.590003,126.934744,50,단독,11,,,Y,2,2
86,롯데 VIC마켓 금천점,06,null,37.470581,126.895698,50,단독,11,,,Y,2,2
87,롯데 VIC마켓 금천점,06,null,37.470581,126.895698,50,단독,11,,,Y,2,2
88,우리은행본점,06,서울특별시 중구 소공로 51번지,37.559534,126.981817,50,단독,11,,,Y,2,2
89,우리은행본점,06,서울특별시 중구 소공로 51번지,37.559534,126.981817,50,단독,11,,,Y,2,2
90,마곡레포츠센터 ,06,"서울특별시 강서구 양천로 251, 입구 우측",37.5728411,126.8323738,50,단독,11,,,Y,2,2
91,창2동 제4공영주차장,06,서울특별시 도봉구 창2동 582-22,37.6413031,127.0364035,50,단독,11,,,N,2,2
92,창3동 제1공영주차장,06,"서울특별시 도봉구 창3동 504-21, 좌측 안쪽",37.6332558,127.0412125,50,단독,11,,,N,3,3
93,창천공영주차장,06,"서울특별시 마포구 노고산동 33-1, B3 28",37.55493,126.9389738,50,단독,11,,,N,2,2
94,번동햇살 공영주차장,06,"서울특별시 강북구 오현로 21길 84, 옥상 주차장",37.6249449,127.0334805,50,단독,11,,,N,2,2
95,난향동 주민센터,06,서울특별시 관악구 난곡로 67,37.4616153,126.9189711,50,단독,11,,,Y,3,3
96,시흥제4동공영주차장,06,"서울특별시 금천구 독산로 36나길 21, B1 18",37.4589664,126.9084827,50,단독,11,,,N,2,2
97,쌍문3동 제2공영주차장,06,"서울특별시 도봉구 쌍문3동 315-62, 지하 1층 안쪽",37.6493531,127.0293841,50,단독,11,,,Y,2,2
98,스탠포드호텔코리아,06,"서울특별시 마포구 상암동 월드컵북로 58길 15, 지하4층 18",37.5823581,126.886648,50,단독,11,,,Y,2,2
99,국회도서관,06,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",37.5300002,126.9169991,50,단독,11,,,Y,2,2
100,국회도서관,04,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",37.5300002,126.9169991,100,동시,11,,,Y,2,2
101,국회도서관,04,"서울특별시 영등포구 의사당대로1, 국회도서관 앞",37.5300002,126.9169991,100,동시,11,,,Y,2,2
102,국회의원회관,06,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",37.5284644,126.9149198,50,단독,11,,,Y,2,2
103,국회의원회관,04,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",37.5284644,126.9149198,100,동시,11,,,Y,2,2
104,국회의원회관,04,"서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측",37.5284644,126.9149198,100,동시,11,,,Y,2,2
105,노원에코센터,06,서울특별시 노원구 덕릉로 450,37.644779,127.059382,50,단독,11,,,Y,3,3
106,영등포구청 환승공영주차장,06,서울특별시 영등포구 양산로111,37.524521,126.895436,50,단독,11,,,N,2,2
107,서울의료원,06,서울특별시 중랑구 신내로 156,37.6128457,127.0993409,50,단독,11,,,Y,3,3
108,롯데 빅마켓,06,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.904080,50,단독,11,,,Y,3,3
109,롯데 빅마켓,05,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.904080,50,단독,11,,,Y,3,3
110,롯데 빅마켓,04,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.904080,100,동시,11,,,Y,2,2
111,롯데 빅마켓,04,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.904080,100,동시,11,,,Y,2,2
112,롯데 빅마켓,04,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.904080,100,동시,11,,,Y,2,2
113,롯데 빅마켓,04,"서울특별시 영등포구 영중로 125, 지상주차장(외부 1F)",37.528123,126.904080,100,동시,11,,,Y,2,2
114,성애병원,06,서울특별시 영등포구 여의대방로 53길 22,37.51202,126.92238,100,단독,11,,,N,3,3
115,냉천길 공영주차장,06,서울특별시 강북구 삼양로 230-12,37.62393,127.01953,100,단독,11,,,N,2,2
116,미아동 공영주차장,06,서울특별시 강북구 도봉로 61길 46,37.62851,127.02233,100,단독,11,,,N,2,2
117,수유마을시장 공영주차장,06,서울특별시 강북구 도봉로 69길 29,37.62047,127.02679,100,단독,11,,,N,2,2
118,개봉1동 주민센터 옆 공영주차장,06,서울특별시 구로구 개봉동 134-8,37.50016,126.85106,100,단독,11,,,N,3,3
119,하늘공원주차장,06,서울특별시 구로구 벚꽃로 370 ,37.48739,126.88051,100,단독,11,,,N,3,3
120,쌍문2동 제3공영주차장,06,서울특별시 도봉구 쌍문2동 710-4,37.66116,127.03864,100,단독,11,,,Y,2,2
121,서초구청,06,서울특별시 서초구 남부순환로 2584,37.48358,127.03269,100,단독,11,,,N,2,2
122,북한산국립공원 정릉탐방지원센터,06,서울특별시 성북구 정릉동 829-1,37.61846,126.99690,100,단독,11,,,N,2,2
123,북한산국립공원주차장,06,서울특별시 은평구 진관동 278,37.65584,126.94885,100,단독,11,,,N,2,2
124,부암동 주민센터,06,서울특별시 종로구 창의문로 145,37.59246,126.96412,100,단독,11,,,Y,9,9
125,SETEC,06,서울특별시 강남구 남부순환로3104,37.49584,127.07223,100,단독,11,,,N,2,2
126,논현로22길 공영주차장,06,서울특별시 강남구 개포로 25길 32,37.48151,127.04851,100,단독,11,,,N,2,2
127,대청역 공영주차장,06,서울특별시 강남구 개포동 13-2,37.49491,127.07928,100,단독,11,,,N,3,3
128,압구정로29길 공영노상주차장,06,서울특별시 강남구 압구정동 453,37.52968,127.02782,100,단독,11,,,N,2,2
129,가오리 공영주차장,06,서울특별시 강북구 삼양로107길 30,37.64152,127.01495,100,단독,11,,,N,2,2
130,가양레포츠센터,06,서울특별시 강서구 양천로61길 101,37.56198,126.86373,100,단독,11,,,Y,2,2
131,강서구민올림픽체육센터,06,null,37.55962,126.85057,100,단독,11,,,Y,2,2
132,상계2동 공영주차장,06,서울특별시 노원구 상계2동 373-13,37.65668,127.06751,100,단독,11,,,Y,2,2
133,DMC 산학협력연구센터,06,서울특별시 마포구 매봉산로 37,37.57600,126.89053,100,단독,11,,,N,2,2
134,마천동2공영주차장,06,서울특별시 송파구 성내천로299-7,37.49427,127.15624,100,단독,11,,,Y,2,2
135,거여동공영주차장,06,서울특별시 송파구 오금로68길8,37.49223,127.15033,100,단독,11,,,Y,2,2
136,천마공영주차장,06,서울특별시 송파구 성내천로33가길20,37.50028,127.15482,100,단독,11,,,Y,3,3
137,이태원2동공영주차장,06,서울특별시 용산구 회나무로 55？ ,37.54034,126.99267,100,단독,11,,,N,2,2
138,이마트 은평점,06,null,37.60077,126.92049,100,단독,11,,,Y,2,2
139,신월5동 주민센터,06,서울특별시 양천구 화곡로4길 10,37.53852,126.82716,100,단독,11,,,Y,3,3
140,신정1동 주민센터,06,서울특별시 양천구 중앙로 32길 1,37.51855,126.85429,100,단독,11,,,Y,2,2
141,목2동 주민센터,06,서울특별시 양천구 목동 중앙본로 120,37.54610,126.87168,100,단독,11,,,Y,2,2
142,송정동 공영주차장,06,서울특별시 성동구 동일로 199,37.54988,127.06804,100,단독,11,,,N,2,2
143,sh서울주택도시공사,04,서울특별시 강남구 개포로 621,37.49414,127.07879,200,동시,11,,,Y,2,2
144,sh서울주택도시공사,04,서울특별시 강남구 개포로 621,37.49414,127.07879,200,동시,11,,,Y,2,2
145,강동구청,04,서울특별시 강동구 성내로 25,37.53025,127.12379,200,동시,11,,,N,3,3
146,강동구청,04,서울특별시 강동구 성내로 25,37.53025,127.12379,200,동시,11,,,N,3,3
147,홈플러스 금천점,04,서울특별시 금천구 시흥대로 391,37.46864,126.89681,200,동시,11,,,Y,2,2
148,홈플러스 금천점,04,서울특별시 금천구 시흥대로 391,37.46864,126.89681,200,동시,11,,,Y,2,2
149,도봉산환승주차장,04,서울특별시 도봉구 도봉동 341-1,37.69000,127.04325,200,동시,11,,,N,2,2
150,도봉산환승주차장,04,서울특별시 도봉구 도봉동 341-1,37.69000,127.04325,200,동시,11,,,N,2,2
151,도봉구청,04,서울특별시 도봉구 마들로 656,37.66862,127.04704,200,동시,11,,,Y,2,2
152,도봉구청,04,서울특별시 도봉구 마들로 656,37.66862,127.04704,200,동시,11,,,Y,3,3
153,마장축산물시장 서문 공영주차장,04,서울특별시 성동구 고산자로 26길 6,37.57041,127.03833,200,동시,11,,,N,2,2
154,마장축산물시장 서문 공영주차장,04,서울특별시 성동구 고산자로 26길 6,37.57041,127.03833,200,동시,11,,,N,2,2
155,서울약령시 공영주차장,04,서울특별시 동대문구 약령중앙로 26,37.58051,127.03715,200,동시,11,,,N,2,2
156,서울약령시 공영주차장,04,서울특별시 동대문구 약령중앙로 26,37.58051,127.03715,200,동시,11,,,N,2,2
157,롯데마트 서울양평점,06,서울특별시 영등포구 선유로 138,37.52604,126.89173,100,단독,11,,,Y,2,2
158,롯데마트 서울양평점,06,서울특별시 영등포구 선유로 138,37.52604,126.89173,100,단독,11,,,Y,2,2
159,도봉기적의도서관,06,서울특별시 도봉구 마들로 797,37.68090660,127.05034377,100,단독,11,,,Y,2,2
160,도봉기적의도서관,06,서울특별시 도봉구 마들로 797,37.68090660,127.05034377,100,단독,11,,,Y,3,3
161,구파발광역환승센터 주차장,04,지상 3층,37.637968,126.91937,200,동시,11,,,N,3,3
162,구파발광역환승센터 주차장,04,지상 3층,37.637968,126.91937,200,동시,11,,,N,2,2
163,서울역사박물관,04,서울특별시 종로구 새문안로 55,37.57005,126.97053,200,동시,11,,,N,2,2
164,서울역사박물관,04,서울특별시 종로구 새문안로 55,37.57005,126.97053,200,동시,11,,,N,2,2
165,신정3동 넓은들 민원센터,04,서울특별시 양천구 남부순환로 88길 5-7,37.51130,126.84145,200,동시,11,,,Y,2,2
166,신정3동 넓은들 민원센터,04,서울특별시 양천구 남부순환로 88길 5-7,37.51130,126.84145,200,동시,11,,,Y,3,3
167,용답동 공영주차장,04,서울특별시 성동구 용답동 4-1,37.56452,127.05429,200,동시,11,,,Y,3,3
168,용답동 공영주차장,04,서울특별시 성동구 용답동 4-1,37.56452,127.05429,200,동시,11,,,Y,2,2
169,마포공영주차장,04,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,100,단독,11,,,N,3,3
170,마포공영주차장,04,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,100,단독,11,,,N,9,9
171,마포공영주차장,04,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,100,단독,11,,,N,2,2
172,마포공영주차장,04,서울특별시 마포구 마포대로1길 9,37.53853862,126.94344032,100,단독,11,,,N,2,2
173,롯데백화점 본점,04,서울특별시 중구 을지로 30,37.56499,126.98136,200,동시,11,,,N,3,3
174,롯데백화점 본점,04,서울특별시 중구 을지로 30,37.56499,126.98136,200,동시,11,,,N,2,2
175,롯데백화점 본점,04,서울특별시 중구 을지로 30,37.56499,126.98136,200,동시,11,,,N,2,2
176,롯데백화점 본점,04,서울특별시 중구 을지로 30,37.56499,126.98136,200,동시,11,,,N,2,2
177,성수2가 공영주차장,04,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,100,단독,11,,,N,9,9
178,성수2가 공영주차장,04,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,100,단독,11,,,N,9,9
179,성수2가 공영주차장,04,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,100,단독,11,,,N,3,3
180,성수2가 공영주차장,04,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,100,단독,11,,,N,3,3
181,충현동 제1공영주차장,04,서울특별시 서대문구 충정로2가 78-13,37.5646084,126.964361,100,단독,11,,,N,2,2
182,남가좌2동 공영주차장,04,서울특별시 서대문구 남가좌2동 3-75,37.583014499999,126.9231095,100,단독,11,,,N,2,2
183,미도아파트 앞 공영주차장,04,서울특별시 서초구 반포동 49-8,37.499812075338,127.010502727,100,단독,11,,,N,2,2
184,올림픽공원,04,서울특별시 송파구 올림픽로 424 ,37.5171577,127.115847,100,단독,11,,,N,3,3
185,구민회관,04,서울특별시 송파구 백제고분로 242,37.502451999999,127.093104199,100,단독,11,,,N,2,2
186,문화회관동측 주차장,04,서울특별시 양천구 신정6동 322-5,37.516768299999,126.863562699,100,단독,11,,,N,2,2
187,곰달래공영주차장,04,서울특별시 양천구 곰달래로10길 4,37.5295552,126.83577059999,100,단독,11,,,N,2,2
188,다락골공영주차장,04,서울특별시 양천구 중앙로29길 41,37.5163711,126.8492558,100,단독,11,,,N,2,2
189,일원2동 주민센터,04,서울특별시 강남구 개포로 607,37.4919959,127.0738859,100,단독,11,,,Y,3,3
190,목4동주민센터,04,서울특별시 양천구 목동중앙로 25 ,37.5324277,126.8686162,100,단독,11,,,Y,2,2
191,한국장애인개발원 본사,04,서울특별시 영등포구 의사당대로 22,37.5269301,126.91793819999,100,단독,11,,,N,2,2
192,영등포본동제1(공영주차장),04,서울특별시 영등포구 영신로 10길 15,37.514279899999,126.9093244,100,단독,11,,,N,2,2
193,마포중앙도서관,04,서울특별시 마포구 성산로 128,37.563642399999,126.908286399,100,단독,11,,,N,3,2
194,강남구청 삼성로 별관 부설 주차장,04,서울특별시 강남구 삼성로 628,37.516178906156,127.052003282,100,단독,11,,,N,2,2
195,국방부 서문 주차장,04,서울특별시 용산구 한강대로 62다길 42,37.5331513,126.975461,100,단독,11,,,Y,2,2
196,일원본동 주민센터,04,서울특별시 강남구 광평로 126,37.483375399999,127.086393199,100,단독,11,,,Y,2,2
197,탄천물재생센터,04,서울특별시 강남구 개포로 625,37.4959067,127.0799979,200,동시,11,,,N,3,3
198,탄천물재생센터,04,서울특별시 강남구 개포로 625,37.4959067,127.0799979,200,동시,11,,,N,2,2
199,한국원자력의학원 본사,04,서울특별시 노원구 노원로75,37.628190798088,127.083195864,200,동시,11,,,N,2,2
200,한국원자력의학원 본사,04,서울특별시 노원구 노원로75,37.628190798088,127.083195864,200,동시,11,,,N,2,2
201,상암1 공영주차장,04,서울특별시 마포구 성암로 197,37.577011200000,126.8973596,200,동시,11,,,N,9,9
202,상암1 공영주차장,04,서울특별시 마포구 성암로 197,37.577011200000,126.8973596,200,동시,11,,,N,2,2
203,Park M (주차복합빌딩),04,서울특별시 마포구 매봉산로 80,37.57852958,126.89428612,200,동시,11,,,N,9,9
204,Park M (주차복합빌딩),04,서울특별시 마포구 매봉산로 80,37.57852958,126.89428612,200,동시,11,,,N,9,9
205,시민의숲동측 공영주차장2,04,서울특별시 서초구 양재동 237,37.471742268,127.0382062,200,동시,11,,,N,9,9
206,시민의숲동측 공영주차장2,04,서울특별시 서초구 양재동 237,37.471742268,127.0382062,200,동시,11,,,N,2,2
207,시민의숲동측 공영주차장,04,서울특별시 서초구 양재동 237,37.471742268304,127.038053030,200,동시,11,,,N,3,3
208,시민의숲동측 공영주차장,04,서울특별시 서초구 양재동 237,37.471742268304,127.038053030,200,동시,11,,,N,9,9
209,성수 2가1동 공영주차장,04,서울특별시 성동구 성덕정길 115,37.5370292,127.0563866,200,동시,11,,,N,9,9
210,성수 2가1동 공영주차장,04,서울특별시 성동구 성덕정길 115,37.5370292,127.0563866,200,동시,11,,,N,3,3
211,하왕십리 공영주차장,04,서울특별시 성동구 무학봉15길 48,37.5602689,127.0278376,200,동시,11,,,N,9,9
212,하왕십리 공영주차장,04,서울특별시 성동구 무학봉15길 48,37.5602689,127.0278376,200,동시,11,,,N,2,2
213,강변 공영주차장,04,서울특별시 성동구 둘레길 47-5,37.5369369,127.0491411,200,동시,11,,,N,9,9
214,강변 공영주차장,04,서울특별시 성동구 둘레길 47-5,37.5369369,127.0491411,200,동시,11,,,N,9,9
215,응봉동 공영주차장,04,서울특별시 성동구 독서당로63길 40,37.5544151,127.03102999999,200,동시,11,,,N,9,9
216,응봉동 공영주차장,04,서울특별시 성동구 독서당로63길 40,37.5544151,127.03102999999,200,동시,11,,,N,9,9
217,해누리타운,04,서울특별시 양천구 목동동로81,37.5160286,126.8639009,200,동시,11,,,N,9,9
218,해누리타운,04,서울특별시 양천구 목동동로81,37.5160286,126.8639009,200,동시,11,,,N,9,9
219,예금보험공사,04,서울특별시 중구 청계천로 30,37.568494701606,126.980793568,200,동시,11,,,N,9,9
220,예금보험공사,04,서울특별시 중구 청계천로 30,37.568494701606,126.980793568,200,동시,11,,,N,2,2
221,양화진 공영주차장,04,서울특별시 마포구 토정로 2,37.545502369555,126.911413488,200,동시,11,,,N,2,2
222,양화진 공영주차장,04,서울특별시 마포구 토정로 2,37.545502369555,126.911413488,200,동시,11,,,N,9,9
223,롯데마트 은평점,04,서울특별시 은평구 통일로 1050,37.6374578,126.9175874,200,동시,11,,,Y,3,3
224,롯데마트 은평점,04,서울특별시 은평구 통일로 1050,37.6374578,126.9175874,200,동시,11,,,Y,9,9
225,논현초교 공영노외주차장,04,서울특별시 강남구 강남대로120길 33,37.5082482,127.02676569999,200,동시,11,,,N,3,3
226,논현초교 공영노외주차장,04,서울특별시 강남구 강남대로120길 33,37.5082482,127.02676569999,200,동시,11,,,N,2,2
227,강남치매지원센터 공영노외주차장,04,서울특별시 강남구 선릉로108길 27,37.5100034,127.04605179999,200,동시,11,,,N,9,9
228,강남치매지원센터 공영노외주차장,04,서울특별시 강남구 선릉로108길 27,37.5100034,127.04605179999,200,동시,11,,,N,9,9
229,망원동 공영주차장1,04,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,200,동시,11,,,N,9,9
230,망원동 공영주차장1,04,서울특별시 마포구 동교로1길 39,37.55503247,126.89778505,200,동시,11,,,N,2,2
