,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1
652,영광 만남의광장,02,전라남도 영광군 영광읍 백학리 359-9,35.278125190,126.50534132,7,단독,46,,,Y,2,2
653,영광 만남의광장,02,전라남도 영광군 영광읍 백학리 359-9,35.278125190,126.50534132,7,단독,46,,,Y,2,2
654,어바웃 영광,02,전라남도 영광군 영광읍 물무로 149,35.276574408,126.51659706,7,단독,46,,,Y,1,1
655,어바웃 영광,02,전라남도 영광군 영광읍 물무로 149,35.276574408,126.51659706,7,단독,46,,,Y,1,1
656,포스코에너지 LNG터미널 광양,02,전라남도 광양시 제철로 2412,34.907456937,127.78421002,7,단독,46,,,Y,9,9
657,호텔본,02,전라남도 순천시 역전1길 17,34.946206,127.499564,7,단독,46,,,Y,9,9
658,제니스 무인텔,02,전라남도 여수시 성산3길 21-17,34.777333,127.650404,7,단독,46,,,Y,9,9
659,무안애꽃한정식,02,전라남도 무안군 무안읍 영산로 3083,35.004641,126.496489,7,단독,46,,,N,9,9
660,무안애꽃한정식,02,전라남도 무안군 무안읍 영산로 3083,35.004641,126.496489,7,단독,46,,,N,9,9
661,무안애꽃한정식,02,전라남도 무안군 무안읍 영산로 3083,35.004641,126.496489,7,단독,46,,,N,9,9
662,미주농원,02,전라남도 순천시 상사호길 120,34.920856,127.473259,7,단독,46,,,Y,9,9
663,풍양스크린골프연습장,02,전라남도 고흥군 풍양면 고흥로 1202,34.576503,127.244992,7,단독,46,,,Y,9,9
664,삼창골프연습장,02,전라남도 목포시 대양로109번길 53,34.826213,126.393887,7,단독,46,,,Y,9,9
665,더베이호텔앤풀빌라,02,전라남도 순천시 동너리길 170,34.906448,127.504534,7,단독,46,,,Y,9,9
666,워시존,02,전라남도 목포시 대양로 97,34.821441,126.389894,7,단독,46,,,Y,9,9
667,주식회사 유심천레저산업,02,전라남도 여수시 소라면 안심산길 155,34.748115,127.640609,,,46,,,Y,2,2
668,주식회사 유심천레저산업,02,전라남도 여수시 소라면 안심산길 155,34.748115,127.640609,,,46,,,Y,2,2
