,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1
0,전라남도 동부지역본부,06,전라남도 순천시 백강로 32,34.9369363,127.5231522,50,단독,46,,,N,2,2
1,전남 국제교육원 기숙사옆 주차장,06,전라남도 여수시 돌산읍 강남로 31,34.7186332,127.7504264,50,단독,46,,,N,2,2
2,여수시청 직장어린이집앞,06,전라남도 여수시 학동 168(시청로 1번지),34.7595414,127.663531,50,단독,46,,,N,2,2
3,순천만국가정원,06,전라남도 순천시 남승룡로 66,34.928755,127.4945834,50,단독,46,,,N,9,9
4,황전휴게소(전주방향),06,전라남도 순천시 황전면 선변리,35.1529501,127.4541784,50,단독,46,,,N,2,2
5,역전시장(공중전화부스),06,전라남도 순천시 덕암동 220,34.9442291,127.5050376,50,단독,46,,,N,2,2
6,대일학원 앞(공중전화부스),06,전라남도 순천시 조례동 1258,34.9491563,127.5152429,50,단독,46,,,N,9,9
7,황전휴게소(순천방향),06,전라남도 순천시 황전면 선변리,35.149564,127.4538103,50,단독,46,,,N,2,2
8,섬진강휴게소(부산방향),06,전라남도 광양시 진월면 신아리,34.9850866,127.7712222,50,단독,46,,,N,2,2
9,섬진강휴게소(순천방향),06,전라남도 광양시 진월면 신아리,34.9851868,127.7687606,50,단독,46,,,N,9,9
10,광양만권경제자유구역청,06,전라남도 광양시 광양읍 인덕로 1100(광양시 제2청사),34.9803201,127.5834667,50,단독,46,,,N,2,2
11,참살이조가비촌,06,전라남도 고흥군 과역면 무궁화길 12,34.6777856,127.3604837,50,단독,46,,,N,2,2
12,보성녹차휴게소(목포방향),06,전라남도 보성군 미력면 화방리,34.8143816,127.1247081,50,단독,46,,,N,9,9
13,보성녹차휴게소(광양방향),06,전라남도 보성군 겸백면 수남리,34.8081819,127.1816816,50,단독,46,,,N,2,2
14,우수영관광지,06,전라남도 해남군 문내면 관광레저로 12,34.5729042,126.309989,50,단독,46,,,N,9,9
15,땅끝해변주차장,06,전라남도 해남군 송지면 송호로 105-1,34.3119429,126.5213165,50,단독,46,,,N,9,9
16,전라남도청,06,전라남도 무안군 삼향읍 오룡길 1,34.817195,126.4632466,50,단독,46,,,N,9,9
17,함평천지휴게소(목포방향),06,전라남도 함평군 함평읍 서해안고속도로 31,35.069482,126.478980,50,단독,46,,,N,9,9
18,농어민문화체육센터,06,전라남도 완도군 완도읍 개포로 111,34.315386,126.7420157,50,단독,46,,,N,2,2
19,강진국민체육센터,06,전라남도 강진군 군동면 종합운동장 60,34.6456444,126.7812307,50,단독,46,,,N,2,2
20,구례실내수영장,06,전라남도 구례군 구례읍 봉북리 1423-1,35.2160563,127.4669052,50,단독,46,,,N,2,2
21,압해읍사무소,06,전라남도 신안군 압해읍 학교리 585,34.8654674,126.3127835,50,단독,46,,,N,2,2
22,장성군민회관,06,전라남도 장성군 장성읍 영천리 1486-22 ,35.3041786,126.7865941,50,단독,46,,,N,2,2
23,함평천지휴게소(목포방향),06,전라남도 함평군 함평읍 서해안고속도로 31 (장교리),35.0694817,126.4786195,50,단독,46,,,Y,2,2
24,함평천지휴게소(목포방향),06,전라남도 함평군 함평읍 서해안고속도로 31 (장교리),35.0694817,126.4786195,50,단독,46,,,Y,2,2
25,함평천지휴게소(시흥방향),06,전라남도 함평군 함평읍 서해안고속도로 38 (죽암리),35.130737,126.481642,50,단독,46,,,Y,9,9
26,함평천지휴게소(시흥방향),06,전라남도 함평군 함평읍 서해안고속도로 38 (죽암리),35.130737,126.481642,50,단독,46,,,Y,2,2
27,곡성휴게소(논산방향),06,전라남도 곡성군 겸면 호남고속도로 50 (가정리),35.2593506,127.1524894,50,단독,46,,,Y,2,2
28,곡성휴게소(논산방향),06,전라남도 곡성군 겸면 호남고속도로 50 (가정리),35.2593506,127.1524894,50,단독,46,,,Y,2,2
29,곡성휴게소(순천방향),06,전라남도 곡성군 겸면 호남고속도로 49 (가정리),35.2581787,127.1516545,50,단독,46,,,Y,5,5
30,곡성휴게소(순천방향),06,전라남도 곡성군 겸면 호남고속도로 49 (가정리),35.2581787,127.1516545,50,단독,46,,,Y,2,2
31,백양사휴게소(논산방향),06,전라남도 장성군 북이면 호남고속도로 108 (박산리),35.393621,126.8072817,50,단독,46,,,Y,2,2
32,백양사휴게소(논산방향),06,전라남도 장성군 북이면 호남고속도로 108 (박산리),35.393621,126.8072817,50,단독,46,,,Y,2,2
33,순천휴게소(순천방향),06,전라남도 순천시 서면 호남고속도로 3 (비월리),35.0087393,127.4465958,50,단독,46,,,Y,2,2
34,보성녹차휴게소(광양방향),06,전라남도 보성군 겸백면 남해고속도로 70 (수남리),34.8080819,127.1818816,50,단독,46,,,Y,2,2
35,보성녹차휴게소(목포방향),06,전라남도 보성군 미력면 화방리 1647-1,34.8142816,127.1249081,50,단독,46,,,Y,3,3
36,함평나비휴게소(광주방향),06,전라남도 함평군 엄다면 무안광주고속도로 12 (화양리),35.0375226,126.5121951,50,단독,46,,,Y,9,9
37,함평나비휴게소(광주방향),06,전라남도 함평군 엄다면 무안광주고속도로 12 (화양리),35.0375226,126.5121951,50,단독,46,,,Y,2,2
38,한국도로공사담양지사,06,전라남도 담양군 대전면 중옥길 34,35.2601773,126.887074,50,단독,46,,,Y,9,9
39,백양사휴게소(순천방향),06,전라남도 장성군 북이면 호남고속도로 107 (모현리),35.3941502,126.8060197,50,단독,46,,,Y,9,9
40,백양사휴게소(순천방향),06,전라남도 장성군 북이면 호남고속도로 107 (모현리),35.3941502,126.8060197,50,단독,46,,,Y,2,2
41,롯데마트 목포점,06,전라남도 목포시 원형서로 15 롯데마트목포점,34.7972912,126.4294846,50,단독,46,,,Y,2,2
42,롯데마트 목포점,06,전라남도 목포시 원형서로 15 롯데마트목포점,34.7972912,126.4294846,50,단독,46,,,Y,2,2
43,호텔아이엠,06,전라남도 순천시 역전광장1길 4,34.945398,127.50032,50,단독,46,,,Y,2,2
44,팔마실내체육관,06,전라남도 순천시 연향동 771,34.934749,127.520024,50,단독,46,,,Y,2,2
45,농산물도매시장,06,전라남도 순천시 해룡면 성산리 180-1,34.916364,127.539391,50,단독,46,,,Y,2,2
46,다도해상국립공원 팔영산주차장,06,전라남도 고흥군 점암면 성기리 능가사로 386-2,34.6414075,127.413822,50,단독,46,,,Y,2,2
47,다도해상국립공원 팔영산주차장,06,전라남도 고흥군 점암면 성기리 능가사로 386-2,34.6414075,127.413822,50,단독,46,,,Y,2,2
48,두리관광펜션,06,전라남도 영광군 염산면 두우리963번지,35.236631,126.303189,50,단독,46,,,Y,2,2
49,남부주유소,06,전라남도 영광군 영광읍 영광로1330,35.255888,126.51333,50,단독,46,,,Y,9,9
50,할리스커피,06,전라남도 영광군 백수읍 해안로918,35.350442,126.388023,50,단독,46,,,Y,2,2
51,낙원주유소,06,전라남도 영광군 천년로1329,35.265806,126.492535,50,단독,46,,,Y,2,2
52,SK 산동2주유소,06,전라남도 구례군 산동면 산업로 2319,35.338452,127.44167,50,단독,46,,,Y,2,2
53,지리산국립공원 남부 성삼재 주차장,06,전라남도 구례군 산동면 노고단로1068,35.305559,127.511169,50,단독,46,,,Y,2,2
54,지리산국립공원 남부 성삼재 주차장,06,전라남도 구례군 산동면 노고단로1068,35.305559,127.511169,50,단독,46,,,Y,2,2
55,지리산남부탐방안내소,06,전라남도 구례군 마산면 화엄사로 372,35.242858,127.488567,50,단독,46,,,Y,2,2
56,지리산남부탐방안내소,06,전라남도 구례군 마산면 화엄사로 372,35.242858,127.488567,50,단독,46,,,Y,2,2
57,지리산생태탐방연수원,06,전라남도 구례군 마산면 황전리 41,35.24331,127.490274,50,단독,46,,,Y,2,2
58,지리산생태탐방연수원,06,전라남도 구례군 마산면 황전리 41,35.24331,127.490274,50,단독,46,,,Y,2,2
59,내장산백암사무소 백양사 구 버스터미널 백양사 2주차장,06,전라남도 장성군 북하면 약수리 252-6,35.424724,126.878993,50,단독,46,,,Y,2,2
60,내장산백암사무소 백양사 구 버스터미널 백양사 2주차장,06,전라남도 장성군 북하면 약수리 252-6,35.424724,126.878993,50,단독,46,,,Y,2,2
61,내장산백암사무소 백양탐방지원센터 백양사 4주차장,06,전라남도 장성군 북하면 약수리 244-4,35.427933,126.87934,50,단독,46,,,Y,2,2
62,내장산백암사무소 백양탐방지원센터 백양사 4주차장,06,전라남도 장성군 북하면 약수리 244-4,35.427933,126.87934,50,단독,46,,,Y,2,2
63,내장산백암사무소 남창관리소,06,전라남도 장성군 북하면 신성리 427-2,35.459033,126.841244,50,단독,46,,,Y,2,2
64,내장산백암사무소 남창관리소,06,전라남도 장성군 북하면 신성리 427-2,35.459033,126.841244,50,단독,46,,,Y,2,2
65,F1경주장카트장/상설블럭4주차장,06,전라남도 영암군 삼호읍 삼포리 1941(4주차장),34.741765,126.415468,50,단독,46,,,Y,2,2
66,월출산국립공원 천황주차장,06,전라남도 영암군 영암읍 개신리 484-47,34.777593,126.722181,50,단독,46,,,Y,9,9
67,월출산국립공원 천황주차장,06,전라남도 영암군 영암읍 개신리 484-47,34.777593,126.722181,50,단독,46,,,Y,9,9
68,무안공항,06,전라남도 무안군 망운면 공항로 970-260,34.994799,126.389068,50,단독,46,,,Y,2,2
69,전남도청e주차장,06,전라남도 무안군 삼향읍 오룡1길 (E주차장-전라남도관광안내소),34.814731,126.464692,50,단독,46,,,Y,2,2
70,금호화순리조트,06,전라남도 화순군 북면 옥리 600-1,35.16371,127.083979,50,단독,46,,,Y,2,2
71,금호화순리조트,06,전라남도 화순군 북면 옥리 600-1,35.16371,127.083979,50,단독,46,,,Y,2,2
72,롯데마트 여수점,06,전라남도 여수시 국포1로 36 (국동),34.728465,127.720661,50,단독,46,,,Y,2,2
73,반남면사무소,06,전라남도 나주시 반남면 자미로 6,34.9033498,126.6516778,50,단독,46,,,Y,9,9
74,다시면사무소,06,전라남도 나주시 다시면 다시로 175-24,35.0191976,126.6369573,50,단독,46,,,Y,2,2
75,다도면사무소,06,전라남도 나주시 다도면 다도로 759,34.9471335,126.8271952,50,단독,46,,,Y,2,2
76,일로읍사무소 주차장,06,전라남도 무안군 일로읍 일로중앙로 37,34.8513759,126.4905215,50,단독,46,,,Y,2,2
77,운남면사무소 주차장,06,전라남도 무안군 운남면 운해로 607,34.9622129,126.343487,50,단독,46,,,Y,2,2
78,왕지2공영주차장,06,전라남도 순천시 왕지동 852-1,34.9704562,127.5232657,50,단독,46,,,Y,2,2
79,현대자동차 순천정원대리점,06,전라남도 순천시 우석로 94,34.9371833,127.4888449,50,단독,46,,,Y,2,2
80,GS칼텍스 보람주유소,06,전라남도 여수시 쌍봉로 248,34.7643158,127.682882,50,단독,46,,,Y,9,9
81,블루핸즈 곡성점,06,전라남도 곡성군 곡성읍 학교로8,35.2773675,127.2898271,50,단독,46,,,Y,2,2
82,GS칼텍스 유정주유소,06,전라남도 곡성군 석곡면 유정리 381-5,35.1262918,127.2511561,50,단독,46,,,Y,2,2
83,고흥군상하수도사업소,06,"전라남도 고흥군 고흥읍 호형리 660-7, 입구 주차장",34.5987562,127.3048845,50,단독,46,,,Y,2,2
84,고흥군상하수도사업소,04,"전라남도 고흥군 고흥읍 호형리 660-7, 입구 주차장",34.5987562,127.3048845,100,동시,46,,,Y,2,2
85,고흥군상하수도사업소,04,"전라남도 고흥군 고흥읍 호형리 660-7, 입구 주차장",34.5987562,127.3048845,100,동시,46,,,Y,2,2
86,도양읍민회관,06,전라남도 고흥군 도양읍 봉암리 1607-1,34.5354443,127.1393467,50,단독,46,,,Y,2,2
87,도양읍민회관,04,전라남도 고흥군 도양읍 봉암리 1607-1,34.5354443,127.1393467,100,동시,46,,,Y,3,3
88,도양읍민회관,04,전라남도 고흥군 도양읍 봉암리 1607-1,34.5354443,127.1393467,100,동시,46,,,Y,2,2
89,인동숲주차장,06,"전라남도 광양시 광양읍 인서리 238, 좌측 주차장",34.9701726,127.5874001,50,단독,46,,,Y,2,2
90,인동숲주차장,04,"전라남도 광양시 광양읍 인서리 238, 좌측 주차장",34.9701726,127.5874001,100,동시,46,,,Y,2,2
91,인동숲주차장,04,"전라남도 광양시 광양읍 인서리 238, 좌측 주차장",34.9701726,127.5874001,100,동시,46,,,Y,2,2
92,구례자연드림파크,06,"전라남도 구례군 용방면 용산로 107-74, 라면공방 후면 주차장",35.2742101,127.4136962,50,단독,46,,,Y,2,2
93,구례자연드림파크,04,"전라남도 구례군 용방면 용산로 107-74, 라면공방 후면 주차장",35.2742101,127.4136962,100,동시,46,,,Y,2,2
94,구례자연드림파크,04,"전라남도 구례군 용방면 용산로 107-74, 라면공방 후면 주차장",35.2742101,127.4136962,100,동시,46,,,Y,2,2
95,매산뜰주차장,06,"전라남도 순천시 금곡동 60-6, 안쪽 주차장",34.956899,127.480438,50,단독,46,,,Y,2,2
96,매산뜰주차장,04,"전라남도 순천시 금곡동 60-6, 안쪽 주차장",34.956899,127.480438,100,동시,46,,,Y,2,2
97,매산뜰주차장,04,"전라남도 순천시 금곡동 60-6, 안쪽 주차장",34.956899,127.480438,100,동시,46,,,Y,2,2
98,순천시문화건강센터,06,"전라남도 순천시 환선로 133, 수영장 후면 주차장",34.9681699,127.4862335,50,단독,46,,,Y,2,2
99,순천시문화건강센터,04,"전라남도 순천시 환선로 133, 수영장 후면 주차장",34.9681699,127.4862335,100,동시,46,,,Y,2,2
100,순천시문화건강센터,04,"전라남도 순천시 환선로 133, 수영장 후면 주차장",34.9681699,127.4862335,100,동시,46,,,Y,2,2
101,소호요트마리나,06,"전라남도 여수시 소호동 505-2, 입구 우측",34.7388447,127.6501224,50,단독,46,,,Y,2,2
102,소호요트마리나,04,"전라남도 여수시 소호동 505-2, 입구 우측",34.7388447,127.6501224,100,동시,46,,,Y,2,2
103,소호요트마리나,04,"전라남도 여수시 소호동 505-2, 입구 우측",34.7388447,127.6501224,100,동시,46,,,Y,2,2
104,GS 여수율촌점,06,전라남도 여수시 율촌면 여순로 699,34.8608213,127.5920991,50,단독,46,,,Y,2,2
105,GS 여수율촌점,04,전라남도 여수시 율촌면 여순로 699,34.8608213,127.5920991,100,동시,46,,,Y,2,2
106,GS 여수율촌점,04,전라남도 여수시 율촌면 여순로 699,34.8608213,127.5920991,100,동시,46,,,Y,2,2
107,롯데마트 여천점,06,"전라남도 여수시 무선로 187, 4층 주차장 428",34.7768918,127.6515016,50,단독,46,,,Y,2,2
108,롯데마트 여천점,04,"전라남도 여수시 무선로 187, 4층 주차장 428",34.7768918,127.6515016,100,동시,46,,,Y,2,2
109,롯데마트 여천점,04,"전라남도 여수시 무선로 187, 4층 주차장 428",34.7768918,127.6515016,100,동시,46,,,Y,2,2
110,무안군청 주차장,06,"전라남도 무안군 무안로 530, 군청 후면 주차장",34.9902528,126.4817139,50,단독,46,,,Y,2,2
111,무안군청 주차장,04,"전라남도 무안군 무안로 530, 군청 후면 주차장",34.9902528,126.4817139,100,동시,46,,,Y,2,2
112,무안군청 주차장,04,"전라남도 무안군 무안로 530, 군청 후면 주차장",34.9902528,126.4817139,100,동시,46,,,Y,2,2
113,화순군청 후면 주차장,06,"전라남도 화순군 화순읍 훈리 31, 군청 후면 주차장",35.0646098,126.9871369,50,단독,46,,,Y,2,2
114,화순군청 후면 주차장,04,"전라남도 화순군 화순읍 훈리 31, 군청 후면 주차장",35.0646098,126.9871369,100,동시,46,,,Y,2,2
115,화순군청 후면 주차장,04,"전라남도 화순군 화순읍 훈리 31, 군청 후면 주차장",35.0646098,126.9871369,100,동시,46,,,Y,2,2
116,롯데마트 나주점,06,전라남도 나주시 내동길 15,35.013283,126.712774,50,단독,46,,,Y,2,2
117,고흥만남의광장,06,전라남도 고흥군 동강면 고흥로 4797,34.8234725,127.345348,50,단독,46,,,Y,2,2
118,곡성섬진강기차마을,06,전라남도 곡성군 오곡면 기차마을로 232,35.2779907,127.3077566,50,단독,46,,,Y,2,2
119,중마버스터미널 공영주차장,06,전라남도 광양시 공영로 91,34.936181,127.6986093,50,단독,46,,,Y,2,2
120,목포시종합관광안내소,06,전라남도 목포시 영산로 843,34.838259,126.422266,50,단독,46,,,Y,2,2
121,현경면사무소,06,전라남도 무안군 현경면 현해로 84,35.0212015,126.4117867,50,단독,46,,,Y,2,2
122,보성군청,06,전라남도 보성군 보성읍 송재로 165,34.7708502,127.0800476,50,단독,46,,,Y,2,2
123,율포해수욕장,06,전라남도 보성군 회천면 우암길 24,34.6702687,127.0893129,50,단독,46,,,Y,2,2
124,주암휴게소(논산방향),06,전라남도 순천시 주암면 호남고속도로 24,35.0760606,127.2658402,50,단독,46,,,Y,2,2
125,주암휴게소(순천방향),06,전라남도 순천시 주암면 호남고속도로 23,35.0758351,127.2643897,50,단독,46,,,Y,2,2
126,황전면사무소,06,전라남도 순천시 황전면 백야중길 12,35.1011614,127.4268295,50,단독,46,,,Y,2,2
127,순천시청,06,전라남도 순천시 장천동 62-1,34.9496931,127.4870383,50,단독,46,,,Y,2,2
128,순천법원앞 공영주차장,06,전라남도 순천시 왕지동 853-2,34.970334,127.5255958,50,단독,46,,,Y,2,2
129,순천사랑나눔복지회관,06,전라남도 순천시 주암면 동주로 2042-3,35.0765599,127.234618,50,단독,46,,,Y,9,9
130,대마전기차산업단지,06,전라남도 영광군 대마면 송죽리 1042-1,35.287036,126.576576,50,단독,46,,,Y,2,2
131,영광군청,06,전라남도 영광군 영광읍 중앙로 203,35.277203,126.512463,50,단독,46,,,Y,2,2
132,영광군 수변공원,06,전라남도 영광군 불갑면 방마로 151,35.221127,126.513736,50,단독,46,,,Y,2,2
133,시종면사무소,06,전라남도 영암군 시종면 내동중앙로 41,34.8687243,126.6072102,50,단독,46,,,Y,2,2
134,영암군청,06,전라남도 영암군 영암읍 군청로 1,34.8005311,126.6970612,50,단독,46,,,Y,9,9
135,장흥군청,06,전라남도 장흥군 장흥읍 장흥로 21,34.6820273,126.9073042,50,단독,46,,,Y,2,2
136,함평엑스포공원,06,전라남도 함평군 함평읍 곤재로 27,35.0592288,126.522074,50,단독,46,,,Y,2,2
137,해남광장(해남터널입구광장),06,전라남도 해남군 해남읍 해남로 160-60,34.565781,126.6222073,50,단독,46,,,Y,2,2
138,하니움문화스포츠센터,06,전라남도 화순군 화순읍 학포로 2698,35.0484248,126.9644035,50,단독,46,,,Y,2,2
139,경포대주차장,06,전라남도 강진군 성전면 월남리 1171-5？ ,34.74612,126.709498,100,단독,46,,,Y,2,2
140,고흥군청 (신청사),06,전라남도 고흥군 등암리 186-11,34.604199,127.275431,100,단독,46,,,Y,2,2
141,옥과면 행정복지센터,06,전라남도 곡성군 옥과면 천변로 135,35.273727,127.13567,100,단독,46,,,Y,2,2
142,섬진강휴게소(부산방향),06,전라남도 광양시 진월면 섬진강매화로 141,34.984634,127.77069,100,단독,46,,,Y,2,2
143,섬진강휴게소(순천방향),06,전라남도 광양시 진월면 신답길 24-14,34.985676,127.769426,100,단독,46,,,Y,2,2
144,무정면 소재지 (무정체육공원),06,전라남도 담양군 무정면 봉안리 609,35.293676,127.031955,100,단독,46,,,Y,2,2
145,청계면사무소,06,전라남도 무안군 청계면 영산로 1701-8？,34.910887,126.429178,100,단독,46,,,Y,2,2
146,조성면사무소,06,전라남도 보성군 조성면 조성로 119,34.808417,127.247262,100,단독,46,,,Y,2,2
147,순천시 농업기술센터,06,전라남도 순천시 승주읍 승주로 628,35.015915,127.379214,100,단독,46,,,Y,2,2
148,선암사 주차장,06,전라남도 순천시 승주읍 죽학리 767-1,34.992242,127.344802,100,단독,46,,,N,2,2
149,송광면사무소,06,전라남도 순천시 송광면 쌍향수길 1338,34.97425,127.263997,100,단독,46,,,Y,2,2
150,차량등록사업소,06,전라남도 순천시 중앙로 351,34.97717,127.481923,100,단독,46,,,Y,2,2
151,주암휴게소(논산방향),06,전라남도 순천시 주암면 호남고속도로 24,35.07658,127.265836,100,단독,46,,,Y,2,2
152,주암휴게소(순천방향),06,전라남도 순천시 주암면 호남고속도로 23,35.076185,127.264124,100,단독,46,,,Y,2,2
153,돌산읍사무소,06,전라남도 여수시 돌산읍 군내리 353-1,34.617451,127.721712,100,단독,46,,,Y,2,2
154,망마경기장 내 게이트볼장,06,전라남도 여수시 시전동 64,34.758833,127.682396,100,단독,46,,,Y,2,2
155,화양보건지소,06,전라남도 여수시 화양면 화양로 1436-9,34.709749,127.617786,100,단독,46,,,Y,2,2
156,영광생활체육공원,06,전라남도 영광군 영광읍 도동리 365,35.271023,126.515392,100,단독,46,,,Y,2,2
157,완도항만터미널,06,전라남도 완도군 완도읍 장보고대로 335,34.315677,126.760377,100,단독,46,,,N,2,2
158,우드랜드 우드밸리사업소,06,전라남도 장흥군 장흥읍 우드랜드길 180,34.672117,126.931418,100,단독,46,,,Y,2,2
159,두륜산도립공원,06,전라남도 해남군 삼산면 구림리 146-14,34.497804,126.619854,100,단독,46,,,Y,2,2
160,진남관주차장,06,전라남도 여수시 중앙동 505,34.741689,127.736139,100,단독,46,,,N,2,2
161,여수시민회관,06,전라남도 여수시 좌수영로 69(광무동),34.746598,127.728377,100,단독,46,,,Y,9,9
162,롯데마트 나주점,06,"전라남도 나주시 송월동 1106-2, 1층",35.013326,126.712845,100,단독,46,,,Y,2,2
163,순천시청,04,전라남도 순천시 장명로 30,34.949677,127.487118,200,동시,46,,,N,2,2
164,순천시청,04,전라남도 순천시 장명로 30,34.949677,127.487118,200,동시,46,,,N,2,2
165,나로도연안여객선터미널,04,전라남도 고흥군 봉래면 나로도항길 120-7,34.466482,127.454336,200,동시,46,,,Y,2,2
166,나로도연안여객선터미널,04,전라남도 고흥군 봉래면 나로도항길 120-7,34.466482,127.454336,200,동시,46,,,Y,2,2
167,곡성군청 공영주차장,04,전라남도 곡성군 곡성읍 읍내리 714-3,35.282389,127.291026,200,동시,46,,,Y,2,2
168,곡성군청 공영주차장,04,전라남도 곡성군 곡성읍 읍내리 714-3,35.282389,127.291026,200,동시,46,,,Y,2,2
169,레저문화센터(곡성문화원),04,전라남도 곡성군 곡성읍 읍내리 256 ,35.280012,127.297415,200,동시,46,,,Y,2,2
170,레저문화센터(곡성문화원),04,전라남도 곡성군 곡성읍 읍내리 256 ,35.280012,127.297415,200,동시,46,,,Y,2,2
171,LF스퀘어 광양점,04,"전라남도 광양시 광양읍 순광로 466, 1층",34.963655,127.565827,200,동시,46,,,Y,2,2
172,LF스퀘어 광양점,04,"전라남도 광양시 광양읍 순광로 466, 1층",34.963655,127.565827,200,동시,46,,,Y,2,2
173,광양읍사무소 앞 주차장,04,전라남도 광양시 광양읍 칠성리 948-1,34.972375,127.580592,200,동시,46,,,Y,2,2
174,광양읍사무소 앞 주차장,04,전라남도 광양시 광양읍 칠성리 948-1,34.972375,127.580592,200,동시,46,,,Y,2,2
175,대신증권앞 주차장,04,전라남도 광양시 중동 1358-1,34.942046,127.694417,200,동시,46,,,Y,2,2
176,대신증권앞 주차장,04,전라남도 광양시 중동 1358-1,34.942046,127.694417,200,동시,46,,,Y,2,2
177,중마상설시장 주차장,04,전라남도 광양시 중동 1732-3,34.938433,127.699801,200,동시,46,,,Y,2,2
178,중마상설시장 주차장,04,전라남도 광양시 중동 1732-3,34.938433,127.699801,200,동시,46,,,Y,2,2
179,빛가람전망대 전망대 바로 앞 주차장,04,전라남도 나주시 빛가람동 346-1,35.014085,126.79105,200,동시,46,,,Y,2,2
180,빛가람전망대 전망대 바로 앞 주차장,04,전라남도 나주시 빛가람동 346-1,35.014085,126.79105,200,동시,46,,,Y,2,2
181,한국농촌경제연구원,04,전라남도 나주시 빛가람로 601,35.022751,126.778496,200,동시,46,,,Y,9,9
182,한국농촌경제연구원,04,전라남도 나주시 빛가람로 601,35.022751,126.778496,200,동시,46,,,Y,2,2
183,대나무박물관,04,전라남도 담양군 담양읍 죽향문화로 35,35.310607,126.976907,200,동시,46,,,Y,2,2
184,대나무박물관,04,전라남도 담양군 담양읍 죽향문화로 35,35.310607,126.976907,200,동시,46,,,Y,3,3
185,남악 다목적체육관,04,전라남도 무안군 삼향읍 남악로 327,34.805067,126.474614,200,동시,46,,,Y,2,2
186,남악 다목적체육관,04,전라남도 무안군 삼향읍 남악로 327,34.805067,126.474614,200,동시,46,,,Y,2,2
187,생태갯벌사업소,04,전라남도 무안군 해제면 유월리 16-78,35.100018,126.333392,200,동시,46,,,Y,2,2
188,생태갯벌사업소,04,전라남도 무안군 해제면 유월리 16-78,35.100018,126.333392,200,동시,46,,,Y,2,2
189,무안스포츠파크 골프연습장,04,전라남도 무안군 공항로 347-83,35.000953,126.44749,200,동시,46,,,Y,2,2
190,무안스포츠파크 골프연습장,04,전라남도 무안군 공항로 347-83,35.000953,126.44749,200,동시,46,,,Y,2,2
191,회산백련지사업소,04,전라남도 무안군 일로읍 복룡리 128-1,34.859807,126.531072,200,동시,46,,,Y,2,2
192,회산백련지사업소,04,전라남도 무안군 일로읍 복룡리 128-1,34.859807,126.531072,200,동시,46,,,Y,2,2
193,덕연동사무소,04,전라남도 순천시 덕연로 41,34.948338,127.510724,200,동시,46,,,Y,2,2
194,덕연동사무소,04,전라남도 순천시 덕연로 41,34.948338,127.510724,200,동시,46,,,Y,3,3
195,송광사 주차장,04,전라남도 순천시 송광면 신평리 134-2,35.00533,127.264931,200,동시,46,,,Y,2,2
196,송광사 주차장,04,전라남도 순천시 송광면 신평리 134-2,35.00533,127.264931,200,동시,46,,,Y,2,2
197,순천대학교 평생교육원 주차장,04,전라남도 순천시 중앙로 255,34.966759,127.483622,200,동시,46,,,Y,2,2
198,순천대학교 평생교육원 주차장,04,전라남도 순천시 중앙로 255,34.966759,127.483622,200,동시,46,,,Y,2,2
199,순천에코촌,04,전라남도 순천시 해룡면 대안마산길 180,34.922365,127.517443,200,동시,46,,,Y,2,2
200,순천에코촌,04,전라남도 순천시 해룡면 대안마산길 180,34.922365,127.517443,200,동시,46,,,Y,2,2
201,여수시청 직장어린이집앞,04,전라남도 여수시 시청로 1,34.759531,127.663532,200,동시,46,,,Y,2,2
202,여수시청 직장어린이집앞,04,전라남도 여수시 시청로 1,34.759531,127.663532,200,동시,46,,,Y,2,2
203,흥국체육관,04,전라남도 여수시 선소로 93 여수흥국체육관,34.761583,127.667942,200,동시,46,,,N,9,9
204,흥국체육관,04,전라남도 여수시 선소로 93 여수흥국체육관,34.761583,127.667942,200,동시,46,,,N,9,9
205,영광실내수영장,04,전라남도 영광군 영광읍 월현로 170,35.288049,126.494545,200,동시,46,,,Y,2,2
206,영광실내수영장,04,전라남도 영광군 영광읍 월현로 170,35.288049,126.494545,200,동시,46,,,Y,2,2
207,영암읍 기찬랜드 주차장,04,전라남도 영암군 영암읍 회문리 417-2,34.793225,126.685373,200,동시,46,,,N,2,2
208,영암읍 기찬랜드 주차장,04,전라남도 영암군 영암읍 회문리 417-2,34.793225,126.685373,200,동시,46,,,N,2,2
209,왕인박사유적지 영월관 앞 주차장,04,전라남도 영암군 군서면 왕인로 440,34.757391,126.628072,200,동시,46,,,N,2,2
210,왕인박사유적지 영월관 앞 주차장,04,전라남도 영암군 군서면 왕인로 440,34.757391,126.628072,200,동시,46,,,N,2,2
211,보건의료원,04,전라남도 완도군 완도읍 농공단지길 34,34.336467,126.731385,200,동시,46,,,Y,2,2
212,보건의료원,04,전라남도 완도군 완도읍 농공단지길 34,34.336467,126.731385,200,동시,46,,,Y,2,2
213,완도군청,04,전라남도 완도군 완도읍 청해진남로 51,34.310957,126.755021,200,동시,46,,,Y,2,2
214,완도군청,04,전라남도 완도군 완도읍 청해진남로 51,34.310957,126.755021,200,동시,46,,,Y,2,2
215,천관산도립공원,04,전라남도 장흥군 관산읍 천관산,34.548877,126.937318,200,동시,46,,,N,2,2
216,천관산도립공원,04,전라남도 장흥군 관산읍 천관산,34.548877,126.937318,200,동시,46,,,N,2,2
