,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1,0 : 2,0 : 3,0 : 4,0 : 5
654,금앤옥통나무펜션,02,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 6,33.283205,126.629345,,,50,,,Y,2,2,2,2,2,2
655,금앤옥통나무펜션,02,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 6,33.283205,126.629345,,,50,,,Y,2,2,2,2,2,2
656,선스토리,02,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,33.316539,126.837707,,,50,,,Y,2,2,2,2,2,2
657,선스토리,02,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,33.316539,126.837707,,,50,,,Y,2,2,2,2,2,2
658,가산토방,02,제주특별자치도 서귀포시 인정오름로 90,33.287427,126.577512,,,50,,,Y,2,2,2,2,2,2
659,가산토방,02,제주특별자치도 서귀포시 인정오름로 90,33.287427,126.577512,,,50,,,Y,2,2,2,2,2,2
660,모던플레이스,02,제주특별자치도 서귀포시 상예로 262,33.268192,126.394885,,,50,,,Y,2,2,2,2,2,2
661,제주스카이휴양펜션,02,제주특별자치도 서귀포시 표선면 세성로 352-32,33.335647,126.798382,,,50,,,Y,2,2,2,2,2,2
662,제주스카이휴양펜션,02,제주특별자치도 서귀포시 표선면 세성로 352-32,33.335647,126.798382,,,50,,,Y,2,2,2,2,2,2
663,메이더호텔,02,제주특별자치도 제주시 구좌읍 일주동로 1626,33.551827,126.706813,,,50,,,Y,2,2,2,2,2,2
664,메이더호텔,02,제주특별자치도 제주시 구좌읍 일주동로 1626,33.551827,126.706813,,,50,,,Y,2,2,2,2,2,2
665,㈜제주테마조각공원,02,제주특별자치도 제주시 1100로 2894-72,33.452306,126.488933,,,50,,,Y,1,1,1,1,1,1
666,㈜제주테마조각공원,02,제주특별자치도 제주시 1100로 2894-72,33.452306,126.488933,,,50,,,Y,2,2,2,2,2,2
667,대원상록수12차 주민자치회,02,제주특별자치도 제주시 오라2동 1496-1,33.4874215,126.5130945,,,50,,,Y,2,2,2,2,2,2
668,대원상록수12차 주민자치회,02,제주특별자치도 제주시 오라2동 1496-1,33.4874215,126.5130945,,,50,,,Y,3,3,3,3,3,3
669,김녕새마을회,02,제주특별자치도 제주시 구좌읍 일주동로 2045,33.5515797,126.7488094,,,50,,,Y,1,1,1,1,1,1
670,만디와산,02,제주특별자치도 제주시 조천읍 함와로 548-1,33.494744,126.679538,,,50,,,Y,2,2,2,2,2,2
671,만디와산,02,제주특별자치도 제주시 조천읍 함와로 548-1,33.494744,126.679538,,,50,,,Y,2,2,2,2,2,2
672,동광리마을회,02,제주특별자치도 서귀포시 안덕면 동광로 126,33.3076171,126.3398858,,,50,,,Y,2,2,2,2,2,2
673,동광리마을회,02,제주특별자치도 서귀포시 안덕면 동광로 126,33.3076171,126.3398858,,,50,,,Y,1,1,1,1,1,1
674,오션하우스,02,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,33.2348365,126.3101792,,,50,,,Y,2,2,2,2,2,2
675,오션하우스,02,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,33.2348365,126.3101792,,,50,,,Y,2,2,2,2,2,2
676,제주조이랜드,02,제주특별자치도 제주시 애월읍 애원로 116-5,33.4549146,126.3251277,,,50,,,Y,1,1,1,1,1,1
677,제주조이랜드,02,제주특별자치도 제주시 애월읍 애원로 116-5,33.4549146,126.3251277,,,50,,,Y,2,2,2,2,2,2
678,주식회사 레저가온 제주지점,02,제주특별자치도 제주시 애월읍 중산간서로 5409,33.4327678,126.3216538,,,50,,,Y,2,2,2,2,2,2
679,주식회사 레저가온 제주지점,02,제주특별자치도 제주시 애월읍 중산간서로 5409,33.4327678,126.3216538,,,50,,,Y,2,2,2,2,2,2
680,J두빛나래리조트,02,제주특별자치도 서귀포시 안덕면 사계북로 99,33.2365394,126.2984496,,,50,,,Y,9,9,9,9,9,9
681,J두빛나래리조트,02,제주특별자치도 서귀포시 안덕면 사계북로 99,33.2365394,126.2984496,,,50,,,Y,9,9,9,9,9,9
682,제주해안휴양펜션,02,제주특별자치도 서귀포시 안덕면 사계남로 89,33.2272994,126.2995262,,,50,,,Y,2,2,2,2,2,2
683,뷰티플리조트,02,제주특별자치도 서귀포시 이어도로253번길 2,33.243755,126.4466854,,,50,,,Y,1,1,1,1,1,1
684,뷰티플리조트,02,제주특별자치도 서귀포시 이어도로253번길 2,33.243755,126.4466854,,,50,,,Y,2,2,2,2,2,2
685,제주아리랑,02,제주특별자치도 서귀포시 안덕면 일주서로 1975-16,33.2497051,126.3053207,,,50,,,Y,9,9,9,9,9,9
686,제주아리랑,02,제주특별자치도 서귀포시 안덕면 일주서로 1975-16,33.2497051,126.3053207,,,50,,,Y,9,9,9,9,9,9
687,사계리마을회,02,제주특별자치도 서귀포시 안덕면 사계중앙로 3,33.2311141,126.2981597,,,50,,,Y,2,2,2,2,2,2
688,사계리마을회,02,제주특별자치도 서귀포시 안덕면 사계중앙로 3,33.2311141,126.2981597,,,50,,,Y,2,2,2,2,2,2
689,사우스캘리(서귀산방),02,제주특별자치도 서귀포시 중산간서로157번길 74,33.2558631,126.4977777,,,50,,,Y,2,2,2,2,2,2
690,사우스캘리(서귀산방),02,제주특별자치도 서귀포시 중산간서로157번길 74,33.2558631,126.4977777,,,50,,,Y,2,2,2,2,2,2
691,제이앤비가족호텔,02,제주특별자치도 서귀포시 토평남로30번길 10-8,33.2606841,126.5925928,,,50,,,Y,2,2,2,2,2,2
692,제이앤비가족호텔,02,제주특별자치도 서귀포시 토평남로30번길 10-8,33.2606841,126.5925928,,,50,,,Y,2,2,2,2,2,2
693,중문훼미리콘도미니엄,02,제주특별자치도 서귀포시 소보리당로164번길 83,33.2659445,126.3836379,,,50,,,Y,1,1,1,1,1,1
694,미르빌,02,제주특별자치도 서귀포시 안덕면 사계로114번길 87,33.2461154,126.3059834,,,50,,,Y,2,2,2,2,2,2
695,미르빌,02,제주특별자치도 서귀포시 안덕면 사계로114번길 87,33.2461154,126.3059834,,,50,,,Y,2,2,2,2,2,2
696,주식회사 파미유,02,제주특별자치도 서귀포시 이어도로 826-6,33.2350118,126.5029207,,,50,,,Y,2,2,2,2,2,2
697,주식회사 파미유,02,제주특별자치도 서귀포시 이어도로 826-6,33.2350118,126.5029207,,,50,,,Y,2,2,2,2,2,2
698,제주끄라비펜션,02,제주특별자치도 서귀포시 토평로148번길 28,33.2794049,126.5913972,,,50,,,Y,2,2,2,2,2,2
699,제주끄라비펜션,02,제주특별자치도 서귀포시 토평로148번길 28,33.2794049,126.5913972,,,50,,,Y,2,2,2,2,2,2
700,자인빌리지펜션,02,제주특별자치도 서귀포시 하신상로 174-21,33.2746014,126.6095504,,,50,,,Y,1,1,1,1,1,1
701,자인빌리지펜션,02,제주특별자치도 서귀포시 하신상로 174-21,33.2746014,126.6095504,,,50,,,Y,2,2,2,2,2,2
702,해담은,02,제주특별자치도 서귀포시 안덕면 사계북로 157-17,33.239402,126.303953,,,50,,,Y,1,1,1,1,1,1
703,의귀리마을회,02,제주특별자치도 서귀포시 남원읍 한신로 207,33.310333,126.713388,,,50,,,Y,2,2,2,2,2,2
704,의귀리마을회,02,제주특별자치도 서귀포시 남원읍 한신로 207,33.310333,126.713388,,,50,,,Y,2,2,2,2,2,2
705,신흥2리마을회,02,제주특별자치도 서귀포시 남원읍 중산간동로 5807,33.3211699,126.7456777,,,50,,,Y,2,2,2,2,2,2
706,신흥2리마을회,02,제주특별자치도 서귀포시 남원읍 중산간동로 5807,33.3211699,126.7456777,,,50,,,Y,2,2,2,2,2,2
707,남원1리마을회,02,제주특별자치도 서귀포시 남원읍 남원회관로 27,33.27805,126.71546,,,50,,,Y,3,3,3,3,3,3
708,남원1리마을회,02,제주특별자치도 서귀포시 남원읍 남원회관로 27,33.27805,126.71546,,,50,,,Y,2,2,2,2,2,2
709,태흥1리마을회,02,제주특별자치도 서귀포시 남원읍 태위로 817,33.283392,126.7332,,,50,,,Y,1,1,1,1,1,1
710,태흥2리마을회,02,제주특별자치도 서귀포시 남원읍 태신로 14,33.2877438,126.7451812,,,50,,,Y,2,2,2,2,2,2
711,태흥2리마을회,02,제주특별자치도 서귀포시 남원읍 태신로 14,33.2877438,126.7451812,,,50,,,Y,2,2,2,2,2,2
712,하례1리마을회,02,제주특별자치도 서귀포시 남원읍 하례중앙로 95,33.2691801,126.6253963,,,50,,,Y,2,2,2,2,2,2
713,위미1리마을회,02,제주특별자치도 서귀포시 남원읍 위미해안로 4-3,33.2737962,126.6572014,,,50,,,Y,2,2,2,2,2,2
714,신례1리마을회,02,제주특별자치도 서귀포시 남원읍 신례중앙로 37,33.288158,126.627,,,50,,,Y,3,3,3,3,3,3
715,신례1리마을회,02,제주특별자치도 서귀포시 남원읍 신례중앙로 37,33.288158,126.627,,,50,,,Y,2,2,2,2,2,2
716,밀레니엄빌,02,제주특별자치도 서귀포시 보목로64번길 196,33.2452326,126.5900383,,,50,,,Y,2,2,2,2,2,2
717,썬레이크빌제주휴양펜션,02,제주특별자치도 서귀포시 성산읍 한도로 49,33.4674929,126.9133546,,,50,,,Y,2,2,2,2,2,2
718,썬레이크빌제주휴양펜션,02,제주특별자치도 서귀포시 성산읍 한도로 49,33.4674929,126.9133546,,,50,,,Y,1,1,1,1,1,1
719,김녕리대충동 새마을회,02,제주특별자치도 제주시 구좌읍 김녕리 2111,33.5516876,126.7471751,,,50,,,Y,2,2,2,2,2,2
720,김녕리대충동 새마을회,02,제주특별자치도 제주시 구좌읍 김녕리 2111,33.5516876,126.7471751,,,50,,,Y,2,2,2,2,2,2
721,빨간풍차,02,제주특별자치도 제주시 구좌읍 김녕남2길 36,33.554273,126.743644,,,50,,,Y,2,2,2,2,2,2
722,빨간풍차,02,제주특별자치도 제주시 구좌읍 김녕남2길 36,33.554273,126.743644,,,50,,,Y,2,2,2,2,2,2
723,김녕새마을회(노인대학),02,제주특별자치도 제주시 구좌읍 김녕로8길 14,33.553042,126.74875,,,50,,,Y,1,1,1,1,1,1
724,욜로펜션,02,제주특별자치도 제주시 구좌읍 문주란로 58,33.5192844,126.8883917,,,50,,,Y,2,2,2,2,2,2
725,성지,02,제주특별자치도 서귀포시 동홍동로 10,33.2553967,126.5750731,,,50,,,Y,2,2,2,2,2,2
726,성지,02,제주특별자치도 서귀포시 동홍동로 10,33.2553967,126.5750731,,,50,,,Y,2,2,2,2,2,2
727,파밀리아 호텔,02,제주특별자치도 서귀포시 대포동서로 63-20,33.2409534,126.4380047,,,50,,,Y,2,2,2,2,2,2
728,파밀리아 호텔,02,제주특별자치도 서귀포시 대포동서로 63-20,33.2409534,126.4380047,,,50,,,Y,2,2,2,2,2,2
729,마니주민박,02,제주특별자치도 제주시 도두1동 1688-9,33.5089565,126.4722161,,,50,,,Y,2,2,2,2,2,2
730,㈜에스피오엘 제주지점(빌레리조트),02,제주특별자치도 제주시 애월읍 고내로13길 79,33.471411,126.3473746,,,50,,,Y,3,3,3,3,3,3
731,㈜에스피오엘 제주지점(빌레리조트),02,제주특별자치도 제주시 애월읍 고내로13길 79,33.471411,126.3473746,,,50,,,Y,2,2,2,2,2,2
732,대웅투민박,02,제주특별자치도 제주시 애월읍 구엄리 348-5,33.4813126,126.3833738,,,50,,,Y,2,2,2,2,2,2
733,대웅투민박,02,제주특별자치도 제주시 애월읍 구엄리 348-5,33.4813126,126.3833738,,,50,,,Y,2,2,2,2,2,2
734,고투베드,02,제주특별자치도 서귀포시 성산읍 서성일로 660,33.4273439,126.8550925,,,50,,,Y,2,2,2,2,2,2
735,고투베드,02,제주특별자치도 서귀포시 성산읍 서성일로 660,33.4273439,126.8550925,,,50,,,Y,2,2,2,2,2,2
736,아망뜨휴양펜션,02,제주특별자치도 서귀포시 표선면 민속해안로 11,33.30608,126.8064068,,,50,,,Y,2,2,2,2,2,2
737,아망뜨휴양펜션,02,제주특별자치도 서귀포시 표선면 민속해안로 11,33.30608,126.8064068,,,50,,,Y,2,2,2,2,2,2
738,더갤러리,02,제주특별자치도 제주시 조천읍 남조로 1717-24,33.4221248,126.6754879,,,50,,,Y,2,2,2,2,2,2
739,더갤러리,02,제주특별자치도 제주시 조천읍 남조로 1717-24,33.4221248,126.6754879,,,50,,,Y,2,2,2,2,2,2
740,한남리마을회,02,제주특별자치도 서귀포시 남원읍 한남리 359-2,33.311867,126.695213,,,50,,,Y,2,2,2,2,2,2
741,바사팬스파,02,제주특별자치도 제주시 한경면 한경해안로 448-6,33.3401641,126.1683622,,,50,,,Y,2,2,2,2,2,2
742,바사팬스파,02,제주특별자치도 제주시 한경면 한경해안로 448-6,33.3401641,126.1683622,,,50,,,Y,2,2,2,2,2,2
743,제주또올레,02,제주특별자치도 제주시 한경면 판포2길 44,33.3608573,126.2013471,,,50,,,Y,2,2,2,2,2,2
744,제주또올레,02,제주특별자치도 제주시 한경면 판포2길 44,33.3608573,126.2013471,,,50,,,Y,2,2,2,2,2,2
745,리치호텔,02,제주특별자치도 제주시 애월읍 고내로13길 100,33.4720296,126.3489132,,,50,,,Y,2,2,2,2,2,2
746,리치호텔,02,제주특별자치도 제주시 애월읍 고내로13길 100,33.4720296,126.3489132,,,50,,,Y,2,2,2,2,2,2
747,하모1리마을회,02,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 47,33.216025,126.25755,,,50,,,Y,2,2,2,2,2,2
748,상모1리마을회,02,제주특별자치도 서귀포시 대정읍 상모인성로 18,33.226368,126.269463,,,50,,,Y,2,2,2,2,2,2
749,상모1리마을회,02,제주특별자치도 서귀포시 대정읍 상모인성로 18,33.226368,126.269463,,,50,,,Y,3,3,3,3,3,3
750,용흥리새마을회,02,제주특별자치도 제주시 애월읍 신용로 144,33.4587107,126.3690552,,,50,,,Y,2,2,2,2,2,2
751,용흥리새마을회,02,제주특별자치도 제주시 애월읍 신용로 144,33.4587107,126.3690552,,,50,,,Y,2,2,2,2,2,2
752,봉개동마을운영회,02,제주특별자치도 제주시 봉개북1길 7,33.491287,126.5950163,,,50,,,Y,2,2,2,2,2,2
753,봉개동마을운영회,02,제주특별자치도 제주시 봉개북1길 7,33.491287,126.5950163,,,50,,,Y,3,3,3,3,3,3
754,중문예촌펜션,02,제주특별자치도 서귀포시 상예로 249-9,33.2680579,126.3938882,,,50,,,Y,2,2,2,2,2,2
755,제주와요,02,제주특별자치도 제주시 조천읍 조천남4길 4,33.5329945,126.6385631,,,50,,,Y,2,2,2,2,2,2
756,여유펜션매점,02,제주특별자치도 서귀포시 성산읍 한도로 23,33.4664908,126.9109565,,,50,,,Y,2,2,2,2,2,2
757,주식회사 아라온제주,02,제주특별자치도 제주시 일주서로 7592-4,33.4947942,126.4580497,,,50,,,Y,2,2,2,2,2,2
758,주식회사 아라온제주,02,제주특별자치도 제주시 일주서로 7592-4,33.4947942,126.4580497,,,50,,,Y,2,2,2,2,2,2
759,포에마,02,제주특별자치도 제주시 한림읍 명월로 13,33.3916358,126.2647641,,,50,,,Y,2,2,2,2,2,2
760,포에마,02,제주특별자치도 제주시 한림읍 명월로 13,33.3916358,126.2647641,,,50,,,Y,2,2,2,2,2,2
761,바다그리기,02,제주특별자치도 제주시 한림읍 옹포2길 16,33.3993553,126.2500403,,,50,,,Y,2,2,2,2,2,2
762,바다그리기,02,제주특별자치도 제주시 한림읍 옹포2길 16,33.3993553,126.2500403,,,50,,,Y,2,2,2,2,2,2
763,애니카랜드삼화점(한일자동차),02,제주특별자치도 제주시 동화로 24,33.5180279,126.5726538,,,50,,,Y,2,2,2,2,2,2
764,돔그라미,02,제주특별자치도 서귀포시 표선면 가시로 137,33.3357369,126.80961,,,50,,,Y,2,2,2,2,2,2
765,제주양로원,02,제주특별자치도 제주시 장군내길 68-1,33.4737596,126.4485375,,,50,,,Y,2,2,2,2,2,2
766,제주양로원,02,제주특별자치도 제주시 장군내길 68-1,33.4737596,126.4485375,,,50,,,Y,2,2,2,2,2,2
767,한담누리게스트하우스,02,제주특별자치도 제주시 애월읍 일주서로 6158,33.4593045,126.3123465,,,50,,,Y,2,2,2,2,2,2
768,한담누리게스트하우스,02,제주특별자치도 제주시 애월읍 일주서로 6158,33.4593045,126.3123465,,,50,,,Y,2,2,2,2,2,2
769,빠담빠담게스트하우스,02,제주특별자치도 서귀포시 표선면 돈오름로 198-4,33.3296201,126.8182094,,,50,,,Y,2,2,2,2,2,2
770,빠담빠담게스트하우스,02,제주특별자치도 서귀포시 표선면 돈오름로 198-4,33.3296201,126.8182094,,,50,,,Y,2,2,2,2,2,2
771,게스트하우스에버,02,제주특별자치도 서귀포시 성산읍 한도로 67,33.4682697,126.9153818,,,50,,,Y,2,2,2,2,2,2
772,게스트하우스에버,02,제주특별자치도 서귀포시 성산읍 한도로 67,33.4682697,126.9153818,,,50,,,Y,2,2,2,2,2,2
773,알랑가하우스,02,제주특별자치도 서귀포시 안덕면 사계남로153번길 2,33.2288895,126.306469,,,50,,,Y,2,2,2,2,2,2
774,성산핫플게스트하우스,02,제주특별자치도 서귀포시 성산읍 한도로242번길 8,33.4660883,126.9328138,,,50,,,Y,2,2,2,2,2,2
775,성산핫플게스트하우스,02,제주특별자치도 서귀포시 성산읍 한도로242번길 8,33.4660883,126.9328138,,,50,,,Y,2,2,2,2,2,2
776,모루티,02,제주특별자치도 서귀포시 이어도로 986-1,33.2414045,126.5183755,,,50,,,Y,2,2,2,2,2,2
777,모루티,02,제주특별자치도 서귀포시 이어도로 986-1,33.2414045,126.5183755,,,50,,,Y,2,2,2,2,2,2
778,귤낭하우스,02,제주특별자치도 서귀포시 이어도로 1028-12,33.2430354,126.5218872,,,50,,,Y,9,9,9,9,9,9
779,귤낭하우스,02,제주특별자치도 서귀포시 이어도로 1028-12,33.2430354,126.5218872,,,50,,,Y,2,2,2,2,2,2
780,무거,02,제주특별자치도 제주시 조천읍 조함해안로 356,33.5489909,126.655053,,,50,,,Y,2,2,2,2,2,2
781,무거,02,제주특별자치도 제주시 조천읍 조함해안로 356,33.5489909,126.655053,,,50,,,Y,2,2,2,2,2,2
782,장안그랜드빌리지자치회,02,제주특별자치도 서귀포시 문필로 54,33.2417409,126.5975106,,,50,,,Y,2,2,2,2,2,2
783,금원앙상블9차자치위원회,02,제주특별자치도 제주시 삼봉로 299-28,33.4954103,126.5952963,,,50,,,Y,2,2,2,2,2,2
784,LH제주지역본부,02,제주특별자치도 제주시 전농로 100,33.5040842,126.5237266,,,50,,,Y,3,3,3,3,3,3
785,원신아파트,02,제주특별자치도 제주시 신성로2길 45,33.4949104,126.5263105,,,50,,,Y,2,2,2,2,2,2
786,에코하우스아파트,02,제주특별자치도 제주시 신성마을1길 62,33.4961855,126.4843571,,,50,,,Y,3,3,3,3,3,3
787,에코하우스아파트,02,제주특별자치도 제주시 신성마을1길 62,33.4961855,126.4843571,,,50,,,Y,3,3,3,3,3,3
788,삼성뜨래별아파트,02,제주특별자치도 제주시 홍랑길 26-17,33.5024209,126.5240053,,,50,,,Y,2,2,2,2,2,2
789,라오체효돈아파트,02,제주특별자치도 서귀포시 신효로 30,33.263276,126.6139348,,,50,,,Y,2,2,2,2,2,2
790,㈜돔베낭골,02,제주특별자치도 서귀포시 태평로92번길 34,33.2414425,126.5311286,,,50,,,Y,2,2,2,2,2,2
791,㈜돔베낭골,02,제주특별자치도 서귀포시 태평로92번길 34,33.2414425,126.5311286,,,50,,,Y,2,2,2,2,2,2
792,모슬포2호텔,02,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 13,33.2177324,126.250722,,,50,,,Y,2,2,2,2,2,2
793,모슬포2호텔,02,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 13,33.2177324,126.250722,,,50,,,Y,2,2,2,2,2,2
794,모슬포1호텔,02,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 11,33.2177382,126.2509158,,,50,,,Y,2,2,2,2,2,2
795,모슬포1호텔,02,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 11,33.2177382,126.2509158,,,50,,,Y,2,2,2,2,2,2
796,비원모텔,02,제주특별자치도 제주시 남성로 129-4,33.5093711,126.5193622,,,50,,,Y,2,2,2,2,2,2
797,비원모텔,02,제주특별자치도 제주시 남성로 129-4,33.5093711,126.5193622,,,50,,,Y,2,2,2,2,2,2
