,충전소명,충전소ID,충전기ID,충전타입,주소,위도,경도,상태갱신일시,최종충전시작,최종충전종료,충전중시작,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(1분),0 : 1
0,산굼부리,ME000446,01,03,제주특별자치도 제주시 조천읍 비자림로 768,33.434940,126.689497,20220307145810,20211021122718,20211021130750,,50,단독,50,,,N,9,9
1,노형동주민센터,ME000457,03,06,"제주특별자치도 제주시 노형9길 9-4, ",33.483044,126.477120,20211013143310,20211013094948,20211013095051,,50,단독,50,,,Y,9,9
2,방송통신융합센터,ME000458,01,06,제주특별자치도 제주시 첨단로 241,33.450595,126.572484,20210910100810,20210906120757,20210906124803,,50,단독,50,,,N,9,9
3,돌문화공원,ME000461,01,06,제주특별자치도 제주시 조천읍 남조로 2023,33.445733,126.663812,20220307150310,20211010152937,20211010155133,,50,단독,50,,,N,9,9
4,제주종합경기장1,ME000463,01,06,제주특별자치도 제주시 서광로2길 24,33.4960616,126.5165158,20211124162810,20211019141116,20211019144809,,50,단독,50,,,N,9,9
5,제주종합경기장2,ME000466,01,06,제주특별자치도 제주시 서광로2길 24,33.4955068,126.5164952,20210910102810,20210909084831,20210909090641,20210909093943,50,단독,50,,,N,9,9
6,제주서귀포시청 제1청사,ME000473,01,06,제주특별자치도 서귀포시 중앙로 105,33.253965,126.560237,20211124163310,20211020053346,20211020060404,,50,단독,50,,,N,9,9
7,제주일출랜드,ME000475,01,03,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.383533,126.841366,20210910101310,20210824094844,20210824095334,,50,단독,50,,,N,9,9
8,제주국제컨벤션센터,ME000478,01,03,제주특별자치도 서귀포시 중문관광로 224,33.241630,126.425461,20211124163310,20210912143650,20210912145308,,50,단독,50,,,N,9,9
9,중문랜드,ME000482,01,06,제주특별자치도 서귀포시 소보리당로164번길 62,33.263975,126.385209,20210910103310,20210906065725,20210906072425,,50,단독,50,,,N,9,9
10,서귀포천지연폭포,ME000483,01,03,제주특별자치도 서귀포시 남성중로 2-15,33.244797,126.559957,20210929094310,20210928204831,20210928212342,,50,단독,50,,,N,9,9
11,만장굴,ME000494,01,06,제주특별자치도 제주시 구좌읍 만장굴길 182,33.530833,126.772028,20210926110310,20210926075840,20210926080551,,50,단독,50,,,Y,9,9
12,도남1차e편한세상아파트,ME000496,02,06,제주특별자치도 제주시 오남로 7-13,33.493889,126.521524,20210909182310,20210905174036,20210905182117,,50,단독,50,,,Y,9,9
13,보건환경연구원,ME000505,01,06,제주특별자치도 제주시 삼동길 41,33.4798477,126.4950629,20210910140310,20210910132445,20210910133051,,50,단독,50,,,Y,9,9
14,남원읍 공영주차장,ME174045,01,06,제주특별자치도 서귀포시 남원읍 남원리 84-2,33.2788767,126.7213139,20220625195407,20220625191307,20220625195406,,50,단독,50,,,N,2,2
15,위미의례회관,ME174046,01,06,제주특별자치도 서귀포시 남원읍 중산간동로 6862,33.289615,126.6576261,20220623133550,20220623125334,20220623133549,,50,단독,50,,,N,2,2
16,대정감협 인근 공영주차장,ME174047,01,06,제주특별자치도 서귀포시 대정읍 하모리 964-2,33.2229383,126.2520224,20220625225545,20220625221222,20220625225544,,50,단독,50,,,N,2,2
17,퐁낭 작은 도서관 앞 주차장,ME174048,01,06,제주특별자치도 서귀포시 동홍동 470-1,33.2553617,126.5720303,20220625220526,20220625213504,20220625220525,,50,단독,50,,,N,2,2
18,월드컵경기장 인근 공영주차장,ME174049,01,06,제주특별자치도 서귀포시 법환동 870,33.2475057,126.510693,20220625195310,20220625114028,20220625122346,,50,단독,50,,,N,9,9
19,중문 관광단지,ME174050,01,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,20220625204534,20220625200212,20220625204534,,50,단독,50,,,N,2,2
20,중문 관광단지,ME174050,02,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,20220625205801,20220625203159,20220625205759,,50,단독,50,,,N,2,2
21,중문 관광단지,ME174050,03,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,20220625235817,20220625213857,20220625220716,20220625235816,50,단독,50,,,N,3,3
22,중문 관광단지,ME174050,04,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,20220625211119,20220625210213,20220625211118,,50,단독,50,,,N,2,2
23,중문 관광단지,ME174050,05,06,제주특별자치도 서귀포시 색달동 2889-1,33.2462149,126.414261,20220625120205,20220625112629,20220625120204,,50,단독,50,,,N,2,2
24,중앙공영주차장(우리은행 서귀포점 인근 공영주차장),ME174051,01,06,제주특별자치도 서귀포시 서귀동 291-2,33.249649,126.5623255,20220625234225,20220625220347,20220625224705,,50,단독,50,,,N,3,3
25,서귀포성당 뒤 주차장,ME174053,01,06,제주특별자치도 서귀포시 서귀동 600-3,33.2436487,126.5628543,20220625233231,20220625172740,20220625181058,,50,단독,50,,,N,2,2
26,국토교통부 인재개발원 앞 주차장,ME174054,01,06,제주특별자치도 서귀포시 서호동 1603,33.2523361,126.5157793,20220625195413,20220625180749,20220625181034,,50,단독,50,,,N,2,2
27,천지연폭포주차장,ME174055,01,06,제주특별자치도 서귀포시 서홍동 666-1,33.2447051,126.5597817,20220625200134,20220625195401,20220625200200,,50,단독,50,,,N,2,2
28,천지연폭포주차장,ME174055,02,06,제주특별자치도 서귀포시 서홍동 666-1,33.2447051,126.5597817,20220625195507,20220625194720,20220625195506,,50,단독,50,,,N,2,2
29,성산읍 공영주차장,ME174056,01,06,제주특별자치도 서귀포시 성산읍 고성리 327-1,33.4485209,126.9166899,20220625202525,20220625183745,20220625192405,,50,단독,50,,,N,2,2
30,성산일출봉 공영주차장,ME174057,01,06,제주특별자치도 서귀포시 성산읍 일출로 284-6,33.4619365,126.9355814,20220625194307,20220625173150,20220625181426,,50,단독,50,,,N,2,2
31,성산일출봉 공영주차장,ME174057,02,06,제주특별자치도 서귀포시 성산읍 일출로 284-6,33.4619365,126.9355814,20220625212358,20220625204441,20220625212357,,50,단독,50,,,N,2,2
32,안덕우체국 뒤 주차장,ME174058,01,06,제주특별자치도 서귀포시 안덕면 화순리 1072,33.2460981,126.3348886,20220625150018,20220625144016,20220625150016,,50,단독,50,,,N,2,2
33,서귀포시 매일시장 공영주차장,ME174059,01,06,제주특별자치도 서귀포시 중앙로62번길 18,33.2501492,126.5632261,20220625202131,20220625181750,20220625185916,,50,단독,50,,,N,2,2
34,표선민속마을 해비치 해변 공영주차장,ME174060,01,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,20220625182739,20220625174640,20220625182737,,50,단독,50,,,N,2,2
35,표선민속마을 해비치 해변 공영주차장,ME174060,02,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,20220625180604,20220625160330,20220625164900,,50,단독,50,,,N,2,2
36,표선민속마을 해비치 해변 공영주차장,ME174060,03,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,20220625213545,20220625185523,20220625193829,,50,단독,50,,,N,2,2
37,표선민속마을 해비치 해변 공영주차장,ME174060,04,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,20220624044310,20220617135859,20220617142255,,50,단독,50,,,N,9,9
38,표선민속마을 해비치 해변 공영주차장,ME174060,05,06,제주특별자치도 서귀포시 표선면 민속해안로 631-45,33.3248308,126.8424054,20220625232837,20220625230550,20220625232835,,50,단독,50,,,N,2,2
39,표선 의례회관 앞 공영주차장,ME174061,01,06,제주특별자치도 서귀포시 표선면 표선리 2103,33.3270822,126.8234354,20220621164422,20220621162530,20220621164420,,50,단독,50,,,N,2,2
40,회수사거리 인근 공영주차장,ME174062,01,06,제주특별자치도 서귀포시 회수동 788-2,33.2632286,126.4426783,20220625190229,20220625184458,20220625190228,,50,단독,50,,,N,2,2
41,오일장 인근 주차장,ME174063,01,06,제주특별자치도 제주시 구좌읍 세화리 1500-41 ,33.524856,126.8568472,20220625195603,20220625161315,20220625162950,,50,단독,50,,,N,2,2
42,용암해수산업화지원센터,ME174064,01,06,제주특별자치도 제주시 구좌읍 일주동로 2706-40,33.5423831,126.8121624,20220625111622,20220625105402,20220625111621,,50,단독,50,,,N,2,2
43,제주상공회의소 뒤편 주차장,ME174065,01,06,제주특별자치도 제주시 도남동 574-3,33.4904403,126.5198517,20210811154810,20201106125058,20201106130448,,50,단독,50,,,N,9,9
44,이호동 주민센터,ME174066,01,06,제주특별자치도 제주시 백포서길 9,33.5000077,126.4580641,20220625205842,20220625202521,20220625205841,,50,단독,50,,,N,2,2
45,한국폴리텍대학 제주캠퍼스,ME174067,01,06,제주특별자치도 제주시 산천단 동3길 2,33.4469182,126.561226,20220625162124,20220624190047,20220624190501,,50,단독,50,,,N,2,2
46,한라수목원,ME174068,01,06,제주특별자치도 제주시 수목원길 72,33.4690818,126.4908317,20220625223741,20220625215419,20220625223737,,50,단독,50,,,N,2,2
47,탐라중학교 공영주차장,ME174069,01,06,제주특별자치도 제주시 아라동 3008-1,33.4914869,126.5442609,20220625231334,20220625223015,20220625231333,,50,단독,50,,,N,2,2
48,아라지구 공영주차장,ME174070,01,06,제주특별자치도 제주시 아라동 6140-4,33.4701598,126.5466775,20220625232105,20220625222857,20220625224733,,50,단독,50,,,N,2,2
49,상가리사무소,ME174071,01,06,제주특별자치도 제주시 애월읍 상가리 1196-1,33.4497188,126.3457119,20220625143734,20220625141059,20220625143732,,50,단독,50,,,N,2,2
50,오일시장 일대 공영주차장,ME174072,01,06,제주특별자치도 제주시 오일장서길 26,33.4965694,126.4738058,20220625233956,20220625182235,20220625183710,20220625233955,50,단독,50,,,N,3,3
51,외도구획정리지구 공영주차장,ME174073,01,06,제주특별자치도 제주시 외도1동 482-1,33.4899205,126.4325935,20220625212214,20220625204134,20220625212213,,50,단독,50,,,N,2,2
52,삼성혈 인근 공영주차장,ME174074,01,06,제주특별자치도 제주시 이도1동 1293-1 ,33.5045526,126.5305231,20220625190312,20220625163819,20220625171029,,50,단독,50,,,N,2,2
53,이도주민센터,ME174075,01,06,제주특별자치도 제주시 중앙로25길 17,33.5068398,126.5271784,20220625192007,20220625173213,20220625181531,,50,단독,50,,,N,2,2
54,영락교회 인근 공영주차장,ME174076,01,06,제주특별자치도 제주시 일도2동 488-1,33.5103385,126.544115,20220625172533,20220625164817,20220625172539,,50,단독,50,,,N,2,2
55,제주시 상하수도본부,ME174077,01,06,제주특별자치도 제주시 조천읍 중산간동로 601,33.4997499,126.6496365,20220624165716,20220624161356,20220624165715,,50,단독,50,,,N,2,2
56,하귀1지구 공영주차장,ME174078,01,06,제주특별자치도 제주시 하귀1리 176-3,33.4855867,126.414308,20220625170632,20220625153826,20220625154726,,50,단독,50,,,N,2,2
57,한경도서관 앞 주차장,ME174079,01,06,제주특별자치도 제주시 한경면 신창리 233-1,33.3500436,126.184563,20220625193602,20220625190630,20220625193601,,50,단독,50,,,N,2,2
58,한림공원 인근 공영주차장,ME174080,01,06,제주특별자치도 제주시 한림읍 금능리 2018,33.3904865,126.2380097,20220625222736,20220625214440,20220625222758,,50,단독,50,,,N,2,2
59,한림읍체육관 주차장,ME174081,01,06,제주특별자치도 제주시 한림읍 한림중앙로 71-9,33.4092691,126.2695843,20220625233220,20220625224859,20220625233219,,50,단독,50,,,N,2,2
60,한림읍체육관 주차장,ME174081,02,06,제주특별자치도 제주시 한림읍 한림중앙로 71-9,33.4092691,126.2695843,20220625191905,20220625104752,20220625110132,,50,단독,50,,,N,2,2
61,한림읍체육관 주차장,ME174081,03,06,제주특별자치도 제주시 한림읍 한림중앙로 71-9,33.4092691,126.2695843,20220625210855,20220625204224,20220625210854,,50,단독,50,,,N,2,2
62,화북동주민센터,ME174082,01,06,제주특별자치도 제주시 화북1동 1976-6,33.5198336,126.5657078,20220625224831,20220625222648,20220625224839,,50,단독,50,,,N,2,2
63,한반도제주호텔,ME181538,01,06,제주특별자치도 제주시 연동2334-4,33.493426,126.490957,20220625230546,20220625210102,20220625214721,,50,단독,50,,,Y,2,2
64,㈜행운식품,ME181539,01,06,제주특별자치도 제주시 조천읍 함덕리 906번지,33.536916,126.669926,20220625172753,20220625072043,20220625074328,,50,단독,50,,,Y,2,2
65,봄그리고가을리조트,ME181540,01,06,제주특별자치도 서귀포시 성산읍 해맞이해안로2660,33.474152,126.91107,20220625203231,20220625195206,20220625203230,,50,단독,50,,,Y,2,2
66,클럽다인리조트,ME181541,01,06,제주특별자치도 제주시 애월읍 애월해안로400-9,33.471151,126.351032,20220625233050,20220625214040,20220625222129,20220625233050,50,단독,50,,,Y,3,3
67,롯데마트 제주점,ME181542,11,06,제주특별자치도 제주시 연북로 1(노형동),33.482377,126.481771,20220625203923,20220625201933,20220625203922,,50,단독,50,,,Y,2,2
68,제주공항,ME181544,01,06,제주특별자치도 제주시 용담2동 2002,33.505395,126.495111,20220625191456,20220625191240,20220625191455,,50,단독,50,,,Y,2,2
69,성산항 공영주차장,ME183101,01,06,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",33.4726789,126.9322508,20220623172502,20220623171419,20220623172459,,50,단독,50,,,Y,2,2
70,성산항 공영주차장,ME183101,02,04,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",33.4726789,126.9322508,20220625150612,20220623172953,20220623174116,,100,동시,50,,,Y,2,2
71,성산항 공영주차장,ME183101,03,06,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",33.4726789,126.9322508,20220625135533,20220625095134,20220625100224,,50,단독,50,,,Y,2,2
72,성산항 공영주차장,ME183101,04,04,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",33.4726789,126.9322508,20220625115251,20220622222656,20220622230042,,100,동시,50,,,Y,2,2
73,성산항 공영주차장,ME183101,52,04,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",33.4726789,126.9322508,20220625141015,20220624141907,20220624150217,,100,동시,50,,,Y,2,2
74,성산항 공영주차장,ME183101,54,04,"제주특별자치도 서귀포시 성산읍 성산리 347-9, 주차타워 앞",33.4726789,126.9322508,20220624184111,20220624182326,20220624184110,,100,동시,50,,,Y,2,2
75,대정문화체육센터,ME183102,01,06,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",33.2637648,126.2359856,20220625183514,20220625180412,20220625183513,,50,단독,50,,,Y,2,2
76,대정문화체육센터,ME183102,02,04,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",33.2637648,126.2359856,20220624102928,20220622164250,20220622164513,,100,동시,50,,,Y,2,2
77,대정문화체육센터,ME183102,52,04,"제주특별자치도 서귀포시 대정읍 암반수마농로 419, 후문 우측",33.2637648,126.2359856,20220623162605,20220623122537,20220623125013,,100,동시,50,,,Y,2,2
78,남원읍동부보건소,ME184122,01,06,제주특별자치도 서귀포시 남원읍 태위로 527,33.275783,126.703417,20220625233446,20220625001140,20220625005459,,50,단독,50,,,Y,2,2
79,서귀포시민회관,ME184123,01,06,제주특별자치도 서귀포시 동홍로 31-7,33.251458,126.566931,20210811115310,20201207070509,20201207075130,,50,단독,50,,,Y,9,9
80,돈내코야영장,ME184124,01,06,제주특별자치도 서귀포시 돈내코로 114,33.300321,126.584802,20220625021546,20220625020311,20220625021545,,50,단독,50,,,Y,2,2
81,안덕면사무소,ME184125,01,06,제주특별자치도 서귀포시 안덕면 화순서서로 74,33.257546,126.330743,20220625200014,20220625192933,20220625200013,,50,단독,50,,,Y,2,2
82,제주국제컨벤션센터2,ME184126,02,06,제주특별자치도 서귀포시 중문관광로 224,33.241630,126.425469,20220625224828,20220625212102,20220625213038,,50,단독,50,,,Y,2,2
83,구좌체육관,ME184127,01,06,제주특별자치도 제주시 구좌읍 김녕로 209,33.556184,126.76167,20220625184432,20220625172326,20220625173902,,50,단독,50,,,Y,2,2
84,제주해녀박물관,ME184128,01,06,제주특별자치도 제주시 구좌읍 해녀박물관길 26,33.523056,126.862851,20220625205213,20220625200851,20220625205211,,50,단독,50,,,Y,2,2
85,제주노루생태공원,ME184129,01,06,제주특별자치도 제주시 명림로 520,33.444446,126.62665,20220624084810,20220623174456,20220623175727,,50,단독,50,,,Y,9,9
86,별빛누리공원,ME184130,01,06,제주특별자치도 제주시 선돌목동길 60,33.445028,126.549252,20220625202802,20220625195906,20220625202800,,50,단독,50,,,Y,2,2
87,조천체육관,ME184131,01,06,제주특별자치도 제주시 조천읍 조천18길 11-1,33.539725,126.643948,20220625215345,20220625204302,20220625211048,,50,단독,50,,,Y,2,2
88,삼매봉도서관,ME18A173,01,06,제주특별자치도 서귀포시 남성중로 153번길 15,33.24446,126.552233,20220625193535,20220625192040,20220625193534,,100,단독,50,,,Y,2,2
89,제주영어교육도시사무소,ME18A174,01,06,제주특별자치도 서귀포시 대정읍 구억리 625-1,33.287371,126.281962,20220625232833,20220625143958,20220625152303,,100,단독,50,,,Y,2,2
90,효돈동주민센터,ME18A175,01,06,제주특별자치도 서귀포시 효돈로 152번길 7,33.26323,126.61563,20220624072810,20220623160646,20220623163056,,100,단독,50,,,Y,9,9
91,봉개동공영주차장,ME18A176,01,06,제주특별자치도 제주시 봉개동 1854-1,33.490736,126.595291,20220625213250,20220625192418,20220625194928,,100,단독,50,,,Y,2,2
92,북촌 너븐숭이4.3 기념관,ME18A177,01,06,제주특별자치도 제주시 조천읍 북촌3길 3,33.545812,126.688761,20220625195908,20220625194425,20220625195906,,100,단독,50,,,Y,2,2
93,제주현대미술관,ME18A178,01,06,제주특별자치도 제주시 한경면 저지리 2114-68,33.338358,126.265658,20220625162727,20220625155216,20220625162726,,100,단독,50,,,Y,2,2
94,협재해수욕장,ME18A179,01,06,제주특별자치도 제주시 한림읍 금능리 2018,33.390701,126.237628,20220625214615,20220625212818,20220625214614,,100,단독,50,,,Y,2,2
95,대륜동주민센터,ME18A180,01,06,제주특별자치도 서귀포시 일주동로 9158,33.24813,126.51153,20220625194403,20220625182942,20220625190958,,100,단독,50,,,Y,2,2
96,메밀가공시설,ME18A268,11,04,제주특별자치도 서귀포시 안덕면 광평리 211,33.328104,126.379729,20220625110413,20220624130614,20220624134048,,200,동시,50,,,N,2,2
97,메밀가공시설,ME18A268,12,04,제주특별자치도 서귀포시 안덕면 광평리 211,33.328104,126.379729,20220625164356,20220625160300,20220625164354,,200,동시,50,,,N,2,2
98,제스코 서귀포점,ME18A269,11,04,제주특별자치도 서귀포시 상효로39 (상효동 754-1),33.262444,126.595899,20220625201230,20220625182420,20220625184302,,200,동시,50,,,N,2,2
99,제스코 서귀포점,ME18A269,12,04,제주특별자치도 서귀포시 상효로39 (상효동 754-1),33.262444,126.595899,20220625170325,20220625163223,20220625170319,,200,동시,50,,,N,2,2
100,서귀포농업기술센터,ME18A270,11,04,제주특별자치도 서귀포시 남원읍 중산간동로 7413,33.288054,126.607012,20220625215225,20220625213547,20220625215224,,200,동시,50,,,N,2,2
101,서귀포농업기술센터,ME18A270,12,04,제주특별자치도 서귀포시 남원읍 중산간동로 7413,33.288054,126.607012,20220625183700,20220624125635,20220624132203,,200,동시,50,,,N,2,2
102,서귀포쓰레기위생매립장,ME18A271,01,06,제주특별자치도 서귀포시 산록남로 1241번길 145(색달동),33.307043,126.419086,20220625081009,20220623144225,20220623145125,,100,단독,50,,,Y,2,2
103,서귀포쓰레기위생매립장,ME18A271,02,06,제주특별자치도 서귀포시 산록남로 1241번길 145(색달동),33.307043,126.419086,20220625200731,20220625191745,20220625194915,,100,단독,50,,,Y,2,2
104,안덕면사무소,ME18A272,11,04,제주특별자치도 서귀포시 안덕면 화순서로 74,33.257492,126.330668,20220625162350,20220625160424,20220625162134,,200,동시,50,,,Y,2,2
105,안덕면사무소,ME18A272,12,04,제주특별자치도 서귀포시 안덕면 화순서로 74,33.257492,126.330668,20220625130533,20220625124614,20220625130534,,200,동시,50,,,Y,2,2
106,제주추사관,ME18A273,11,04,제주특별자치도 서귀포시 대정읍 추사로 36번길 1,33.249949,126.278264,20220625211931,20220625180322,20220625184623,,200,동시,50,,,Y,2,2
107,제주추사관,ME18A273,12,04,제주특별자치도 서귀포시 대정읍 추사로 36번길 1,33.249949,126.278264,20220625190901,20220625172918,20220625175023,,200,동시,50,,,Y,2,2
108,하효마을다목적회관,ME18A274,11,04,제주특별자치도 서귀포시 칠십리로 740(하효동),33.258481,126.617699,20220625133201,20220623143510,20220623144425,,200,동시,50,,,Y,2,2
109,하효마을다목적회관,ME18A274,12,04,제주특별자치도 서귀포시 칠십리로 740(하효동),33.258481,126.617699,20220625233354,20220625132233,20220625134949,,200,동시,50,,,Y,2,2
110,중앙공영주차장,ME18A275,11,04,제주특별자치도 서귀포시 서귀동 291-63(3),33.249934,126.562129,20220624174810,20220624160347,20220624165359,,200,동시,50,,,N,9,9
111,중앙공영주차장,ME18A275,12,04,제주특별자치도 서귀포시 서귀동 291-63(3),33.249934,126.562129,20220624174810,20220624075355,20220624083921,20220624170232,200,동시,50,,,N,9,9
112,선흘리 낙선동4.3 유적지,ME18A276,11,04,제주특별자치도 제주시 조천읍 선흘서5길7,33.515459,126.693662,20220624185134,20220624175735,20220624184037,,200,동시,50,,,Y,2,2
113,선흘리 낙선동4.3 유적지,ME18A276,12,04,제주특별자치도 제주시 조천읍 선흘서5길7,33.515459,126.693662,20220625220027,20220625214103,20220625220026,,200,동시,50,,,Y,2,2
114,애월읍사무소,ME18A277,11,04,제주특별자치도 제주시 애월읍 일주서로 6322,33.462511,126.32973,20220608121810,20220422110740,20220422113628,,200,동시,50,,,Y,9,9
115,애월읍사무소,ME18A277,12,04,제주특별자치도 제주시 애월읍 일주서로 6322,33.462511,126.32973,20220608122310,20220422104045,20220422110549,,200,동시,50,,,Y,9,9
116,한국교통안전공단제주자동차검사소,ME18A278,01,06,제주특별자치도 제주시 삼봉로 79(도련2동),33.514325,126.589355,20220625233519,20220625231318,20220625233517,,100,단독,50,,,N,2,2
117,한국교통안전공단제주자동차검사소,ME18A278,02,06,제주특별자치도 제주시 삼봉로 79(도련2동),33.514325,126.589355,20220625211419,20220625210409,20220625211418,,100,단독,50,,,N,2,2
118,제주도립미술관,ME18A279,11,04,제주특별자치도 제주시 1100로 2894-78(연동),33.453067,126.488257,20220625163211,20220625152126,20220625162514,,200,동시,50,,,Y,2,2
119,제주도립미술관,ME18A279,12,04,제주특별자치도 제주시 1100로 2894-78(연동),33.453067,126.488257,20220625164559,20220625162214,20220625164557,,200,동시,50,,,Y,2,2
120,조천읍사무소,ME18A280,11,04,제주특별자치도 제주시 조천읍 신북로 194,33.534508,126.634244,20220625133829,20220625130534,20220625133828,,200,동시,50,,,Y,2,2
121,조천읍사무소,ME18A280,12,04,제주특별자치도 제주시 조천읍 신북로 194,33.534508,126.634244,20220625151909,20220625145443,20220625152006,,200,동시,50,,,Y,2,2
122,일출랜드,ME18A281,11,04,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.381622,126.84219,20220622151953,20220618122757,20220618130547,,200,동시,50,,,Y,2,2
123,일출랜드,ME18A281,12,04,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,33.381622,126.84219,20220625160932,20220625152614,20220625160916,,200,동시,50,,,Y,2,2
124,제주항일기념관,ME18A282,11,04,제주특별자치도 제주시 조천읍 신북로 303,33.541106,126.643424,20220625135215,20220624215804,20220624224107,,200,동시,50,,,N,2,2
125,제주항일기념관,ME18A282,12,04,제주특별자치도 제주시 조천읍 신북로 303,33.541106,126.643424,20220625214347,20220625211928,20220625214337,,200,동시,50,,,N,2,2
126,양지(추모)공원,ME18A283,11,04,제주특별자치도 제주시 516로 2810-31(영평동),33.43966,126.579013,20220625160413,20220625152618,20220625160411,,200,동시,50,,,N,2,2
127,양지(추모)공원,ME18A283,12,04,제주특별자치도 제주시 516로 2810-31(영평동),33.43966,126.579013,20220625120510,20220625115031,20220625120508,,200,동시,50,,,N,2,2
128,홍로공영주차장,ME18A306,01,06,제주특별자치도 서귀포시 동홍동 1480-6,33.255903,126.560992,20220625192505,20220625133301,20220625135307,,100,단독,50,,,Y,2,2
129,홍로공영주차장,ME18A306,11,04,제주특별자치도 서귀포시 동홍동 1480-6,33.255903,126.560992,20220625204507,20220625202152,20220625204506,,200,동시,50,,,Y,2,2
130,홍로공영주차장,ME18A306,12,04,제주특별자치도 서귀포시 동홍동 1480-6,33.255903,126.560992,20220624180155,20220623092253,20220623094405,,200,동시,50,,,Y,2,2
131,돌문화공원,ME18A307,01,06,제주특별자치도 제주시 조천읍 남조로 2023,33.446122,126.664039,20220625230448,20220625222143,20220625230445,,100,단독,50,,,Y,2,2
132,돌문화공원,ME18A307,11,04,제주특별자치도 제주시 조천읍 남조로 2023,33.446122,126.664039,20220623193125,20220623190134,20220623193124,,200,동시,50,,,Y,2,2
133,돌문화공원,ME18A307,12,04,제주특별자치도 제주시 조천읍 남조로 2023,33.446122,126.664039,20220625175008,20220625173909,20220625175006,,200,동시,50,,,Y,2,2
134,사려니숲길 주차장,ME18A308,01,06,제주특별자치도 제주시 봉개동 2750-2,33.434197,126.637593,20220625171919,20220625152828,20220625155809,,100,단독,50,,,Y,2,2
135,사려니숲길 주차장,ME18A308,11,04,제주특별자치도 제주시 봉개동 2750-2,33.434197,126.637593,20220625153959,20220625122131,20220625130433,,200,동시,50,,,Y,2,2
136,사려니숲길 주차장,ME18A308,12,04,제주특별자치도 제주시 봉개동 2750-2,33.434197,126.637593,20220625153122,20220625151433,20220625153120,,200,동시,50,,,Y,2,2
137,제스코마트,ME18A309,01,06,제주특별자치도 제주시 연북로 444,33.480929,126.529513,20220625194035,20220625190653,20220625194033,,100,단독,50,,,Y,2,2
138,제스코마트,ME18A309,11,04,제주특별자치도 제주시 연북로 444,33.480929,126.529513,20220625213046,20220625192133,20220625194009,,200,동시,50,,,Y,2,2
139,제스코마트,ME18A309,12,04,제주특별자치도 제주시 연북로 444,33.480929,126.529513,20220625221601,20220625184359,20220625192334,,200,동시,50,,,Y,2,2
140,신화역사공원 조성사업,ME18A404,01,04,제주특별자치도 서귀포시 안덕면 서광리 1279,33.29715,126.305416,20220625231810,20220625170530,20220625171212,,100,단독,50,,,Y,9,9
141,신화역사공원 조성사업,ME18A404,02,04,제주특별자치도 서귀포시 안덕면 서광리 1279,33.29715,126.305416,20220625225810,20220625161421,20220625165311,,100,단독,50,,,Y,9,9
142,신화역사공원 조성사업,ME18A404,03,04,제주특별자치도 서귀포시 안덕면 서광리 1279,33.29715,126.305416,20220625214810,20220625111250,20220625113726,,100,단독,50,,,Y,9,9
143,신화역사공원 조성사업,ME18A404,04,04,제주특별자치도 서귀포시 안덕면 서광리 1279,33.29715,126.305416,20220625211344,20220625210023,20220625211344,,100,단독,50,,,Y,2,2
144,서귀포보건소,ME19B169,01,04,제주특별자치도 서귀포시 중앙로 101번길 52,33.253073,126.555591,20220625101932,20220625094027,20220625101932,,100,단독,50,,,Y,2,2
145,남원119센터,ME19B170,01,04,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23,33.281416,126.708647,20220625112519,20220625104618,20220625112519,,100,단독,50,,,Y,2,2
146,홍로공영주차장,ME19B171,01,04,제주특별자치도 서귀포시 동홍동 1480-6,33.255905,126.560863,20220625193803,20220625190049,20220625193803,,100,단독,50,,,N,2,2
147,서귀포시 교통행정과(공영버스 차고지),ME19B172,01,04,제주특별자치도 서귀포시 토평공단로 20,33.284338,126.588341,20220625141144,20220623113953,20220623121838,,100,단독,50,,,Y,2,2
148,국민건강보험공단 서귀포지사,ME19B173,01,04,제주특별자치도 서귀포시 신서귀로 51번길 38,33.254949,126.507328,20220625170202,20220625163720,20220625170202,,100,단독,50,,,Y,2,2
