,이름,충전타입,주소,위도,경도,출력,충전방식,지역코드,이용자제한,이용자제한사유,무료 주차,실시간 상태(5분),0 : 1
0,롯데마트 삼계점,01,경상남도 창원시 마산회원구 내서읍 경남대로 927,35.233023,128.504094,50,단독,48,,,Y,9,9
1,홈플러스 마산점,03,경상남도 창원시 마산회원구 삼호로 56,35.222610,128.585767,50,단독,48,,,N,9,9
2,진주시청,06,경상남도 진주시 동진로 155,35.180378,128.108884,50,단독,48,,,N,9,9
3,경상남도 서부청사,06,경상남도 진주시 월아산로 2026,35.2129639,128.1233299,50,단독,48,,,N,2,2
4,진해해양공원,03,경상남도 창원시 진해구 명동로 62,35.092286,128.719427,50,단독,48,,,N,9,9
5,신세계종합정비,06,경상남도 통영시 광도면 죽림리 292-33,34.8789124,128.4133694,50,단독,48,,,N,9,9
6,김해시 장유출장소,06,경상남도 김해시 부곡로 57,35.2090443,128.798395,50,단독,48,,,N,9,9
7,진영문화센터,06,경상남도 김해시 진영읍 김해대로 440,35.3049134,128.7374389,50,단독,48,,,N,2,2
8,거제휴게소(거제해양파크),06,경상남도 거제시 거제대로 1068,34.9723153,128.6938807,50,단독,48,,,N,2,2
9,고성휴게소(하남방향),06,경상남도 고성군 대가면 통영대전고속도로 32 ,35.0571523,128.2511447,50,단독,48,,,N,2,2
10,고성휴게소(통영방향),06,경상남도 고성군 대가면 통영대전고속도로 29 ,35.0516247,128.2638664,50,단독,48,,,N,2,2
11,이순신순국공원,06,경상남도 남해군 고현면 차면리 ,34.9105664,127.8587754,50,단독,48,,,N,2,2
12,하동군청,06,경상남도 하동군 하동읍 군청로 23,35.0673835,127.7511601,50,단독,48,,,N,2,2
13,석풍휴게소,06,경상남도 산청군 신안면 산청대로 1169,35.3629543,127.9186023,50,단독,48,,,N,9,9
14,함양휴게소(하남방향),06,경상남도 함양군 지곡면 보산리,35.5518867,127.7599314,50,단독,48,,,N,2,2
15,함양휴게소(통영방향),06,경상남도 함양군 지곡면 보산리,35.5511049,127.7586744,50,단독,48,,,N,2,2
16,조망공원,06,경상남도 함양군 함양읍 고운로 161-51,35.5244553,127.7438188,50,단독,48,,,N,2,2
17,거창휴게소(옥포방향),06,경상남도 거창군 가조면 도리,35.7057972,128.0569946,50,단독,48,,,N,9,9
18,거창휴게소(고서방향),06,경상남도 거창군 가조면 도리 산189-1 ,35.7085155,128.0574192,50,단독,48,,,N,2,2
19,거창군청,06,경상남도 거창군 거창읍 중앙로 103,35.6869125,127.9092271,50,단독,48,,,N,9,9
20,합천군청,06,경상남도 합천군 합천읍 동서로 119,35.5666565,128.1667084,50,단독,48,,,N,2,2
21,통도사휴게소(부산방향),06,경상남도 양산시 하북면 경부고속도로 31-1 (순지리),35.4885288,129.0914428,50,단독,48,,,Y,2,2
22,통도사휴게소(부산방향),06,경상남도 양산시 하북면 경부고속도로 31-1 (순지리),35.4885288,129.0914428,50,단독,48,,,Y,2,2
23,통도사휴게소(부산방향),06,경상남도 양산시 하북면 경부고속도로 31-1 (순지리),35.4885288,129.0914428,50,단독,48,,,Y,2,2
24,고성휴게소(통영방향),06,경상남도 고성군 대가면 통영대전고속도로 29 (송계리),35.0515247,128.2640664,50,단독,48,,,Y,2,2
25,고성휴게소(하남방향),06,경상남도 고성군 대가면 통영대전고속도로 32 (신전리),35.0570523,128.2513447,50,단독,48,,,Y,2,2
26,산청휴게소(통영방향),06,경상남도 산청군 단성면 통영대전고속도로 77 (방목리),35.3333219,127.9375368,50,단독,48,,,Y,2,2
27,산청휴게소(통영방향),06,경상남도 산청군 단성면 통영대전고속도로 77 (방목리),35.3333219,127.9375368,50,단독,48,,,Y,2,2
28,산청휴게소(하남방향),06,경상남도 산청군 단성면 통영대전고속도로 76 (방목리),35.3340661,127.9386829,50,단독,48,,,Y,2,2
29,산청휴게소(하남방향),06,경상남도 산청군 단성면 통영대전고속도로 76 (방목리),35.3340661,127.9386829,50,단독,48,,,Y,2,2
30,함양휴게소(통영방향),06,경상남도 함양군 지곡면 효산길 23-31 (보산리),35.5510049,127.7588744,50,단독,48,,,Y,2,2
31,함양휴게소(하남방향),06,경상남도 함양군 지곡면 효산길 23-11 (보산리),35.5517867,127.7601314,50,단독,48,,,Y,2,2
32,영산휴게소(마산방향),06,경상남도 창녕군 영산면 장척호수길 56-110 (신제리),35.4295445,128.4963675,50,단독,48,,,Y,2,2
33,영산휴게소(마산방향),06,경상남도 창녕군 영산면 장척호수길 56-110 (신제리),35.4295445,128.4963675,50,단독,48,,,Y,2,2
34,칠서휴게소(양평방향),06,경상남도 함안군 칠서면 계룡로 122-1 (계내리),35.3704567,128.4967833,50,단독,48,,,Y,2,2
35,칠서휴게소(양평방향),06,경상남도 함안군 칠서면 계룡로 122-1 (계내리),35.3704567,128.4967833,50,단독,48,,,Y,2,2
36,사천휴게소(부산방향),06,경상남도 사천시 곤양면 서삼로 619 (묵곡리),35.0732831,128.0110198,50,단독,48,,,Y,3,3
37,사천휴게소(순천방향),06,경상남도 사천시 곤양면 묵실길 31-11 (묵곡리),35.0748033,128.0134007,50,단독,48,,,Y,2,2
38,함안휴게소(부산방향),06,경상남도 함안군 군북면 현포로 205 (유현리),35.2940514,128.3473478,50,단독,48,,,Y,2,2
39,거창휴게소(고서방향),06,경상남도 거창군 가조면 가조가야로 1523 (도리),35.7084155,128.0576192,50,단독,48,,,Y,2,2
40,거창휴게소(옥포방향),06,경상남도 거창군 가조면 가조가야로 1543-81 (도리),35.7056972,128.0571946,50,단독,48,,,Y,9,9
41,장유휴게소(부산방향),06,경상남도 김해시 장유로116번길 44-82 (부곡동),35.2118159,128.794438,50,단독,48,,,Y,2,2
42,장유휴게소(부산방향),06,경상남도 김해시 장유로116번길 44-82 (부곡동),35.2118159,128.794438,50,단독,48,,,Y,2,2
43,한국도로공사창원지사,06,경상남도 창원시 의창구 의창대로 1024,35.2842423,128.7006196,50,단독,48,,,Y,2,2
44,롯데마트 마산점,06,경상남도 창원시 마산합포구 신마산시장길 33 (창포동3가),35.1813836,128.5606975,50,단독,48,,,Y,3,3
45,롯데마트 마산점,06,경상남도 창원시 마산합포구 신마산시장길 33 (창포동3가),35.1813836,128.5606975,50,단독,48,,,Y,2,2
46,롯데마트 장유점,06,경상남도 김해시 번화1로56번길 15 롯데마트,35.193012,128.8013646,50,단독,48,,,Y,2,2
47,지리산국립공원 중산리주차장,06,경상남도 산청군 시천면 중산리 619-12,35.304022,127.74934,50,단독,48,,,Y,2,2
48,지리산국립공원 중산리주차장,06,경상남도 산청군 시천면 중산리 619-12,35.304022,127.74934,50,단독,48,,,Y,2,2
49,지리산국립공원 쌍계사 주차장,06,경상남도 하동군 화개면 용강리 400-5,35.230286,127.641776,50,단독,48,,,Y,2,2
50,지리산국립공원 쌍계사 주차장,06,경상남도 하동군 화개면 용강리 400-5,35.230286,127.641776,50,단독,48,,,Y,9,9
51,한려해상국립공원사무소 노량분소,06,경상남도 남해군 설천면 노량리 410-36,34.939704,127.875309,50,단독,48,,,Y,2,2
52,한려해상국립공원사무소 노량분소,06,경상남도 남해군 설천면 노량리 410-36,34.939704,127.875309,50,단독,48,,,Y,2,2
53,한려해상국립공원사무소 금산분소,06,경상남도 남해군 이동면 보리암로 287,34.773405,127.987807,50,단독,48,,,Y,2,2
54,한려해상국립공원사무소 금산분소,06,경상남도 남해군 이동면 보리암로 287,34.773405,127.987807,50,단독,48,,,Y,2,2
55,만포주유소,06,경상남도 밀양시 삼랑진읍 삼랑진로 390,35.39879,128.819108,50,단독,48,,,Y,2,2
56,통도호텔,06,경상남도 양산시 신평강변8길 11,35.493286,129.083243,50,단독,48,,,Y,2,2
57,포유주유소,06,경상남도 양산시 어곡터널로40,35.375148,129.031419,50,단독,48,,,Y,2,2
58,S-oil 물금주유소,06,경상남도 양산시 물금읍 황산로501,35.31907,128.994332,50,단독,48,,,Y,3,3
59,중앙주유소,06,경상남도 의령군 의령읍 백산로4,35.320263,128.2645,50,단독,48,,,Y,2,2
60,마산의료원,06,경상남도 창원시 장군동4가 3-6,35.199462,128.565332,50,단독,48,,,Y,2,2
61,남광석유판매,06,경상남도 창원시 의창구 창원대로314,35.238045,128.633719,50,단독,48,,,Y,2,2
62,중앙모터스,06,경상남도 창원시 의창구 소계로 33,35.25481,128.603051,50,단독,48,,,Y,2,2
63,합천관광휴게소,06,경상남도 합천군 쌍백면 쌍백중앙로162-8,35.449674,128.14454,50,단독,48,,,Y,2,2
64,롯데마트 거제점,06,경상남도 거제시 서간도길 9-9 (옥포동),34.888448,128.691064,50,단독,48,,,Y,2,2
65,롯데마트 시티세븐점,06,경상남도 창원시 의창구 원이대로 320 (두대동),35.240183,128.653229,50,단독,48,,,Y,2,2
66,롯데마트 시티세븐점,06,경상남도 창원시 의창구 원이대로 320 (두대동),35.240183,128.653229,50,단독,48,,,Y,2,2
67,롯데마트 김해점,06,경상남도 김해시 김해대로 2330 (부원동),35.225619,128.881964,50,단독,48,,,Y,2,2
68,롯데마트 양덕점,06,경상남도 창원시 마산회원구 삼호로 80 (양덕동),35.223311,128.585287,50,단독,48,,,Y,3,3
69,사천만남의 광장,06,경상남도 사천시 축동면 서삼로 1742,35.1090735,128.085891,50,단독,48,,,Y,2,2
70,양산국민체육센터,06,"경상남도 양산시 물금읍 가촌리 990, 안쪽 주차장",35.325638,128.9951935,50,단독,48,,,Y,2,2
71,덕계동주민센터,06,경상남도 양산시 덕계동 1039-5,35.3751747,129.1497396,50,단독,48,,,Y,2,2
72,웅상체육공원,06,"경상남도 양산시 평산동 283, 축구장 옆",35.3778178,129.1434076,50,단독,48,,,Y,2,2
73,화왕산 자연휴양림,06,경상남도 창녕군 고암면 청간길 128-126,35.5462783,128.5678712,50,단독,48,,,Y,2,2
74,사파동 노외주차장,06,경상남도 창원시 성산구 사파동64-2,35.2234373,128.7020911,50,단독,48,,,Y,9,9
75,풍호동공영주차장(노외주차장),06,경상남도 창원시 진해구 풍호동 305-21,35.1327351,128.7041533,50,단독,48,,,Y,3,3
76,부림공설운동장 주차장,06,경상남도 의령군 부림면 감암리 1254,35.4714534,128.3227612,50,단독,48,,,Y,2,2
77,롯데마트 웅상점,06,"경상남도 양산시 삼호1길 34, 4층 주차장 02",35.4125843,129.1671829,50,단독,48,,,Y,2,2
78,롯데마트 진주점,06,"경상남도 진주시 동진로 440, 지하2층 주차장 C6",35.1800924,128.139958,50,단독,48,,,Y,2,2
79,롯데마트 통영점,06,"경상남도 통영시 무전대로 65, 4층 주차장 ",34.8603378,128.4287301,50,단독,48,,,Y,2,2
80,삼천포종합정비,06,경상남도 사천시 삼천포대교로 577,34.9493441,128.0777738,50,단독,48,,,Y,2,2
81,진주현대서비스,06,경상남도 진주시 내동면 내동로 110,35.1551221,128.079304,50,단독,48,,,Y,2,2
82,비학에너지,06,경상남도 양산시 상북면 양산대로 1510 ,35.402327,129.0565632,50,단독,48,,,Y,3,3
83,근로자복지공단창원병원,06,"경상남도 창원시 성산구 창원대로 721, 건물 우측",35.2187322,128.6722464,50,단독,48,,,Y,2,2
84,금호통영마리나리조트주차장,06,"경상남도 통영시 큰발개 1길 33, 마리나요트클럽 앞",34.827381,128.439006,50,단독,48,,,Y,2,2
85,명동노외공영주차장(노외주차장),06,"경상남도 창원시 진해구 명동580, 좌측 주차장",35.1015619,128.7173541,50,단독,48,,,Y,2,2
86,명동노외공영주차장(노외주차장),04,"경상남도 창원시 진해구 명동580, 좌측 주차장",35.1015619,128.7173541,100,동시,48,,,Y,2,2
87,명동노외공영주차장(노외주차장),04,"경상남도 창원시 진해구 명동580, 좌측 주차장",35.1015619,128.7173541,100,동시,48,,,Y,2,2
88,북면골프연습장,06,"경상남도 창원시 의창구 월계리 162-4, 골프장 밑 주차장",35.356198,128.6334696,50,단독,48,,,Y,2,2
89,북면골프연습장,04,"경상남도 창원시 의창구 월계리 162-4, 골프장 밑 주차장",35.356198,128.6334696,100,동시,48,,,Y,2,2
90,북면골프연습장,04,"경상남도 창원시 의창구 월계리 162-4, 골프장 밑 주차장",35.356198,128.6334696,100,동시,48,,,Y,3,3
91,호암이병철생가 공영주차장,06,경상남도 의령군 정곡면 중교리 487,35.3805686,128.3257161,50,단독,48,,,Y,2,2
92,호암이병철생가 공영주차장,04,경상남도 의령군 정곡면 중교리 487,35.3805686,128.3257161,100,동시,48,,,Y,2,2
93,호암이병철생가 공영주차장,04,경상남도 의령군 정곡면 중교리 487,35.3805686,128.3257161,100,동시,48,,,Y,2,2
94,함안군종합사회복지관,06,경상남도 함안군 칠원읍 삼칠로 155,35.3093994,128.5170739,50,단독,48,,,Y,2,2
95,함안군종합사회복지관,04,경상남도 함안군 칠원읍 삼칠로 155,35.3093994,128.5170739,100,동시,48,,,Y,2,2
96,함안군종합사회복지관,04,경상남도 함안군 칠원읍 삼칠로 155,35.3093994,128.5170739,100,동시,48,,,Y,2,2
97,양산시청,06,"경상남도 양산시 남부동 876-1, 양산문화회관 건너편 주차장",35.3328921,129.0361143,50,단독,48,,,Y,2,2
98,양산시청,04,"경상남도 양산시 남부동 876-1, 양산문화회관 건너편 주차장",35.3328921,129.0361143,100,동시,48,,,Y,2,2
99,양산시청,04,"경상남도 양산시 남부동 876-1, 양산문화회관 건너편 주차장",35.3328921,129.0361143,100,동시,48,,,Y,2,2
100,상북면사무소,06,경상남도 양산시 상북면 석계리 272-20,35.4182066,129.0644296,50,단독,48,,,Y,2,2
101,상북면사무소,04,경상남도 양산시 상북면 석계리 272-20,35.4182066,129.0644296,100,동시,48,,,Y,2,2
102,상북면사무소,04,경상남도 양산시 상북면 석계리 272-20,35.4182066,129.0644296,100,동시,48,,,Y,2,2
103,동면상동체육공원,06,경상남도 양산시 동면 여락리 301-1,35.3063267,129.0900302,50,단독,48,,,Y,3,3
104,동면상동체육공원,04,경상남도 양산시 동면 여락리 301-1,35.3063267,129.0900302,100,동시,48,,,Y,2,2
105,동면상동체육공원,04,경상남도 양산시 동면 여락리 301-1,35.3063267,129.0900302,100,동시,48,,,Y,2,2
106,법기수원지,06,경상남도 양산시 동면 법기리 523-3,35.3439657,129.1151315,50,단독,48,,,Y,2,2
107,법기수원지,04,경상남도 양산시 동면 법기리 523-3,35.3439657,129.1151315,100,동시,48,,,Y,3,3
108,법기수원지,04,경상남도 양산시 동면 법기리 523-3,35.3439657,129.1151315,100,동시,48,,,Y,2,2
109,김해휴게소 기장방향,06,경상남도 김해시 대동면 월촌리 770,35.2689882,129.0028827,50,단독,48,,,Y,2,2
110,김해휴게소 기장방향,04,경상남도 김해시 대동면 월촌리 770,35.2689882,129.0028827,100,동시,48,,,Y,2,2
111,김해휴게소 기장방향,04,경상남도 김해시 대동면 월촌리 770,35.2689882,129.0028827,100,동시,48,,,Y,2,2
112,김해휴게소 창원방향,06,경상남도 김해시 대동면 월촌리 770,35.2698823,129.003926,50,단독,48,,,Y,2,2
113,김해휴게소 창원방향,04,경상남도 김해시 대동면 월촌리 770,35.2698823,129.003926,100,동시,48,,,Y,2,2
114,김해휴게소 창원방향,04,경상남도 김해시 대동면 월촌리 770,35.2698823,129.003926,100,동시,48,,,Y,2,2
115,양산디자인공원,06,"경상남도 양산시 백호로23, 축구장 옆",35.3209906,128.9998986,50,단독,48,,,Y,9,9
116,양산디자인공원,04,"경상남도 양산시 백호로23, 축구장 옆",35.3209906,128.9998986,100,동시,48,,,Y,2,2
117,양산디자인공원,04,"경상남도 양산시 백호로23, 축구장 옆",35.3209906,128.9998986,100,동시,48,,,Y,3,2
118,진주휴게소(부산방향),06,경상남도 진주시 남해고속도로 194 ,35.1596748,128.1225553,50,단독,48,,,Y,2,2
119,거제시청,06,경상남도 거제시 계룡로 125,34.880628,128.622013,50,단독,48,,,Y,2,2
120,김해시 차량등록사업소,06,경상남도 김해시 김해대로 2401,35.2261,128.8904,50,단독,48,,,Y,9,9
121,밀양공설운동장,06,경상남도 밀양시 밀양대로 2057-21,35.504852,128.747453,50,단독,48,,,Y,2,2
122,목화휴게소,06,경상남도 사천시 용현면 사천대로 912,35.001863,128.054131,50,단독,48,,,Y,2,2
123,의령군종합사회복지관,06,경상남도 의령군 의령읍 의병로8길 44,35.316636,128.256632,50,단독,48,,,Y,2,2
124,문산휴게소(순천방향),06,경상남도 진주시 문산읍 남해고속도로 195,35.171173,128.151099,50,단독,48,,,Y,2,2
125,창녕군민체육관,06,경상남도 창녕군 창녕읍 창녕대로 307,35.519905,128.505764,50,단독,48,,,Y,2,2
126,이마트 마산점,06,경상남도 창원시 마산합포구 서성로 3,35.198189,128.570069,50,단독,48,,,Y,2,2
127,진동면사무소,06,경상남도 창원시 마산합포구 진동면 신서촌로 13,35.115256,128.48190,50,단독,48,,,Y,2,2
128,성주동주민센터,06,", 외부화장실 앞",35.1895,128.694279,50,단독,48,,,Y,2,2
129,이마트 창원점,06,경상남도 창원시 성산구 원이대로 608,35.22639048,128.67981855,50,단독,48,,,Y,3,3
130,동읍사무소,06,경상남도 창원시 의창구 동읍 동읍로 88,35.2846599,128.6822931,50,단독,48,,,Y,2,2
131,가야읍사무소,06,경상남도 함안군 가야읍 함안대로 505,35.272348,128.407920,50,단독,48,,,Y,2,2
132,황매산만남의광장,06,경상남도 합천군 가회면 서부로 1563,35.485834,128.024710,50,단독,48,,,Y,2,2
133,사등면사무소,06,경상남도 거제시 사등면 성포로 104,34.918191,128.522367,100,단독,48,,,Y,9,9
134,거제 학동주차장,06,경상남도 거제시 동부면 학동리 264,34.775660,128.640934,100,단독,48,,,Y,2,2
135,조선해양문화관,06,경상남도 거제시 일운면 지세포해안로 41,34.832916,128.702094,100,단독,48,,,Y,3,3
136,와현모래숲해변(해수욕장),06,경상남도 거제시 일운면 와현리431-2,34.813671,128.707103,100,단독,48,,,Y,2,2
137,거제관광안내소,06,경상남도 거제시 사등면 오량리 841,34.888354,128.494865,100,단독,48,,,Y,2,2
138,거창군 농업기술센터,06,경상남도 거창군 거창읍 거함대로 3322,35.677924,127.922673,100,단독,48,,,Y,2,2
139,수승대,06,경상남도 거창군 위천면 황산1길 60-6,35.760428,127.834155,100,단독,48,,,Y,2,2
140,가조역권 커뮤니티센터,06,경상남도 거창군 가조면 지산로 1488-30,35.709585,128.017193,100,단독,48,,,Y,2,2
141,고성읍 사무소,06,경상남도 고성군 고성읍 송학로 93,34.978136,128.319916,100,단독,48,,,Y,2,2
142,문화체육센터,06,경상남도 고성군 고성읍 송학고분로 193,34.979713,128.312236,100,단독,48,,,Y,9,9
143,대청계곡 공영주차장,06,경상남도 김해시 대청동 산112-130,35.184191,128.773486,100,단독,48,,,Y,2,2
144,가야테마파크,06,경상남도 김해시 가야테마길 161,35.251751,128.893001,100,단독,48,,,Y,2,2
145,삼문공용주차장,06,경상남도 밀양시 삼문동 24-40,35.484263,128.760117,100,단독,48,,,Y,2,2
146,사천공항,06,경상남도 사천시 사천읍 사천대로 1971,35.092235,128.087129,100,단독,48,,,Y,2,2
147,사천휴게소(부산방향),06,경상남도 사천시 곤양면 서삼로 619,35.073612,128.011383,100,단독,48,,,Y,3,3
148,사천휴게소(순천방향),06,경상남도 사천시 곤양면 묵실길 31-11,35.074722,128.013336,100,단독,48,,,Y,2,2
149,지리산 중산 관광지,06,경상남도 산청군 시천면 중산리501-4,35.291821,127.754710,100,단독,48,,,Y,2,2
150,평산동 행정복지센터,06,경상남도 양산시 평산로 71,35.381661,129.147043,100,단독,48,,,Y,2,2
151,화정면공설운동장,06,경상남도 의령군 화정면 화정로 328,35.275702,128.212536,100,단독,48,,,Y,2,2
152,금산면사무소,06,경상남도 진주시 금산로 107,35.213871,128.147722,100,단독,48,,,Y,2,2
153,문산휴게소(순천방향),06,경상남도 진주시 문산읍 남해고속도로 195,35.171061,128.151105,100,단독,48,,,Y,2,2
154,진주휴게소(부산방향),06,경상남도 진주시 남해고속도로 194,35.159721,128.120834,100,단독,48,,,Y,2,2
155,남지시외버스터미널 인근 공용주차장,06,경상남도 창녕군 남지읍 남지리 167-4 일원,35.391654,128.483389,100,단독,48,,,Y,2,2
156,입곡군립공원(입곡지 주차장),06,경상남도 함안군 산인면 입곡리 1180-1,35.263328,128.449638,100,단독,48,,,Y,2,2
157,공동육아나눔터 (구 칠원보건지소),06,경상남도 함안군 칠원읍 용산1길 28,35.308514,128.517627,100,단독,48,,,Y,3,3
158,함안휴게소(부산방향),06,경상남도 함안군 군북면 현포로 205,35.293769,128.347844,100,단독,48,,,Y,3,3
159,농월정 관광단지 주차장,06,경상남도 함양군 안의면 농월정길9-13,35.623657,127.783039,100,단독,48,,,Y,2,2
160,심원정(용추계곡)주차장,06,경상남도 함양군 안의면 하원리 1201-3,35.668293,127.787960,100,단독,48,,,Y,9,9
161,함양문화시설사업소,06,경상남도 함양군 함양읍 필봉산길 55,35.524093,127.721746,100,단독,48,,,Y,2,2
162,가야산국립공원사무소 주차장,06,경상남도 합천군 가야면 가야산로 1200,35.767368,128.132487,100,단독,48,,,Y,2,2
163,군북면사무소,06,경상남도 함안군 군북면 지두2길 15,35.261188,128.345317,100,단독,48,,,Y,2,2
164,스포츠파크 주차장,04,경상남도 거창군 거창읍 심소정길39-36,35.693631,127.926266,200,동시,48,,,Y,2,2
165,스포츠파크 주차장,04,경상남도 거창군 거창읍 심소정길39-36,35.693631,127.926266,200,동시,48,,,Y,2,2
166,남산공원,04,경상남도 고성군 고성읍 동외리 595,34.967214,128.326964,200,동시,48,,,Y,2,2
167,남산공원,04,경상남도 고성군 고성읍 동외리 595,34.967214,128.326964,200,동시,48,,,Y,2,2
168,김해서부문화센터,04,경상남도 김해시 율하2로 210,35.172807,128.821536,200,동시,48,,,Y,2,2
169,김해서부문화센터,04,경상남도 김해시 율하2로 210,35.172807,128.821536,200,동시,48,,,Y,2,2
170,미조항 북항주차장,04,경상남도 남해군 미조면 미조리 107-6,34.713333,128.044998,200,동시,48,,,Y,2,2
171,미조항 북항주차장,04,경상남도 남해군 미조면 미조리 107-6,34.713333,128.044998,200,동시,48,,,Y,2,2
172,창선교 주차장,04,경상남도 남해군 삼동면 지족리 291-11,34.832542,128.000230,200,동시,48,,,Y,2,2
173,창선교 주차장,04,경상남도 남해군 삼동면 지족리 291-11,34.832542,128.000230,200,동시,48,,,Y,2,2
174,상주해수욕장 주차장,04,경상남도 남해군 상주면 상주리 1227,34.721943,127.988609,200,동시,48,,,Y,2,2
175,상주해수욕장 주차장,04,경상남도 남해군 상주면 상주리 1227,34.721943,127.988609,200,동시,48,,,Y,2,2
176,밀양아리랑대공원 주차장,04,경상남도 밀양시 교동 556번지,35.505375,128.758272,200,동시,48,,,Y,2,2
177,밀양아리랑대공원 주차장,04,경상남도 밀양시 교동 556번지,35.505375,128.758272,200,동시,48,,,Y,2,2
178,표충사 관광지 공영주차장,04,경상남도 밀양시 단장면 구천리 2052번지,35.531126,128.942964,200,동시,48,,,Y,2,2
179,표충사 관광지 공영주차장,04,경상남도 밀양시 단장면 구천리 2052번지,35.531126,128.942964,200,동시,48,,,Y,2,2
180,얼음골 공영주차장,04,경상남도 밀양시 산내면 삼양리 190-1번지,35.580564,128.980919,200,동시,48,,,Y,2,2
181,얼음골 공영주차장,04,경상남도 밀양시 산내면 삼양리 190-1번지,35.580564,128.980919,200,동시,48,,,Y,2,2
182,무안용호놀이 전수관,04,경상남도 밀양시 무안면 사명로 537,35.472743,128.652629,200,동시,48,,,Y,2,2
183,무안용호놀이 전수관,04,경상남도 밀양시 무안면 사명로 537,35.472743,128.652629,200,동시,48,,,Y,2,2
184,남일대해수욕장 주차장,04,경상남도 사천시 향촌동 631-6,34.927781,128.097806,200,동시,48,,,Y,2,2
185,남일대해수욕장 주차장,04,경상남도 사천시 향촌동 631-6,34.927781,128.097806,200,동시,48,,,Y,2,2
186,양산휴게소(서울방향),04,경상남도 양산시 목장길 15-50,35.322863,129.057296,200,동시,48,,,Y,2,2
187,양산휴게소(서울방향),04,경상남도 양산시 목장길 15-50,35.322863,129.057296,200,동시,48,,,Y,2,2
188,의령소방서,04,경상남도 의령군 의령읍 의령로 108-17,35.320372,128.248660,200,동시,48,,,Y,2,2
189,의령소방서,04,경상남도 의령군 의령읍 의령로 108-17,35.320372,128.248660,200,동시,48,,,Y,2,2
190,진주시농산물도매시장,04,경상남도 진주시 남강로 1689,35.211713,128.124520,200,동시,48,,,Y,3,3
191,진주시농산물도매시장,04,경상남도 진주시 남강로 1689,35.211713,128.124520,200,동시,48,,,Y,2,2
192,kbs창원방송총국,04,경상남도 창원시 의창구 중앙대로 178(신월동 97-1),35.228260,128.684869,200,동시,48,,,Y,2,2
193,kbs창원방송총국,04,경상남도 창원시 의창구 중앙대로 178(신월동 97-1),35.228260,128.684869,200,동시,48,,,Y,2,2
194,칠서지방산업단지,04,경상남도 함안군 칠서면 공단안길 12 (농협),35.362112,128.485533,200,동시,48,,,Y,2,2
195,칠서지방산업단지,04,경상남도 함안군 칠서면 공단안길 12 (농협),35.362112,128.485533,200,동시,48,,,Y,2,2
196,대산면사무소,04,경상남도 함안군 대산면 대산중앙로 176,35.350010,128.431837,200,동시,48,,,Y,2,2
197,대산면사무소,04,경상남도 함안군 대산면 대산중앙로 176,35.350010,128.431837,200,동시,48,,,Y,2,2
198,창녕군청,06,경상남도 창녕군 창녕읍 군청길 1,35.545162,128.490355,100,단독,48,,,Y,2,2
199,창녕군청,04,경상남도 창녕군 창녕읍 군청길 1,35.545162,128.490355,200,동시,48,,,Y,2,2
200,창녕군청,04,경상남도 창녕군 창녕읍 군청길 1,35.545162,128.490355,200,동시,48,,,Y,2,2
201,구산면사무소,06,경상남도 창원시 마산합포구 구산면 구산로 554 ,35.119364,128.580546,100,단독,48,,,Y,2,2
202,구산면사무소,04,경상남도 창원시 마산합포구 구산면 구산로 554 ,35.119364,128.580546,200,동시,48,,,Y,2,2
203,구산면사무소,04,경상남도 창원시 마산합포구 구산면 구산로 554 ,35.119364,128.580546,200,동시,48,,,Y,2,2
204,청학동 박물관 (청학동 공영주차장),06,경상남도 하동군 청학로 2526,35.242544,127.710520,100,단독,48,,,Y,2,2
205,청학동 박물관 (청학동 공영주차장),04,경상남도 하동군 청학로 2526,35.242544,127.710520,200,동시,48,,,Y,9,9
206,청학동 박물관 (청학동 공영주차장),04,경상남도 하동군 청학로 2526,35.242544,127.710520,200,동시,48,,,Y,9,9
207,사천종합운동장,06,경상남도 사천시 사천읍 구암두문로 85,35.0884591,128.0939464,50,단독,48,,,Y,2,2
208,삼천포대교공원,06,경상남도 사천시 사천대로 17,34.9324694,128.0521274,50,단독,48,,,Y,2,2
209,창원시청,06,경상남도 창원시 의창구 중앙대로 151,35.2282982,128.6831979,50,단독,48,,,N,2,2
210,진전면사무소,06,경상남도 창원시 마산합포구 진전면 오서리 604-3,35.1028645,128.4190036,50,단독,48,,,Y,2,2
211,성산스포츠센터,06,경상남도 창원시 성산구 창이대로 888,35.2063615,128.7055198,50,단독,48,,,Y,2,2
212,마산합포스포츠센터,06,경상남도 창원시 마산합포구 드림베이대로 56,35.1765576,128.5675444,50,단독,48,,,Y,2,2
213,진해노인종합복지관,06,경상남도 창원시 진해구 풍호동 27-3 ,35.1352978,128.7112004,50,단독,48,,,Y,3,3
214,송림공원주차장,06,경상남도 하동군 하동읍 광평리 443-17,35.063820,127.742021,50,단독,48,,,Y,2,2
215,진교공영주차장,06,경상남도 하동군 진교면 진교리 426-41,35.029967,127.904228,50,단독,48,,,Y,2,2
216,연초면사무소,04,경상남도 거제시 연초면 죽토리 781-1,34.914778,128.656056,100,단독,48,,,Y,2,2
217,국민연금공단 거창사옥,04,경상남도 거창군 거창읍 대동리 992-2,35.693720,127.922976,100,단독,48,,,Y,2,2
218,수태보건진료소 주차장,04,경상남도 고성군 하일면 용태리 188-1,34.952415,128.213715,100,단독,48,,,Y,2,2
